"Category","Subcategory","Enrichment","P-value","P-adjusted","Q-value","Observed","miRNAs/precursors"
"Annotations derived over miRTarBase (Gene Ontology)","azurophil granule membrane GO0035577","enriched","0.0223488","0.0223488","0.456712","18","hsa-miR-3184-5p; hsa-miR-4732-5p; hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-1228-5p; hsa-miR-5572; hsa-miR-4481; hsa-miR-4783-3p; hsa-miR-575; hsa-miR-6787-5p; hsa-miR-6088; hsa-miR-7110-5p; hsa-miR-3180; hsa-miR-128-1-5p; hsa-miR-3940-5p; hsa-miR-663a; hsa-miR-1238-5p; hsa-miR-4706"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of fibroblast proliferation GO0048146","enriched","0.0223488","0.0223488","0.456712","18","hsa-miR-1307-3p; hsa-miR-4732-5p; hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-4648; hsa-miR-1228-5p; hsa-miR-5572; hsa-miR-6787-5p; hsa-miR-6088; hsa-miR-6802-5p; hsa-miR-7110-5p; hsa-miR-3180; hsa-miR-1233-5p; hsa-miR-6805-5p; hsa-miR-128-1-5p; hsa-miR-663a; hsa-miR-4687-5p; hsa-miR-6746-5p"
"Annotations derived over miRTarBase (Gene Ontology)","structural constituent of cytoskeleton GO0005200","enriched","0.0223488","0.0223488","0.456712","18","hsa-miR-3184-5p; hsa-miR-1307-3p; hsa-miR-4732-5p; hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-6869-5p; hsa-miR-8069; hsa-miR-5572; hsa-miR-4481; hsa-miR-6088; hsa-miR-6802-5p; hsa-miR-7110-5p; hsa-miR-1233-5p; hsa-miR-4675; hsa-miR-6131; hsa-miR-4258; hsa-miR-1343-3p; hsa-miR-6746-5p"
"Pathways (KEGG)","Insulin resistance","enriched","0.0223488","0.0223488","0.338134","18","hsa-miR-3184-5p; hsa-miR-1307-3p; hsa-miR-4732-5p; hsa-miR-92a-2-5p; hsa-miR-4730; hsa-miR-125a-3p; hsa-miR-8069; hsa-miR-5572; hsa-miR-575; hsa-miR-7110-5p; hsa-miR-92b-5p; hsa-miR-4787-5p; hsa-miR-1233-5p; hsa-miR-6805-5p; hsa-miR-4675; hsa-miR-663a; hsa-miR-4258; hsa-miR-1343-3p"
"Pathways (KEGG)","Melanoma","enriched","0.0223488","0.0223488","0.338134","27","hsa-miR-3184-5p; hsa-miR-1307-3p; hsa-miR-4732-5p; hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-4648; hsa-miR-6869-5p; hsa-miR-1228-5p; hsa-miR-8069; hsa-miR-5572; hsa-miR-6787-5p; hsa-miR-6088; hsa-miR-6802-5p; hsa-miR-7110-5p; hsa-miR-92b-5p; hsa-miR-3180; hsa-miR-1233-5p; hsa-miR-6805-5p; hsa-miR-8073; hsa-miR-6857-5p; hsa-miR-128-1-5p; hsa-miR-3940-5p; hsa-miR-4675; hsa-miR-663a; hsa-miR-1343-3p; hsa-miR-4276; hsa-miR-6746-5p"
"Annotations derived over miRTarBase (Gene Ontology)","endoplasmic reticulum to Golgi vesicle-mediated transport GO0006888","enriched","0.0224377","0.0224377","0.456712","28","hsa-miR-3184-5p; hsa-miR-1307-3p; hsa-miR-4732-5p; hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-4648; hsa-miR-6869-5p; hsa-miR-1228-5p; hsa-miR-8069; hsa-miR-5572; hsa-miR-4481; hsa-miR-4783-3p; hsa-miR-575; hsa-miR-6787-5p; hsa-miR-6802-5p; hsa-miR-7110-5p; hsa-miR-1233-5p; hsa-miR-6805-5p; hsa-miR-8073; hsa-miR-6857-5p; hsa-miR-128-1-5p; hsa-miR-3940-5p; hsa-miR-6131; hsa-miR-663a; hsa-miR-4258; hsa-miR-1343-3p; hsa-miR-4276; hsa-miR-6746-5p"
"Annotations derived over miRTarBase (Gene Ontology)","ciliary membrane GO0060170","enriched","0.0226239","0.0226239","0.456712","7","hsa-miR-3184-5p; hsa-miR-1307-3p; hsa-miR-125a-3p; hsa-miR-8069; hsa-miR-4481; hsa-miR-4787-5p; hsa-miR-128-1-5p"
"Annotations derived over miRTarBase (Gene Ontology)","melanosome membrane GO0033162","enriched","0.0226239","0.0226239","0.456712","7","hsa-miR-1307-3p; hsa-miR-4730; hsa-miR-4648; hsa-miR-6869-5p; hsa-miR-4481; hsa-miR-1233-5p; hsa-miR-6131"
"Annotations derived over miRTarBase (Gene Ontology)","negative regulation of TORC1 signaling GO1904262","depleted","0.0226239","0.0226239","0.456712","7","hsa-miR-125a-3p; hsa-miR-6869-5p; hsa-miR-4258; hsa-miR-4276; hsa-miR-4687-5p; hsa-miR-6784-5p; hsa-miR-6746-5p"
"Annotations derived over miRTarBase (Gene Ontology)","PCNA-p21 complex GO0070557","enriched","0.0227148","0.0227148","0.456712","10","hsa-miR-4732-5p; hsa-miR-4648; hsa-miR-5572; hsa-miR-6787-5p; hsa-miR-6802-5p; hsa-miR-7110-5p; hsa-miR-3180; hsa-miR-1233-5p; hsa-miR-6805-5p; hsa-miR-663a"
"Annotations derived over miRTarBase (Gene Ontology)","cellular response to extracellular stimulus GO0031668","enriched","0.0227148","0.0227148","0.456712","10","hsa-miR-4732-5p; hsa-miR-4648; hsa-miR-5572; hsa-miR-6787-5p; hsa-miR-6802-5p; hsa-miR-7110-5p; hsa-miR-3180; hsa-miR-1233-5p; hsa-miR-6805-5p; hsa-miR-663a"
"Annotations derived over miRTarBase (Gene Ontology)","cyclin-dependent protein kinase activating kinase activity GO0019912","enriched","0.0227148","0.0227148","0.456712","10","hsa-miR-4732-5p; hsa-miR-4648; hsa-miR-5572; hsa-miR-6787-5p; hsa-miR-6802-5p; hsa-miR-7110-5p; hsa-miR-3180; hsa-miR-1233-5p; hsa-miR-6805-5p; hsa-miR-663a"
"Target genes (miRTarBase)","CDKN1A","enriched","0.0227148","0.0227148","0.384805","10","hsa-miR-4732-5p; hsa-miR-4648; hsa-miR-5572; hsa-miR-6787-5p; hsa-miR-6802-5p; hsa-miR-7110-5p; hsa-miR-3180; hsa-miR-1233-5p; hsa-miR-6805-5p; hsa-miR-663a"
"Annotations derived over miRTarBase (Gene Ontology)","cell communication GO0007154","enriched","0.022864","0.022864","0.456712","8","hsa-miR-1307-3p; hsa-miR-125a-3p; hsa-miR-4648; hsa-miR-4481; hsa-miR-575; hsa-miR-1203; hsa-miR-1238-5p; hsa-miR-1343-3p"
"Annotations derived over miRTarBase (Gene Ontology)","lipid metabolic process GO0006629","enriched","0.0232747","0.0232747","0.456712","21","hsa-miR-3184-5p; hsa-miR-1307-3p; hsa-miR-4732-5p; hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-4648; hsa-miR-6869-5p; hsa-miR-1228-5p; hsa-miR-5572; hsa-miR-4481; hsa-miR-92b-5p; hsa-miR-1233-5p; hsa-miR-6805-5p; hsa-miR-6857-5p; hsa-miR-4675; hsa-miR-6131; hsa-miR-663a; hsa-miR-4706; hsa-miR-1343-3p; hsa-miR-4276; hsa-miR-6746-5p"
"Annotations derived over miRTarBase (Gene Ontology)","endosome to lysosome transport GO0008333","enriched","0.0235633","0.0235633","0.456712","12","hsa-miR-1307-3p; hsa-miR-92a-2-5p; hsa-miR-4783-3p; hsa-miR-575; hsa-miR-6787-5p; hsa-miR-6088; hsa-miR-7110-5p; hsa-miR-4787-5p; hsa-miR-3180; hsa-miR-1233-5p; hsa-miR-663a; hsa-miR-6746-5p"
"Annotations derived over miRTarBase (Gene Ontology)","aldo-keto reductase NADP activity GO0004033","enriched","0.0240026","0.0240026","0.456712","6","hsa-miR-1307-3p; hsa-miR-92a-2-5p; hsa-miR-4648; hsa-miR-6869-5p; hsa-miR-6088; hsa-miR-6131"
"Annotations derived over miRTarBase (Gene Ontology)","decidualization GO0046697","depleted","0.0240026","0.0240026","0.456712","6","hsa-miR-1233-5p; hsa-miR-8073; hsa-miR-6131; hsa-miR-4276; hsa-miR-4687-5p; hsa-miR-6746-5p"
"Annotations derived over miRTarBase (Gene Ontology)","monoatomic ion channel activity GO0005216","enriched","0.0240026","0.0240026","0.456712","6","hsa-miR-3184-5p; hsa-miR-4732-5p; hsa-miR-125a-3p; hsa-miR-7110-5p; hsa-miR-3180; hsa-miR-1233-5p"
"Annotations derived over miRTarBase (Gene Ontology)","synaptic membrane adhesion GO0099560","enriched","0.0240026","0.0240026","0.456712","6","hsa-miR-4730; hsa-miR-125a-3p; hsa-miR-575; hsa-miR-7110-5p; hsa-miR-4787-5p; hsa-miR-1233-5p"
"Annotations derived over miRTarBase (Gene Ontology)","telomerase RNA binding GO0070034","enriched","0.0240026","0.0240026","0.456712","6","hsa-miR-1307-3p; hsa-miR-4648; hsa-miR-575; hsa-miR-1203; hsa-miR-6088; hsa-miR-1233-5p"
"Annotations derived over miRTarBase (Gene Ontology)","negative regulation of Rho protein signal transduction GO0035024","depleted","0.0241619","0.0241619","0.456712","4","hsa-miR-6857-5p; hsa-miR-3940-5p; hsa-miR-6131; hsa-miR-6746-5p"
"Annotations derived over miRTarBase (Gene Ontology)","protein-macromolecule adaptor activity GO0030674","enriched","0.0253337","0.0253337","0.456712","19","hsa-miR-1307-3p; hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-4648; hsa-miR-1228-5p; hsa-miR-8069; hsa-miR-4481; hsa-miR-575; hsa-miR-6787-5p; hsa-miR-7110-5p; hsa-miR-92b-5p; hsa-miR-4787-5p; hsa-miR-3180; hsa-miR-1233-5p; hsa-miR-6857-5p; hsa-miR-663a; hsa-miR-4706; hsa-miR-1343-3p; hsa-miR-6746-5p"
"Annotations derived over miRTarBase (Gene Ontology)","BORC complex GO0099078","enriched","0.0256519","0.0256519","0.456712","3","hsa-miR-1307-3p; hsa-miR-125a-3p; hsa-miR-575"
"Annotations derived over miRTarBase (Gene Ontology)","CMG complex GO0071162","enriched","0.0256519","0.0256519","0.456712","3","hsa-miR-3184-5p; hsa-miR-92a-2-5p; hsa-miR-575"
"Annotations derived over miRTarBase (Gene Ontology)","DNA strand elongation involved in DNA replication GO0006271","enriched","0.0256519","0.0256519","0.456712","3","hsa-miR-3184-5p; hsa-miR-4481; hsa-miR-575"
"Annotations derived over miRTarBase (Gene Ontology)","MOZMORF histone acetyltransferase complex GO0070776","enriched","0.0256519","0.0256519","0.456712","3","hsa-miR-92a-2-5p; hsa-miR-5572; hsa-miR-575"
"Annotations derived over miRTarBase (Gene Ontology)","RNA cap binding complex GO0034518","enriched","0.0256519","0.0256519","0.456712","3","hsa-miR-4732-5p; hsa-miR-4481; hsa-miR-575"
"Annotations derived over miRTarBase (Gene Ontology)","antigen binding GO0003823","depleted","0.0256519","0.0256519","0.456712","3","hsa-miR-6131; hsa-miR-663a; hsa-miR-1343-3p"
"Annotations derived over miRTarBase (Gene Ontology)","interleukin-17A-mediated signaling pathway GO0038173","enriched","0.0256519","0.0256519","0.456712","3","hsa-miR-92a-2-5p; hsa-miR-6869-5p; hsa-miR-575"
"Annotations derived over miRTarBase (Gene Ontology)","nuclear cap binding complex GO0005846","enriched","0.0256519","0.0256519","0.456712","3","hsa-miR-4732-5p; hsa-miR-4481; hsa-miR-575"
"Annotations derived over miRTarBase (Gene Ontology)","organelle transport along microtubule GO0072384","enriched","0.0256519","0.0256519","0.456712","3","hsa-miR-1307-3p; hsa-miR-125a-3p; hsa-miR-575"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of calcineurin-NFAT signaling cascade GO0070886","depleted","0.0256519","0.0256519","0.456712","3","hsa-miR-6131; hsa-miR-1238-5p; hsa-miR-4706"
"Annotations derived over miRTarBase (Gene Ontology)","protein methylation GO0006479","enriched","0.0256519","0.0256519","0.456712","3","hsa-miR-4648; hsa-miR-6869-5p; hsa-miR-575"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of cell division GO0051302","enriched","0.0256519","0.0256519","0.456712","3","hsa-miR-4732-5p; hsa-miR-6869-5p; hsa-miR-575"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of developmental process GO0050793","enriched","0.0256519","0.0256519","0.456712","3","hsa-miR-92a-2-5p; hsa-miR-5572; hsa-miR-575"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of endosome size GO0051036","enriched","0.0256519","0.0256519","0.456712","3","hsa-miR-1307-3p; hsa-miR-125a-3p; hsa-miR-575"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of hemopoiesis GO1903706","enriched","0.0256519","0.0256519","0.456712","3","hsa-miR-92a-2-5p; hsa-miR-5572; hsa-miR-575"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of lysosome size GO0062196","enriched","0.0256519","0.0256519","0.456712","3","hsa-miR-1307-3p; hsa-miR-125a-3p; hsa-miR-575"
"Target genes (miRTarBase)","ITPRIPL2","enriched","0.0256519","0.0256519","0.384805","3","hsa-miR-3184-5p; hsa-miR-125a-3p; hsa-miR-575"
"Target genes (miRTarBase)","MRPS23","enriched","0.0256519","0.0256519","0.384805","3","hsa-miR-1307-3p; hsa-miR-6869-5p; hsa-miR-575"
"Target genes (miRTarBase)","TRAF1","depleted","0.0256519","0.0256519","0.384805","3","hsa-miR-6131; hsa-miR-4276; hsa-miR-6746-5p"
"Diseases (MNDR)","Ovarian cancer","enriched","0.0256519","0.0256519","0.309465","3","hsa-miR-1307-3p; hsa-miR-125a-3p; hsa-miR-575"
"Diseases (MNDR)","Ovarian neoplasms","enriched","0.0256519","0.0256519","0.309465","3","hsa-miR-1307-3p; hsa-miR-125a-3p; hsa-miR-575"
"Interactions (NPInter)","BTG2","enriched","0.0256519","0.0256519","0.200071","3","hsa-miR-3184-5p; hsa-miR-125a-3p; hsa-miR-575"
"Interactions (NPInter)","EEF1A1","enriched","0.0256519","0.0256519","0.200071","3","hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-575"
"Interactions (NPInter)","ILF3","enriched","0.0256519","0.0256519","0.200071","3","hsa-miR-3184-5p; hsa-miR-92a-2-5p; hsa-miR-575"
"Interactions (NPInter)","MB","enriched","0.0256519","0.0256519","0.200071","3","hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-575"
"Interactions (NPInter)","MCL1","enriched","0.0256519","0.0256519","0.200071","3","hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-575"
"Interactions (NPInter)","TXNRD1","enriched","0.0256519","0.0256519","0.200071","3","hsa-miR-3184-5p; hsa-miR-125a-3p; hsa-miR-575"
"Annotations derived over miRTarBase (Gene Ontology)","G1S transition of mitotic cell cycle GO0000082","enriched","0.0257992","0.0257992","0.456712","20","hsa-miR-3184-5p; hsa-miR-1307-3p; hsa-miR-4732-5p; hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-4648; hsa-miR-8069; hsa-miR-5572; hsa-miR-6787-5p; hsa-miR-6088; hsa-miR-6802-5p; hsa-miR-7110-5p; hsa-miR-3180; hsa-miR-1233-5p; hsa-miR-6805-5p; hsa-miR-128-1-5p; hsa-miR-3940-5p; hsa-miR-6131; hsa-miR-663a; hsa-miR-4276"
"Annotations derived over miRTarBase (Gene Ontology)","P-body GO0000932","enriched","0.0257992","0.0257992","0.456712","20","hsa-miR-3184-5p; hsa-miR-1307-3p; hsa-miR-4732-5p; hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-6869-5p; hsa-miR-8069; hsa-miR-5572; hsa-miR-4481; hsa-miR-575; hsa-miR-6088; hsa-miR-7110-5p; hsa-miR-92b-5p; hsa-miR-1233-5p; hsa-miR-6805-5p; hsa-miR-6857-5p; hsa-miR-3940-5p; hsa-miR-6131; hsa-miR-1343-3p; hsa-miR-4276"
"Annotations derived over miRTarBase (Gene Ontology)","vesicle GO0031982","enriched","0.0257992","0.0257992","0.456712","25","hsa-miR-3184-5p; hsa-miR-1307-3p; hsa-miR-4732-5p; hsa-miR-92a-2-5p; hsa-miR-4730; hsa-miR-125a-3p; hsa-miR-4648; hsa-miR-1228-5p; hsa-miR-8069; hsa-miR-5572; hsa-miR-4481; hsa-miR-6088; hsa-miR-6802-5p; hsa-miR-7110-5p; hsa-miR-4787-5p; hsa-miR-1233-5p; hsa-miR-6805-5p; hsa-miR-6857-5p; hsa-miR-128-1-5p; hsa-miR-4675; hsa-miR-6131; hsa-miR-1238-5p; hsa-miR-4276; hsa-miR-4687-5p; hsa-miR-6746-5p"
"Annotations derived over miRTarBase (Gene Ontology)","negative regulation of protein phosphorylation GO0001933","enriched","0.0258637","0.0258637","0.456712","21","hsa-miR-1307-3p; hsa-miR-4732-5p; hsa-miR-125a-3p; hsa-miR-4648; hsa-miR-1228-5p; hsa-miR-5572; hsa-miR-4783-3p; hsa-miR-575; hsa-miR-6787-5p; hsa-miR-6802-5p; hsa-miR-7110-5p; hsa-miR-4787-5p; hsa-miR-3180; hsa-miR-1233-5p; hsa-miR-6805-5p; hsa-miR-8073; hsa-miR-6857-5p; hsa-miR-6131; hsa-miR-663a; hsa-miR-1343-3p; hsa-miR-6746-5p"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of interleukin-1 beta production GO0032731","depleted","0.0260082","0.0260082","0.456712","8","hsa-miR-125a-3p; hsa-miR-8073; hsa-miR-128-1-5p; hsa-miR-6131; hsa-miR-4258; hsa-miR-1343-3p; hsa-miR-6746-5p; hsa-miR-6880-3p"
"Annotations derived over miRTarBase (Gene Ontology)","dendritic spine morphogenesis GO0060997","enriched","0.0261437","0.0261437","0.456712","7","hsa-miR-3184-5p; hsa-miR-1307-3p; hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-1233-5p; hsa-miR-128-1-5p; hsa-miR-6746-5p"
"Pathways (KEGG)","Hematopoietic cell lineage","enriched","0.0261437","0.0261437","0.338134","7","hsa-miR-3184-5p; hsa-miR-1307-3p; hsa-miR-4732-5p; hsa-miR-125a-3p; hsa-miR-6805-5p; hsa-miR-6131; hsa-miR-6784-5p"
"Annotations derived over miRTarBase (Gene Ontology)","structural molecule activity GO0005198","enriched","0.0266345","0.0266345","0.456712","16","hsa-miR-3184-5p; hsa-miR-1307-3p; hsa-miR-4732-5p; hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-6869-5p; hsa-miR-8069; hsa-miR-4481; hsa-miR-575; hsa-miR-7110-5p; hsa-miR-3180; hsa-miR-1233-5p; hsa-miR-8073; hsa-miR-6857-5p; hsa-miR-6131; hsa-miR-6746-5p"
"Annotations derived over miRTarBase (Gene Ontology)","phosphatidylinositol phosphate binding GO1901981","enriched","0.0267819","0.0267819","0.456712","5","hsa-miR-1307-3p; hsa-miR-6869-5p; hsa-miR-4481; hsa-miR-575; hsa-miR-4787-5p"
"Annotations derived over miRTarBase (Gene Ontology)","transmembrane receptor protein tyrosine phosphatase activity GO0005001","enriched","0.0267819","0.0267819","0.456712","5","hsa-miR-92a-2-5p; hsa-miR-4730; hsa-miR-575; hsa-miR-7110-5p; hsa-miR-4787-5p"
"Annotations derived over miRTarBase (Gene Ontology)","mitral valve morphogenesis GO0003183","depleted","0.0268801","0.0268801","0.456712","4","hsa-miR-92a-2-5p; hsa-miR-1343-3p; hsa-miR-4276; hsa-miR-4687-5p"
"Annotations derived over miRTarBase (Gene Ontology)","monocarboxylic acid transmembrane transporter activity GO0008028","depleted","0.0268801","0.0268801","0.456712","4","hsa-miR-8069; hsa-miR-1343-3p; hsa-miR-4276; hsa-miR-4687-5p"
"Annotations derived over miRTarBase (Gene Ontology)","monocarboxylic acid transport GO0015718","depleted","0.0268801","0.0268801","0.456712","4","hsa-miR-8069; hsa-miR-1343-3p; hsa-miR-4276; hsa-miR-4687-5p"
"Annotations derived over miRTarBase (Gene Ontology)","negative regulation of androgen receptor signaling pathway GO0060766","depleted","0.0268801","0.0268801","0.456712","4","hsa-miR-1307-3p; hsa-miR-1343-3p; hsa-miR-4276; hsa-miR-6880-3p"
"Annotations derived over miRTarBase (Gene Ontology)","negative regulation of protein localization to nucleus GO1900181","enriched","0.0268801","0.0268801","0.456712","4","hsa-miR-3184-5p; hsa-miR-92a-2-5p; hsa-miR-4648; hsa-miR-1233-5p"
"Annotations derived over miRTarBase (Gene Ontology)","phosphatidylethanolamine biosynthetic process GO0006646","enriched","0.0268801","0.0268801","0.456712","4","hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-4648; hsa-miR-1233-5p"
"Annotations derived over miRTarBase (Gene Ontology)","protein demethylation GO0006482","depleted","0.0268801","0.0268801","0.456712","4","hsa-miR-7110-5p; hsa-miR-1343-3p; hsa-miR-4687-5p; hsa-miR-6746-5p"
"Annotations derived over miRTarBase (Gene Ontology)","scavenger receptor activity GO0005044","depleted","0.0268801","0.0268801","0.456712","4","hsa-miR-7110-5p; hsa-miR-1343-3p; hsa-miR-4276; hsa-miR-6746-5p"
"Annotations derived over miRTarBase (Gene Ontology)","adult heart development GO0007512","enriched","0.0275005","0.0275005","0.456712","6","hsa-miR-92a-2-5p; hsa-miR-4648; hsa-miR-5572; hsa-miR-575; hsa-miR-6787-5p; hsa-miR-663a"
"Annotations derived over miRTarBase (Gene Ontology)","metaphase plate congression GO0051310","depleted","0.0275005","0.0275005","0.456712","6","hsa-miR-4481; hsa-miR-3940-5p; hsa-miR-4675; hsa-miR-1238-5p; hsa-miR-1343-3p; hsa-miR-4276"
"Annotations derived over miRTarBase (Gene Ontology)","protein polyubiquitination GO0000209","enriched","0.0280168","0.0280168","0.456712","22","hsa-miR-3184-5p; hsa-miR-4732-5p; hsa-miR-92a-2-5p; hsa-miR-125a-3p; hsa-miR-4648; hsa-miR-6869-5p; hsa-miR-1228-5p; hsa-miR-8069; hsa-miR-5572; hsa-miR-4481; hsa-miR-6088; hsa-miR-6802-5p; hsa-miR-7110-5p; hsa-miR-3180; hsa-miR-1233-5p; hsa-miR-6805-5p; hsa-miR-6857-5p; hsa-miR-6131; hsa-miR-1238-5p; hsa-miR-1343-3p; hsa-miR-4276; hsa-miR-6746-5p"
"Annotations derived over miRTarBase (Gene Ontology)","CST complex GO1990879","depleted","0.0282828","0.0282828","0.456712","2","hsa-miR-4706; hsa-miR-6880-3p"
"Annotations derived over miRTarBase (Gene Ontology)","Ctf18 RFC-like complex GO0031390","enriched","0.0282828","0.0282828","0.456712","2","hsa-miR-3184-5p; hsa-miR-6869-5p"
"Annotations derived over miRTarBase (Gene Ontology)","DNA clamp loader activity GO0003689","enriched","0.0282828","0.0282828","0.456712","2","hsa-miR-3184-5p; hsa-miR-6869-5p"
"Annotations derived over miRTarBase (Gene Ontology)","DNA geometric change GO0032392","enriched","0.0282828","0.0282828","0.456712","2","hsa-miR-1307-3p; hsa-miR-6869-5p"
"Annotations derived over miRTarBase (Gene Ontology)","DNA topological change GO0006265","enriched","0.0282828","0.0282828","0.456712","2","hsa-miR-1307-3p; hsa-miR-6869-5p"
"Annotations derived over miRTarBase (Gene Ontology)","RAGE receptor binding GO0050786","enriched","0.0282828","0.0282828","0.456712","2","hsa-miR-1307-3p; hsa-miR-6869-5p"
"Annotations derived over miRTarBase (Gene Ontology)","T cell homeostasis GO0043029","enriched","0.0282828","0.0282828","0.456712","2","hsa-miR-1307-3p; hsa-miR-6869-5p"
"Annotations derived over miRTarBase (Gene Ontology)","VDJ recombination GO0033151","enriched","0.0282828","0.0282828","0.456712","2","hsa-miR-1307-3p; hsa-miR-6869-5p"
"Annotations derived over miRTarBase (Gene Ontology)","calcium-activated potassium channel activity GO0015269","enriched","0.0282828","0.0282828","0.456712","2","hsa-miR-125a-3p; hsa-miR-6869-5p"
"Annotations derived over miRTarBase (Gene Ontology)","chylomicron GO0042627","enriched","0.0282828","0.0282828","0.456712","2","hsa-miR-125a-3p; hsa-miR-6869-5p"
"Annotations derived over miRTarBase (Gene Ontology)","high-density lipoprotein particle GO0034364","enriched","0.0282828","0.0282828","0.456712","2","hsa-miR-125a-3p; hsa-miR-6869-5p"
"Annotations derived over miRTarBase (Gene Ontology)","leucine zipper domain binding GO0043522","enriched","0.0282828","0.0282828","0.456712","2","hsa-miR-4732-5p; hsa-miR-6869-5p"
"Annotations derived over miRTarBase (Gene Ontology)","lymphocyte homeostasis GO0002260","enriched","0.0282828","0.0282828","0.456712","2","hsa-miR-1307-3p; hsa-miR-6869-5p"
"Annotations derived over miRTarBase (Gene Ontology)","mannosyl-oligosaccharide 1,2-alpha-mannosidase activity GO0004571","enriched","0.0282828","0.0282828","0.456712","2","hsa-miR-4732-5p; hsa-miR-6869-5p"
"Annotations derived over miRTarBase (Gene Ontology)","nuclear envelope lumen GO0005641","enriched","0.0282828","0.0282828","0.456712","2","hsa-miR-4732-5p; hsa-miR-6869-5p"
"Annotations derived over miRTarBase (Gene Ontology)","odontoblast differentiation GO0071895","enriched","0.0282828","0.0282828","0.456712","2","hsa-miR-4732-5p; hsa-miR-6869-5p"
"Annotations derived over miRTarBase (Gene Ontology)","peptidyl-lysine monomethylation GO0018026","enriched","0.0282828","0.0282828","0.456712","2","hsa-miR-3184-5p; hsa-miR-6869-5p"
"Annotations derived over miRTarBase (Gene Ontology)","platelet dense granule lumen GO0031089","enriched","0.0282828","0.0282828","0.456712","2","hsa-miR-125a-3p; hsa-miR-6869-5p"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of B cell activation GO0050871","enriched","0.0282828","0.0282828","0.456712","2","hsa-miR-125a-3p; hsa-miR-6869-5p"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of T-helper 2 cell cytokine production GO2000553","enriched","0.0282828","0.0282828","0.456712","2","hsa-miR-125a-3p; hsa-miR-6869-5p"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of memory T cell differentiation GO0043382","enriched","0.0282828","0.0282828","0.456712","2","hsa-miR-125a-3p; hsa-miR-6869-5p"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of vasculogenesis GO2001214","enriched","0.0282828","0.0282828","0.456712","2","hsa-miR-125a-3p; hsa-miR-6869-5p"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of interleukin-1 beta production GO0032651","depleted","0.0282828","0.0282828","0.456712","2","hsa-miR-4706; hsa-miR-4276"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of membrane lipid distribution GO0097035","enriched","0.0282828","0.0282828","0.456712","2","hsa-miR-125a-3p; hsa-miR-6869-5p"
"Annotations derived over miRTarBase (Gene Ontology)","response to lead ion GO0010288","enriched","0.0282828","0.0282828","0.456712","2","hsa-miR-125a-3p; hsa-miR-6869-5p"
"Annotations derived over miRTarBase (Gene Ontology)","smooth endoplasmic reticulum GO0005790","enriched","0.0282828","0.0282828","0.456712","2","hsa-miR-125a-3p; hsa-miR-6869-5p"
"Annotations derived over miRTarBase (Gene Ontology)","tumor necrosis factor receptor superfamily binding GO0032813","enriched","0.0282828","0.0282828","0.456712","2","hsa-miR-92a-2-5p; hsa-miR-6869-5p"
"Annotations derived over miRTarBase (Gene Ontology)","very-low-density lipoprotein particle assembly GO0034379","enriched","0.0282828","0.0282828","0.456712","2","hsa-miR-125a-3p; hsa-miR-6869-5p"
"Target genes (miRTarBase)","CHTF8","enriched","0.0282828","0.0282828","0.384805","2","hsa-miR-3184-5p; hsa-miR-6869-5p"
"Target genes (miRTarBase)","CTC1","depleted","0.0282828","0.0282828","0.384805","2","hsa-miR-4706; hsa-miR-6880-3p"
"Target genes (miRTarBase)","DYRK2","enriched","0.0282828","0.0282828","0.384805","2","hsa-miR-92a-2-5p; hsa-miR-6869-5p"
"Target genes (miRTarBase)","KLF13","enriched","0.0282828","0.0282828","0.384805","2","hsa-miR-92a-2-5p; hsa-miR-6869-5p"
"Target genes (miRTarBase)","LGALS3BP","enriched","0.0282828","0.0282828","0.384805","2","hsa-miR-125a-3p; hsa-miR-6869-5p"
