"Gene Symbol","p-value","FDR","Odd ratio","Number of interactions","microRNA 1","microRNA 2","microRNA 3","microRNA 4","microRNA 5","microRNA 6","microRNA 7"
"TAOK1","0.187","0.610","0.568","4","hsa-miR-6756-5p","hsa-miR-6769b-5p","hsa-miR-4511","hsa-miR-520d-3p","","",""
"TBC1D13","0.325","0.610","0.580","2","hsa-miR-548h-5p","hsa-miR-4516","","","","",""
"TBL1XR1","0.291","0.610","0.535","2","hsa-miR-4516","hsa-miR-548ah-5p","","","","",""
"TCF3","0.0733","0.610","0.225","2","hsa-miR-6756-5p","hsa-miR-6769b-5p","","","","",""
"TEDC1","0.00501","0.610","0.0550","2","hsa-miR-6715b-5p","hsa-miR-5582-5p","","","","",""
"TERF2","0.219","0.610","0.440","2","hsa-miR-1225-3p","hsa-miR-139-3p","","","","",""
"TEX261","0.212","0.610","0.430","2","hsa-miR-6756-5p","hsa-miR-1225-3p","","","","",""
"TFAP4","0.175","0.610","0.380","2","hsa-miR-520d-3p","hsa-miR-6756-5p","","","","",""
"THBS1","0.245","0.610","0.475","2","hsa-miR-6756-5p","hsa-miR-1205","","","","",""
"THEM4","0.0850","0.610","0.245","2","hsa-miR-520d-3p","hsa-miR-548ah-5p","","","","",""
"THY1","0.0397","0.610","0.160","2","hsa-miR-139-3p","hsa-miR-6715b-5p","","","","",""
"TIPIN","0.100","0.610","0.270","2","hsa-miR-1225-3p","hsa-miR-3975","","","","",""
"TM9SF3","0.279","0.610","0.520","2","hsa-miR-548h-5p","hsa-miR-922","","","","",""
"TMED10","0.283","0.610","0.525","2","hsa-miR-4474-3p","hsa-miR-1205","","","","",""
"TMED4","0.343","0.610","0.605","2","hsa-miR-6769b-5p","hsa-miR-512-5p","","","","",""
"TMEM120B","0.313","0.610","0.565","2","hsa-miR-6715b-5p","hsa-miR-5582-5p","","","","",""
"TMEM127","0.306","0.610","0.555","2","hsa-miR-548ah-5p","hsa-miR-520d-3p","","","","",""
"TMEM134","0.0761","0.610","0.230","2","hsa-miR-520d-3p","hsa-miR-512-5p","","","","",""
"TMEM167A","0.347","0.610","0.610","2","hsa-miR-6756-5p","hsa-miR-4516","","","","",""
"TMEM170A","0.283","0.610","0.525","2","hsa-miR-6815-5p","hsa-miR-139-3p","","","","",""
"TMEM184A","0.0150","0.610","0.177","3","hsa-miR-134-3p","hsa-miR-5582-5p","hsa-miR-6715b-5p","","","",""
"TMEM19","0.0790","0.610","0.235","2","hsa-miR-3975","hsa-miR-520d-3p","","","","",""
"TMEM214","0.0114","0.610","0.160","3","hsa-miR-6715b-5p","hsa-miR-3975","hsa-miR-6735-5p","","","",""
"TMEM239","0.238","0.610","0.465","2","hsa-miR-6769b-5p","hsa-miR-3975","","","","",""
"TMEM241","0.0165","0.610","0.183","3","hsa-miR-548h-5p","hsa-miR-6715b-5p","hsa-miR-5582-5p","","","",""
"TMEM246","0.130","0.610","0.315","2","hsa-miR-6734-3p","hsa-miR-4474-3p","","","","",""
"TMUB1","0.00501","0.610","0.0550","2","hsa-miR-1250-5p","hsa-miR-922","","","","",""
"TNFAIP1","0.107","0.610","0.280","2","hsa-miR-4516","hsa-miR-1205","","","","",""
"TNFRSF10B","0.298","0.610","0.545","2","hsa-miR-520d-3p","hsa-miR-1225-3p","","","","",""
"TNFRSF21","0.0820","0.610","0.240","2","hsa-miR-548ah-5p","hsa-miR-4516","","","","",""
"TNKS2","0.0622","0.610","0.205","2","hsa-miR-520d-3p","hsa-miR-548ah-5p","","","","",""
"TNRC6B","0.0123","0.610","0.335","6","hsa-miR-29b-1-5p","hsa-miR-6715b-5p","hsa-miR-6756-5p","hsa-miR-520d-3p","hsa-miR-4511","hsa-miR-6734-3p",""
"TOB2","0.260","0.610","0.495","2","hsa-miR-6756-5p","hsa-miR-6815-5p","","","","",""
"TOLLIP","0.0164","0.610","0.100","2","hsa-miR-1225-3p","hsa-miR-3975","","","","",""
"TOR2A","0.245","0.610","0.475","2","hsa-miR-1205","hsa-miR-6815-5p","","","","",""
"TOR4A","0.161","0.610","0.360","2","hsa-miR-4516","hsa-miR-5582-5p","","","","",""
"TP53","0.138","0.610","0.434","3","hsa-miR-6756-5p","hsa-miR-4516","hsa-miR-1225-3p","","","",""
"TPRG1L","0.175","0.610","0.380","2","hsa-miR-548ah-5p","hsa-miR-4511","","","","",""
"TRAF6","0.00485","0.610","0.178","4","hsa-miR-6769b-5p","hsa-miR-6756-5p","hsa-miR-4516","hsa-miR-1225-3p","","",""
"TRAPPC2","0.321","0.610","0.575","2","hsa-miR-548ah-5p","hsa-miR-6769b-5p","","","","",""
"TRIOBP","0.0336","0.610","0.240","3","hsa-miR-6769b-5p","hsa-miR-520d-3p","hsa-miR-5582-5p","","","",""
"TSKU","0.291","0.610","0.535","2","hsa-miR-4511","hsa-miR-4803","","","","",""
"TSR1","0.0481","0.610","0.277","3","hsa-miR-520d-3p","hsa-miR-548ah-5p","hsa-miR-3975","","","",""
"TTYH3","0.107","0.610","0.280","2","hsa-miR-6735-5p","hsa-miR-6815-5p","","","","",""
"TUBD1","0.193","0.610","0.405","2","hsa-miR-6715b-5p","hsa-miR-139-3p","","","","",""
"TXLNA","0.234","0.610","0.460","2","hsa-miR-6756-5p","hsa-miR-6715b-5p","","","","",""
"TXNIP","0.0220","0.610","0.380","6","hsa-miR-520d-3p","hsa-miR-3975","hsa-miR-6735-5p","hsa-miR-29b-1-5p","hsa-miR-4511","hsa-miR-548ah-5p",""
"UBE2G1","0.0108","0.610","0.157","3","hsa-miR-1205","hsa-miR-4516","hsa-miR-139-3p","","","",""
"UBE2H","0.0104","0.610","0.220","4","hsa-miR-4803","hsa-miR-548h-5p","hsa-miR-922","hsa-miR-1205","","",""
"UBE2Q1","0.147","0.610","0.340","2","hsa-miR-6769b-5p","hsa-miR-6815-5p","","","","",""
"UBXN2A","0.273","0.610","0.607","3","hsa-miR-548ah-5p","hsa-miR-520d-3p","hsa-miR-4516","","","",""
"UHMK1","0.328","0.610","0.585","2","hsa-miR-105-3p","hsa-miR-548h-5p","","","","",""
"ULK1","0.00279","0.610","0.153","4","hsa-miR-520d-3p","hsa-miR-548ah-5p","hsa-miR-6756-5p","hsa-miR-6769b-5p","","",""
"UNC5B","0.00711","0.610","0.198","4","hsa-miR-6715b-5p","hsa-miR-5582-5p","hsa-miR-6756-5p","hsa-miR-6769b-5p","","",""
"VSIR","0.0444","0.610","0.170","2","hsa-miR-6756-5p","hsa-miR-922","","","","",""
"WASF2","0.317","0.610","0.570","2","hsa-miR-6734-3p","hsa-miR-5582-5p","","","","",""
"WBP2","0.201","0.610","0.415","2","hsa-miR-922","hsa-miR-6815-5p","","","","",""
"WDR13","0.168","0.610","0.370","2","hsa-miR-548ah-5p","hsa-miR-139-3p","","","","",""
"WNK1","0.302","0.610","0.550","2","hsa-miR-134-3p","hsa-miR-3975","","","","",""
"WSB1","0.0687","0.610","0.320","3","hsa-miR-520d-3p","hsa-miR-6815-5p","hsa-miR-512-5p","","","",""
"XRCC6","0.204","0.610","0.420","2","hsa-miR-548h-5p","hsa-miR-6715b-5p","","","","",""
"YARS","0.164","0.610","0.365","2","hsa-miR-4516","hsa-miR-922","","","","",""
"YIPF4","0.106","0.610","0.458","4","hsa-miR-520d-3p","hsa-miR-6715b-5p","hsa-miR-6769b-5p","hsa-miR-3975","","",""
"YTHDF3","0.0290","0.610","0.135","2","hsa-miR-548ah-5p","hsa-miR-6735-5p","","","","",""
"YWHAB","0.143","0.610","0.335","2","hsa-miR-5582-5p","hsa-miR-6715b-5p","","","","",""
"YWHAZ","0.0552","0.610","0.424","5","hsa-miR-6769b-5p","hsa-miR-6756-5p","hsa-miR-548ah-5p","hsa-miR-134-3p","hsa-miR-4516","",""
"ZBTB33","0.00882","0.610","0.210","4","hsa-miR-520d-3p","hsa-miR-922","hsa-miR-5582-5p","hsa-miR-548ah-5p","","",""
"ZBTB37","0.205","0.610","0.524","3","hsa-miR-548ah-5p","hsa-miR-548h-5p","hsa-miR-5582-5p","","","",""
"ZBTB40","0.0468","0.610","0.175","2","hsa-miR-6815-5p","hsa-miR-6734-3p","","","","",""
"ZBTB46","0.0888","0.610","0.357","3","hsa-miR-29b-1-5p","hsa-miR-6756-5p","hsa-miR-6769b-5p","","","",""
"ZBTB7A","0.197","0.610","0.514","3","hsa-miR-139-3p","hsa-miR-6734-3p","hsa-miR-6756-5p","","","",""
"ZCCHC2","0.0972","0.610","0.265","2","hsa-miR-548ah-5p","hsa-miR-4803","","","","",""
"ZDHHC5","0.126","0.610","0.310","2","hsa-miR-6734-3p","hsa-miR-29b-1-5p","","","","",""
"ZFYVE26","0.123","0.610","0.305","2","hsa-miR-548ah-5p","hsa-miR-520d-3p","","","","",""
"ZMIZ2","0.103","0.610","0.275","2","hsa-miR-139-3p","hsa-miR-6815-5p","","","","",""
"ZNF12","0.179","0.610","0.385","2","hsa-miR-4516","hsa-miR-520d-3p","","","","",""
"ZNF154","0.298","0.610","0.545","2","hsa-miR-548h-5p","hsa-miR-922","","","","",""
"ZNF317","0.260","0.610","0.495","2","hsa-miR-1205","hsa-miR-520d-3p","","","","",""
"ZNF385A","0.133","0.610","0.427","3","hsa-miR-6756-5p","hsa-miR-520d-3p","hsa-miR-3975","","","",""
"ZNF394","0.120","0.610","0.407","3","hsa-miR-6715b-5p","hsa-miR-5582-5p","hsa-miR-512-5p","","","",""
"ZNF451","0.172","0.610","0.480","3","hsa-miR-6815-5p","hsa-miR-512-5p","hsa-miR-4474-3p","","","",""
"ZNF585B","0.0541","0.610","0.290","3","hsa-miR-139-3p","hsa-miR-1225-3p","hsa-miR-512-5p","","","",""
"ZNF623","0.216","0.610","0.435","2","hsa-miR-548ah-5p","hsa-miR-4511","","","","",""
"ZNF641","0.0496","0.610","0.280","3","hsa-miR-922","hsa-miR-6769b-5p","hsa-miR-6756-5p","","","",""
"ZNF678","0.283","0.610","0.525","2","hsa-miR-5582-5p","hsa-miR-4474-3p","","","","",""
"ZNF711","0.157","0.610","0.355","2","hsa-miR-548h-5p","hsa-miR-4803","","","","",""
"ZNF724","0.157","0.610","0.355","2","hsa-miR-548h-5p","hsa-miR-512-5p","","","","",""
"ZNF774","0.0790","0.610","0.235","2","hsa-miR-3975","hsa-miR-4516","","","","",""
"ZNF805","0.325","0.610","0.580","2","hsa-miR-520d-3p","hsa-miR-548ah-5p","","","","",""
"ZNF84","0.0310","0.610","0.140","2","hsa-miR-4516","hsa-miR-4803","","","","",""
"ZNFX1","0.123","0.610","0.305","2","hsa-miR-548ah-5p","hsa-miR-520d-3p","","","","",""
"ZWINT","0.0722","0.610","0.327","3","hsa-miR-548h-5p","hsa-miR-5582-5p","hsa-miR-4511","","","",""
"DR1","0.365","0.610","0.635","2","hsa-miR-548h-5p","hsa-miR-512-5p","","","","",""
"FRK","0.365","0.610","0.635","2","hsa-miR-6735-5p","hsa-miR-6715b-5p","","","","",""
"GRPEL2","0.358","0.610","0.625","2","hsa-miR-548h-5p","hsa-miR-4803","","","","",""
"HSD17B12","0.362","0.610","0.630","2","hsa-miR-1205","hsa-miR-4474-3p","","","","",""
"POTEG","0.358","0.610","0.625","2","hsa-miR-134-3p","hsa-miR-6735-5p","","","","",""
"POTEM","0.354","0.610","0.620","2","hsa-miR-134-3p","hsa-miR-6735-5p","","","","",""
"SUMO1","0.358","0.610","0.625","2","hsa-miR-6756-5p","hsa-miR-4516","","","","",""
"VEGFA","0.362","0.610","0.630","2","hsa-miR-6756-5p","hsa-miR-6769b-5p","","","","",""
"ZNF207","0.358","0.610","0.625","2","hsa-miR-548h-5p","hsa-miR-6734-3p","","","","",""
"CRKL","0.373","0.612","0.645","2","hsa-miR-922","hsa-miR-1205","","","","",""
"MPLKIP","0.373","0.612","0.645","2","hsa-miR-6715b-5p","hsa-miR-5582-5p","","","","",""
"ZBTB34","0.373","0.612","0.645","2","hsa-miR-520d-3p","hsa-miR-134-3p","","","","",""
"SETD5","0.377","0.615","0.650","2","hsa-miR-6756-5p","hsa-miR-139-3p","","","","",""
"GJD3","0.380","0.616","0.655","2","hsa-miR-4474-3p","hsa-miR-548ah-5p","","","","",""
"ANKRD52","0.387","0.619","0.665","2","hsa-miR-548ah-5p","hsa-miR-4516","","","","",""
"GAN","0.395","0.619","0.675","2","hsa-miR-6735-5p","hsa-miR-6756-5p","","","","",""
"LARP1","0.391","0.619","0.670","2","hsa-miR-548ah-5p","hsa-miR-6756-5p","","","","",""
"PHB2","0.384","0.619","0.660","2","hsa-miR-548h-5p","hsa-miR-6734-3p","","","","",""
"RCC2","0.395","0.619","0.675","2","hsa-miR-548h-5p","hsa-miR-378c","","","","",""
"SRCAP","0.395","0.619","0.675","2","hsa-miR-520d-3p","hsa-miR-6735-5p","","","","",""
"ZBTB8B","0.395","0.619","0.675","2","hsa-miR-512-5p","hsa-miR-922","","","","",""
"ZNF708","0.384","0.619","0.660","2","hsa-miR-6769b-5p","hsa-miR-6756-5p","","","","",""
"ABCG8","0.398","0.619","0.680","2","hsa-miR-520d-3p","hsa-miR-922","","","","",""
"HAUS3","0.402","0.621","0.685","2","hsa-miR-922","hsa-miR-378c","","","","",""
"BACH1","0.420","0.621","0.710","2","hsa-miR-520d-3p","hsa-miR-548h-5p","","","","",""
"CBX5","0.413","0.621","0.700","2","hsa-miR-6735-5p","hsa-miR-520d-3p","","","","",""
"DSTYK","0.409","0.621","0.695","2","hsa-miR-922","hsa-miR-520d-3p","","","","",""
"GGCX","0.406","0.621","0.690","2","hsa-miR-3975","hsa-miR-512-5p","","","","",""
"SMG1","0.406","0.621","0.690","2","hsa-miR-548h-5p","hsa-miR-548ah-5p","","","","",""
"SP1","0.420","0.621","0.710","2","hsa-miR-922","hsa-miR-5582-5p","","","","",""
"CDKN1A","0.427","0.622","0.828","4","hsa-miR-4516","hsa-miR-6815-5p","hsa-miR-512-5p","hsa-miR-6735-5p","","",""
"CDKN1B","0.434","0.624","0.730","2","hsa-miR-6735-5p","hsa-miR-6734-3p","","","","",""
"HIC2","0.434","0.624","0.730","2","hsa-miR-6756-5p","hsa-miR-6815-5p","","","","",""
"XIAP","0.430","0.624","0.794","3","hsa-miR-548ah-5p","hsa-miR-4803","hsa-miR-548h-5p","","","",""
"MYPN","0.438","0.624","0.735","2","hsa-miR-520d-3p","hsa-miR-548ah-5p","","","","",""
"BZW1","0.445","0.626","0.745","2","hsa-miR-548ah-5p","hsa-miR-4511","","","","",""
"CREBRF","0.448","0.626","0.750","2","hsa-miR-520d-3p","hsa-miR-5582-5p","","","","",""
"DCTN5","0.452","0.626","0.755","2","hsa-miR-922","hsa-miR-520d-3p","","","","",""
"MSANTD4","0.452","0.626","0.755","2","hsa-miR-548ah-5p","hsa-miR-548h-5p","","","","",""
"POU2F1","0.448","0.626","0.750","2","hsa-miR-548ah-5p","hsa-miR-520d-3p","","","","",""
"PKM","0.482","0.628","0.800","2","hsa-miR-1205","hsa-miR-6756-5p","","","","",""
"SLC35F6","0.476","0.628","0.790","2","hsa-miR-1205","hsa-miR-520d-3p","","","","",""
"SOD2","0.482","0.628","0.857","3","hsa-miR-4516","hsa-miR-6735-5p","hsa-miR-4803","","","",""
"ZBTB18","0.462","0.628","0.770","2","hsa-miR-548ah-5p","hsa-miR-520d-3p","","","","",""
"CBX6","0.486","0.629","0.805","2","hsa-miR-6735-5p","hsa-miR-6756-5p","","","","",""
"G3BP1","0.486","0.629","0.805","2","hsa-miR-5582-5p","hsa-miR-548h-5p","","","","",""
"SYNJ2BP","0.492","0.629","0.815","2","hsa-miR-6734-3p","hsa-miR-520d-3p","","","","",""
"YY1","0.486","0.629","0.805","2","hsa-miR-378c","hsa-miR-139-3p","","","","",""
"CACNG8","0.499","0.630","0.825","2","hsa-miR-378c","hsa-miR-512-5p","","","","",""
"SOX4","0.509","0.632","0.840","2","hsa-miR-139-3p","hsa-miR-4516","","","","",""
"DNAL1","0.512","0.632","0.845","2","hsa-miR-139-3p","hsa-miR-520d-3p","","","","",""
"FAM241A","0.528","0.632","0.870","2","hsa-miR-6715b-5p","hsa-miR-520d-3p","","","","",""
"NACC1","0.522","0.632","0.907","3","hsa-miR-6756-5p","hsa-miR-6769b-5p","hsa-miR-6815-5p","","","",""
"PPP1R15B","0.515","0.632","0.850","2","hsa-miR-29b-1-5p","hsa-miR-548ah-5p","","","","",""
"PURB","0.541","0.640","0.890","2","hsa-miR-1225-3p","hsa-miR-548ah-5p","","","","",""
"RPL7L1","0.541","0.640","0.890","2","hsa-miR-548h-5p","hsa-miR-6715b-5p","","","","",""
"CCND2","0.544","0.641","0.895","2","hsa-miR-520d-3p","hsa-miR-4516","","","","",""
"ASB16","0.547","0.643","0.900","2","hsa-miR-6769b-5p","hsa-miR-520d-3p","","","","",""
"SCD","0.547","0.643","0.900","2","hsa-miR-548ah-5p","hsa-miR-4511","","","","",""
"CYP20A1","0.550","0.644","0.905","2","hsa-miR-548h-5p","hsa-miR-378c","","","","",""
"AGO3","0.553","0.645","0.910","2","hsa-miR-520d-3p","hsa-miR-4727-5p","","","","",""
"ARPP19","0.556","0.646","0.915","2","hsa-miR-6735-5p","hsa-miR-1225-3p","","","","",""
"MAPK1","0.556","0.646","0.915","2","hsa-miR-6734-3p","hsa-miR-548ah-5p","","","","",""
"UBN2","0.556","0.646","0.915","2","hsa-miR-520d-3p","hsa-miR-4803","","","","",""
"COX6B1","0.559","0.647","0.920","2","hsa-miR-520d-3p","hsa-miR-4474-3p","","","","",""
"CDK6","0.571","0.651","0.940","2","hsa-miR-512-5p","hsa-miR-922","","","","",""
"KHSRP","0.568","0.651","0.935","2","hsa-miR-6756-5p","hsa-miR-548h-5p","","","","",""
"TNRC6A","0.571","0.651","0.940","2","hsa-miR-6756-5p","hsa-miR-922","","","","",""
"PLAGL2","0.574","0.654","0.945","2","hsa-miR-548h-5p","hsa-miR-6735-5p","","","","",""
"CRCP","0.589","0.660","0.970","2","hsa-miR-548ah-5p","hsa-miR-520d-3p","","","","",""
"YOD1","0.609","0.671","1.01","2","hsa-miR-548h-5p","hsa-miR-520d-3p","","","","",""
"SFT2D2","0.623","0.679","1.03","2","hsa-miR-6715b-5p","hsa-miR-548ah-5p","","","","",""
"CELF1","0.628","0.681","1.04","2","hsa-miR-4727-5p","hsa-miR-6734-3p","","","","",""
"LINC00598","0.631","0.682","1.05","2","hsa-miR-4727-5p","hsa-miR-520d-3p","","","","",""
"HDGF","0.644","0.690","1.07","2","hsa-miR-6756-5p","hsa-miR-4474-3p","","","","",""
"ZNF264","0.696","0.725","1.18","2","hsa-miR-520d-3p","hsa-miR-548ah-5p","","","","",""
"ZNF460","0.718","0.738","1.20","3","hsa-miR-922","hsa-miR-1225-3p","hsa-miR-6715b-5p","","","",""
"BTG2","0.723","0.743","1.24","2","hsa-miR-548ah-5p","hsa-miR-4803","","","","",""
"CCND1","0.732","0.751","1.26","2","hsa-miR-548ah-5p","hsa-miR-4803","","","","",""
"KLHL15","0.801","0.809","1.44","2","hsa-miR-922","hsa-miR-548ah-5p","","","","",""
"NUFIP2","0.861","0.863","1.65","2","hsa-miR-4516","hsa-miR-548ah-5p","","","","",""
