Score,SuperPath Name,# SuperPath Total Genes,# SuperPath Matched Genes,Matched Genes (Symbols),Evidence URL
18.71,MTOR Signaling Pathway,48,19,"MAP2K1, EIF4EBP1, SFN, SGK1, RPS6KA1, DDIT4, RRAGC, YY1, RRN3, AKT1, AKT1S1, ULK1, SREBF1, PDPK1, CYCS, RICTOR, CLIP1, DEPTOR, CDK2",https://pathcards.genecards.org/card/mtor_signaling_pathway
18.36,Senescence and Autophagy in Cancer,105,30,"MAP2K1, MAP2K3, TNFSF15, CEBPB, MDM2, MAPK1, COL1A1, COL3A1, TP53, KMT2A, FKBP8, SMAD3, ATG12, HMGA1, SH3GLB1, CD44, RSL1D1, AKT1S1, ULK1, TGFB1, IGF1R, IGFBP5, IL6ST, BMI1, BMP2, THBS1, ING1, INHBA, CDKN1A, CDKN1B",https://pathcards.genecards.org/card/senescence_and_autophagy_in_cancer
18.25,Development Dopamine D2 Receptor Transactivation of EGFR,128,34,"MAP2K1, STAT3, ADRA2B, CCND1, MAPK1, HSP90AA1, ZDHHC21, STRN, CAV1, GNAI2, NRAS, GNB5, PXN, ITPR1, ITPR2, UHMK1, BCAR1, SHC1, AKT1, CREB1, AKT3, SRF, RHOA, PDPK1, CRK, TGFA, ESR1, ESR2, IGF1R, EGF, CRKL, S1PR3, CDKN1B, ELK1",https://pathcards.genecards.org/card/development_dopamine_d2_receptor_transactivation_of_egfr
18.16,HIF1Alpha Pathway,54,20,"MAP2K3, MAP2K6, VEGFA, VEGFB, MDM2, MAPK1, HSP90AA1, HSPA1B, LDHA, VHL, ELOC, UBD, TP53, HIF1A, SLC2A1, SLC2A5, APEX1, CREB1, EDN1, PER1",https://pathcards.genecards.org/card/hif1alpha_pathway
18.15,Integrin Pathway,570,100,"CAPN1, MAP2K1, MAP2K3, CAPN5, CAPN6, MAP2K4, MAP2K6, TXK, STAT3, MAP3K2, CCL5, PFN1, THY1, DIAPH1, CACNG8, VEGFA, MYC, RAP1B, MAPK1, MAPK13, F2R, COL12A1, COL1A1, COL3A1, COL5A1, TLN1, CAV1, MAPK6, MAPK7, GNA13, GNAI2, ITGA2, OCLN, ITGA3, NRAS, HSPG2, GNB5, ITGB1, CTNNB1, MYH9, PXN, ITPR1, ITPR2, SDC1, SDC2, BCAR1, JAK3, MSN, ICAM1, CXCL10, CXCL11, RRAS, RRAS2, MYO10, MYO1D, MYO1F, MYO5A, CD47, ACTG1, AKT1, CREB1, DNM2, PRKACB, ACTR2, SRF, PRKCB, PRKCH, PRKD3, PLPP3, RHOA, PAK2, PAK6, RHOH, CYBB, CLDN12, CLDN16, PDPK1, VAV3, CRK, CACNA1H, CACNA2D2, CACNB1, TGFB1, TGFB2, TGFBR2, EGF, RAC3, THBS1, ADCY9, CDH5, LAMA2, LAMA4, LAMA5, LAMC1, MMP11, CCL16, ELK1, PAK4, CSK, ITGB8",https://pathcards.genecards.org/card/integrin_pathway
18.14,Nanog in Mammalian ESC Pluripotency,534,95,"EIF2S1, MAP2K1, MAP2K3, EIF2S3, PTK7, MAP2K4, MAP2K6, HDGF, PTPA, VEGFA, VEGFB, MDK, CSNK1A1, CSNK1E, SLC7A1, MAPK1, KITLG, CSNK2A1, MAPK13, HSP90AA1, FGF19, HSPA4, FGF5, FGF7, PPP2R5C, CAV1, GDF15, LEFTY1, AGO1, AGO2, MAPK6, MAPK7, GNAI2, CTBP2, LTBP2, NRAS, GNB5, GFER, CTNNB1, RPS6KA1, RPS6KA2, RPS6KA4, RPS6KA5, EPHA2, EPHA4, YAP1, ITPR1, ITPR2, CHRNA6, ERBB2, YWHAB, YWHAE, RRAS, RRAS2, YWHAZ, DDR1, PLCD3, PLCE1, DDR2, CD55, ACTG1, AKT1, AKT1S1, DNM2, PRKAA2, POU5F1, PRKAB1, PRKACB, AQP3, PRKCB, PRKCH, PRKD3, PLPP3, PDGFRA, TGFA, ESR1, ESR2, TGFB1, TGFB2, IGF1R, FZD6, FZD9, BMP2, EGF, ADCY9, CDH5, CDH6, TUBB2A, LPAR2, S1PR3, WNT7B, EIF2B2, ELK1, PRKAB2, WNT8B",https://pathcards.genecards.org/card/nanog_in_mammalian_esc_pluripotency
18.09,Processing of Capped Intron-Containing Pre-mRNA,755,125,"RPS2, A1CF, RPL12, LRPPRC, WDR77, NAT10, CNOT6L, EIF4A2, RPS24, RAN, NUP35, NUP42, URM1, NUP62, NKAP, GTF2H3, GTF2H5, PCBP1, RPL13A, POLR2E, RPL14, NUP98, PCBP2, CELF1, CSNK1E, TXNL4A, CELF4, TRMT5, TRMT6, TRMT9B, SET, GCFC2, ELAVL1, TRMU, U2SURP, PHAX, HSPA1B, TSEN34, HSPA8, SF1, SF3B3, CSTF2, FCF1, ISY1, LSM3, RPL24, PRPF4, TBL3, MAPKAPK2, PHF5A, PPWD1, GEMIN4, PUS3, GEMIN8, WTAP, ACIN1, GNL3, RPL41, TMED10, ZFP36L1, KRR1, CHERP, SUGP1, DCP2, TCERG1, METTL14, RBM8A, RPS7, RPS8, SDE2, UTP4, QTRT1, REXO2, YWHAB, RPL35A, YWHAZ, CPSF6, CPSF7, NOB1, RNPS1, EBNA1BP2, DDX39B, RRP36, PABPN1, DDX42, TRA2B, AKT1, NOL9, SREK1, RTCB, TSR1, SEM1, RPP40, SRSF1, SRSF11, SMG1, SRSF2, PLRG1, PRKRIP1, HNRNPC, FTSJ3, CRNKL1, RPS11, HNRNPR, HNRNPU, FUS, PSMD11, PPIL1, IGF2BP1, SNRNP27, ALYREF, SMU1, RPS15A, FASTK, EFTUD2, ADAR, ADAT2, KHSRP, WBP4, PTBP1, PTBP2, WDR33, SNRPD1, PATL1, SNRPD3",https://pathcards.genecards.org/card/processing_of_capped_intron-containing_pre-mrna
17.98,Translation Insulin Regulation of Translation,183,43,"EIF2S1, MAP2K1, MAP2K3, EIF2S3, MAP2K4, MAP2K6, STAT3, EIF4A2, EIF4EBP1, EIF4H, CEBPB, VEGFA, CSNK1A1, CSNK1E, MAPK1, PTPN6, CSNK2A1, MAPK13, ELK4, HIF1A, ITGB1, RPS6KA1, RPS6KA2, RPS6KA4, RPS6KA5, BCAR1, SHC1, AKT1, PRKACB, AKT3, PIM1, PIM2, ADAM17, PDPK1, TGFB1, IGF1R, TGFBR2, IL6ST, EGF, MKNK2, DYRK2, EIF2B2, ELK1",https://pathcards.genecards.org/card/translation_insulin_regulation_of_translation
17.97,Development Ligand-independent Activation of ESR1 and ESR2,135,35,"MAP2K1, MAP2K3, MAP2K6, ADRB1, NCOA3, CACNG8, CCND1, MAPK1, MAPK13, LDHA, CAV1, XIAP, RPS6KA1, RPS6KA2, RPS6KA4, RPS6KA5, ERBB2, SHC1, AKT1, CREB1, PRKACB, AKT3, PRKCB, PDGFRA, PPARA, PDPK1, CACNA1H, CACNA2D2, CACNB1, ESR1, ESR2, IGF1R, EGF, CAMK4, PTGIS",https://pathcards.genecards.org/card/development_ligand-independent_activation_of_esr1_and_esr2
17.91,Colorectal Cancer Metastasis,165,40,"MAP2K1, MAP2K3, MAP2K4, MAP2K6, STAT3, CCND1, CCND2, VEGFA, MYC, MAPK1, TP53, MAPK6, TLR7, GNB5, DCC, CTNNB1, SMAD3, MSH3, TCF3, E2F4, BCL2L1, AKT1, APPL1, PRKACB, IFNGR1, BIRC5, TGFB1, TGFB2, TGFBR2, FZD6, FZD9, EGF, ADCY9, GRK2, GRK4, GRK7, MMP11, WNT7B, CDKN1A, WNT8B",https://pathcards.genecards.org/card/colorectal_cancer_metastasis
17.80,Autophagy Pathway,228,50,"EIF4EBP1, CCND1, MDM2, HSP90AA1, HSP90B1, TP53, ITGA2, ITGA3, NRAS, ITGB1, XIAP, EPHA2, EPHA4, PXN, BCAP31, ATG12, HMGB1, YWHAB, YWHAE, BCL2L11, YWHAZ, RAB11B, AKT1, AKT1S1, CREB1, CREB3L2, ULK1, AKT3, RAB1A, RAB22A, RAB25, RAB2B, RAB39B, RAB4A, CDC37, IL2RA, FURIN, IGF1R, FZD9, RAB8B, IL6ST, IL7R, THEM4, CDKN1A, CDKN1B, RAB17, RAB15, RAB5B, RAB1B, ITGB8",https://pathcards.genecards.org/card/autophagy_pathway
17.71,Pre-NOTCH Expression and Processing,235,51,"CCND1, MDK, MYC, DLGAP5, DLL4, B4GALT1, HEYL, TP53, AGO1, AGO2, AGO3, TBL1XR1, HIF1A, DTX2, WWC1, HDAC5, APH1A, LFNG, SMAD3, TNRC6A, TNRC6B, H2AC18, H2AC19, H2AC20, H2AC7, H2AC8, RBPJ, H2BC11, H2BC12, E2F3, H2BC15, H2BC21, YWHAZ, H2BC26, H2BC3, H2BC5, H3C10, AKT1, CREB1, H3C14, H3C15, H3C2, SEM1, ADAM17, NOTCH2, NOTCH3, RUNX1, FURIN, PSMD11, EGF, POFUT1",https://pathcards.genecards.org/card/pre-notch_expression_and_processing
17.52,Cell Cycle,137,35,"WEE1, CCNB1, CCND1, CCND2, MDM2, MYC, SFN, BUB3, TP53, ABL1, CHEK1, CHEK2, SMAD3, YWHAB, YWHAE, E2F2, E2F3, E2F4, YWHAZ, PRIM1, CREB1, CDC14B, ORC4, CDC25A, ESPL1, TGFB1, TGFB2, FZR1, MCM7, RPA1, CDK2, CDK4, CDK6, CDKN1A, CDKN1B",https://pathcards.genecards.org/card/cell_cycle
17.39,Serotonin HTR1 Group and FOS Pathway,42,17,"MAP2K1, MAP2K3, MAP2K6, STAT3, ELK4, NR3C1, GNAQ, MAPKAPK2, NRAS, RPS6KA5, ITPR1, PRRT2, CREB1, SRF, RHOA, PDPK1, ELK1",https://pathcards.genecards.org/card/serotonin_htr1_group_and_fos_pathway
17.33,GDNF Signaling,132,34,"MAP2K1, CCNB1, CEBPB, VEGFA, SP1, MYC, MAPK1, NCS1, MAPK7, AP2M1, HIF1A, ITGA3, NRAS, ITGB1, GFRA1, PXN, ITPR1, ITPR2, SMAD3, BCAR1, SHC1, BCL2L2, YWHAZ, AKT1, CREB1, AKT3, RHOA, PDPK1, CRK, ESR1, GRB10, CALR, S1PR3, ELK1",https://pathcards.genecards.org/card/gdnf_signaling
17.28,Integrated Breast Cancer Pathway,150,37,"WEE1, NCOA3, CCNB1IP1, CCND1, VEGFA, MDM2, SP1, MYC, MAPK1, USP15, RASGEF1A, BACH1, UBE2F, TP53, GDI1, ABL1, PKIA, CHEK1, CHEK2, CTNNB1, XRCC3, FOSL2, RRAS, HMGCR, AKT1, CREB1, ZMIZ1, TRADD, CDC25A, TFPI, ESR1, TGFBR2, BMPR1A, RAD50, CDK2, AURKA, CDK4",https://pathcards.genecards.org/card/integrated_breast_cancer_pathway
17.28,Deubiquitination,297,60,"TNIP2, TNIP3, INO80D, ADRM1, BRCC3, TNKS2, MDM2, MDM4, MYC, USP14, USP15, TADA2B, HCFC1, USP22, USP3, CCP110, OTUD3, OTUD5, OTUD7B, UBE2D1, TP53, HIF1A, FKBP8, USP48, USP49, SMAD3, H2AC1, H2AC11, H2AC12, OGT, H2AC13, YOD1, H2AC18, H2AC19, H2AC20, H2AC7, H2AC8, H2BC11, H2BC12, H2BC15, H2BC21, RCE1, YY1, H2BC26, H2BC3, H2BC5, IKBKG, FOXK1, FOXK2, SEM1, TRAF6, CDC25A, RHOA, TOMM20, PSMD11, ESR1, TGFB1, TGFBR2, CYLD, VDAC2",https://pathcards.genecards.org/card/deubiquitination
17.08,Development IGF-1 Receptor Signaling,110,30,"MAP2K1, EIF4EBP1, CCND1, CCND2, MDM2, MYC, MAPK1, HSP90AA1, HSP90B1, SOCS1, SOCS5, TP53, RPS6KA1, RPS6KA2, JAK3, YWHAB, YWHAE, SHC1, BCL2L1, BCL2L11, YWHAZ, AKT1, CREB1, AKT3, PDPK1, IGF1R, IGFBP5, CDKN1A, CDKN1B, ELK1",https://pathcards.genecards.org/card/development_igf-1_receptor_signaling
17.02,DYRK1A Involvement Regarding Cell Proliferation in Brain Development,62,21,"CCND1, CSNK1A1, TP53, GMNN, RBBP4, HIP1, DCAF7, APH1A, REST, E2F4, AKT1S1, CREB1, TFAP4, CRY2, LIN52, LIN54, LIN9, DEPTOR, CDK4, CDK6, CDKN1B",https://pathcards.genecards.org/card/dyrk1a_involvement_regarding_cell_proliferation_in_brain_development
16.77,Semaphorin Interactions,100,28,"MAPK1, HSP90AA1, TLN1, RND2, MAPK6, MAPK7, ITGB1, MYH9, MYL12A, ERBB2, RRAS, RHOA, RHOB, RHOC, RHOG, PAK2, PAK6, RHOH, PLXNA2, SEMA7A, CRMP1, NF2, LIMK1, RAC3, ARHGEF12, DPYSL2, CDKN1B, PAK4",https://pathcards.genecards.org/card/semaphorin_interactions
16.76,Head and Neck Squamous Cell Carcinoma,73,23,"EIF4EBP1, CCND1, VEGFA, SESN1, SESN2, TP53, NRAS, CTNNB1, CUL3, ERBB2, DDIT4, AKT1, PRKAA2, AKT3, TERT, NOTCH2, PDPK1, RICTOR, IGF1R, TGFBR2, CDK4, CDK6, CDKN1A",https://pathcards.genecards.org/card/head_and_neck_squamous_cell_carcinoma
16.69,Translational Control,190,43,"CANX, EIF2S1, LARP1, EIF3H, EIF4A2, EIF4EBP1, EIF4EBP2, PCBP1, EIF4H, RPL13A, TIAL1, PCBP2, ELAVL1, HSP90B1, COIL, PUM2, AGO1, AGO2, AGO3, HIF1A, FLCN, ZFP36L1, METAP2, P4HB, RRAGC, YY1, PABPN1, AKT1S1, ERN1, HNRNPA0, SRSF1, HNRNPC, HNRNPR, FUS, RICTOR, SYNCRIP, FXR2, IGF2BP1, ALYREF, ADAR, KHSRP, PTBP1, PATL1",https://pathcards.genecards.org/card/translational_control
16.54,MAPK Signaling: Oxidative Stress,79,24,"MAP2K1, MAP2K3, MAP2K4, MAP2K6, MAPK1, MAPK13, PPP3R1, SFN, TP53, RPS6KA4, RPS6KA5, YWHAB, YWHAE, FOSL1, SHC1, BCL2L1, BCL2L11, YWHAZ, JUND, CREB1, PRKCB, TRAF6, CYCS, PPM1L",https://pathcards.genecards.org/card/mapk_signaling_oxidative_stress
16.52,CCR3 Pathway in Eosinophils,101,28,"MAP2K1, MAP2K3, MAP2K4, MAP2K6, VEGFA, MAPK1, MAPK13, MAPK6, MAPK7, GNA13, NRAS, GNB5, ITPR1, ITPR2, BCAR1, RRAS, RRAS2, ACTG1, PRKCB, PRKCH, PRKD3, RHOA, PAK2, PAK6, CRK, LIMK1, RAC3, PAK4",https://pathcards.genecards.org/card/ccr3_pathway_in_eosinophils
16.37,DREAM Repression and Dynorphin Expression,250,52,"CAPN1, CAPN5, CAPN6, STAT3, GATA2, CACNG8, CCNB1, CCND1, CCND2, MAPK1, MAPK13, TLN1, MAPK6, MAPK7, SLC8A1, ITGA2, ITGA3, NRAS, ITGB1, APAF1, CTNNB1, PXN, SMAD5, RRAS, RRAS2, ACTG1, CREB1, ACTN4, PRKACB, ACVR2B, PLPP3, TRADD, NOS1, CYCS, CACNA1H, CACNA2D2, CACNB1, LMNB2, PARP1, BMP2, GRB10, EGF, BMPR1A, DFFA, CDK2, LAMA2, CAMK4, CDK4, CDK6, CDKN1B, GATA6, ITGB8",https://pathcards.genecards.org/card/dream_repression_and_dynorphin_expression
16.37,Small Cell Lung Cancer,96,27,"CCND1, MYC, TP53, ITGA2, ITGA3, ITGB1, APAF1, E2F2, E2F3, BCL2L1, IKBKG, AKT1, AKT3, TRAF1, TRAF6, CKS1B, CKS2, CYCS, CDK2, LAMA2, LAMA4, LAMA5, LAMC1, CDK4, CDK6, CDKN1A, CDKN1B",https://pathcards.genecards.org/card/small_cell_lung_cancer
16.37,TGF-beta Signaling Pathways,96,27,"MAP2K1, MAP2K3, MAP2K4, MAP2K6, MYC, MAPK1, MAPK13, NR3C1, SMAD3, SMAD5, FOSL1, SHC1, JUND, AKT1, CREB1, AKT3, TRAF6, RHOA, PAK2, PDPK1, RUNX1, ESR1, ESR2, TGFB1, TGFB2, RUNX3, TGFBR2",https://pathcards.genecards.org/card/tgf-beta_signaling_pathways
16.35,Signaling By WNT,331,64,"PFN1, TNKS2, CSNK1A1, CSNK1E, MYC, CSNK2A1, PPP2R5C, PPP2R5D, PPP3R1, CAV1, AGO1, AGO2, AGO3, KMT2D, AP2B1, AP2M1, CTBP2, GNB5, KREMEN1, TMED5, CTNNB1, XIAP, SOX4, DVL3, ITPR1, ITPR2, TNRC6A, TNRC6B, CUL3, H2AC18, H2AC19, H2AC20, H2AC7, H2AC8, H2BC11, H2BC12, H2BC15, H2BC21, YWHAZ, H2BC26, H2BC3, H2BC5, BCL9L, H3-4, H3C10, AKT1, H3C14, H3C15, H3C2, PRKCB, TERT, SEM1, PRKG2, RHOA, PSMD11, CCDC88C, RUNX3, FZD6, RAC3, NLK, AMER1, WNT7B, PYGO1, WNT8B",https://pathcards.genecards.org/card/signaling_by_wnt
16.28,Chks in Checkpoint Regulation,186,42,"POLG, POLQ, POLR1B, INSIG1, GTF2H3, CCNB1, CCND1, MDM2, MYC, MAPK13, ARPC3, POLR3F, LDLR, TP53, CHEK1, CHEK2, XRCC5, XRCC6, APEX1, MSH3, HUS1, YWHAB, YWHAE, E2F2, E2F3, E2F4, ERCC1, YWHAZ, MBD4, SEC23B, SREBF1, CDC25A, FANCA, ESR1, ESR2, SMUG1, PARP1, RAD50, CDK2, CDK4, CDKN1A, CDKN1B",https://pathcards.genecards.org/card/chks_in_checkpoint_regulation
16.19,MAPK Signaling: Mitogens,108,29,"MAP2K1, EIF4EBP1, CCND1, CCND2, MDM2, MYC, MAPK1, PHB2, TP53, RPS6KA2, UBTF, MFRP, ERBB2, E2F2, E2F4, BCL2L1, BCL2L11, AKT1, AKT1S1, AKT3, PDGFRA, PDPK1, RICTOR, IGF1R, DEPTOR, CDK2, CDK4, CDKN1A, CDKN1B",https://pathcards.genecards.org/card/mapk_signaling_mitogens
16.13,Transport of The SLBP Independent Mature MRNA,319,62,"WDR77, EIF4A2, MDC1, RAN, NUP35, NUP42, NUP62, CCNB1, POLR2E, NUP98, MDM2, RANGAP1, SATB2, PHAX, HSPA1B, NR1H2, VHL, PHC2, PHC3, LEMD2, TP53, NR3C1, COMMD3-BMI1, CBX2, CBX5, CBX8, KPNA1, KPNA2, CTDNEP1, GEMIN4, WRN, GEMIN8, TRIM27, SUMO1, HMGA1, IKBKG, SUZ12, DDX17, ZBED1, PABPN1, PRKCB, PPARA, HNRNPC, SENP2, TFAP2A, TFAP2C, BIRC5, ESR1, ALYREF, PARP1, BMI1, VDR, RORA, ZNF131, RPA1, AURKA, WDR33, SNRPD1, SNRPD3, ARIH1, MTA1, NEK7",https://pathcards.genecards.org/card/transport_of_the_slbp_independent_mature_mrna
15.95,NcRNAs Involved in Wnt Signaling in Hepatocellular Carcinoma,220,47,"MAP2K4, PTPA, CCND1, CCND2, CSNK1A1, CSNK1E, MYC, CSNK2A1, ELAVL1, PPP2R5C, LDLR, DAAM2, PPP3R1, TP53, CTBP2, KREMEN1, CTNNB1, DVL3, SDC1, SDC2, TCF3, FOSL1, BCL9L, GPC4, CD44, PRICKLE2, GPC5, ZBTB33, POU5F1, PRKCB, PRKCH, RHOA, RHOB, RHOC, SENP2, TFAP2A, HNRNPU, ESRRB, MTDH, FZD6, FZD9, RAC3, NLK, WNT7B, CDK6, PYGO1, WNT8B",https://pathcards.genecards.org/card/ncrnas_involved_in_wnt_signaling_in_hepatocellular_carcinoma
15.86,ADORA2B Mediated Anti-inflammatory Cytokines Production,419,76,"MAP2K1, MAP2K3, MAP2K4, MAP2K6, NCKAP1, ADRA2B, TXNIP, VEGFA, RAP1B, RAP2A, MAPK1, ARPC3, WIPF2, FCGR2A, ENTPD1, ABI2, ABL1, SLC8A1, SLC9A4, ENTPD5, GNA13, GNAI2, GNAQ, NRAS, GNB1L, GNB5, ITGB1, MYH9, DVL3, PXN, PYCARD, ITPR1, ITPR2, AKAP1, AKAP11, AKAP12, YWHAB, AKAP2, SHC1, RRAS, RRAS2, MYLK3, MYO10, MYO5A, ACTG1, AKT1, CREB1, HMOX1, PDE4C, PRKACB, ACTR2, KDELR1, PRKCB, PRKCH, PRKD2, PRKD3, ADAM17, RHBDF2, RHOA, VAV3, CRK, FURIN, LIMK1, WASF2, WASF3, BMP2, BMP8B, ADCY9, TUBB2A, TUBD1, GRK2, CAMK4, WNT7B, VASP, ELK1, WNT8B",https://pathcards.genecards.org/card/adora2b_mediated_anti-inflammatory_cytokines_production
15.73,Microtubule Cytoskeleton Regulation,46,17,"STAT3, DIAPH1, STMN1, ABL1, GNAQ, MAPKAPK2, MARK2, SPRED1, TAOK1, AKT1, CLASP1, CLIP1, LIMK1, KIF2C, CAMK4, MAP1B, DPYSL2",https://pathcards.genecards.org/card/microtubule_cytoskeleton_regulation
15.70,VEGF Signaling Pathway,93,26,"MAP2K1, MAP2K3, MAP2K4, MAP2K6, VEGFA, VEGFB, MAPK1, MAPK13, COL1A1, TLN1, MAPK6, MAPK7, CEP43, NRAS, ITGB1, PXN, SMAD3, SMAD5, SHC1, AKT1, AKT3, PRKCB, PRKCH, CRK, RAC3, CSK",https://pathcards.genecards.org/card/vegf_signaling_pathway
15.66,Nuclear Events (kinase and Transcription Factor Activation),61,20,"MAPK1, F3, PPP2R5D, MAPK7, MAPKAPK2, SGK1, DUSP4, RPS6KA1, RPS6KA2, RPS6KA5, REST, FOSL1, JUND, CREB1, DNM2, SRF, ARC, NAB2, ELK1, MEF2D",https://pathcards.genecards.org/card/nuclear_events_(kinase_and_transcription_factor_activation)
15.64,PDGFR-beta Signaling Pathway,146,35,"MAP2K1, MAP2K4, NCKAP1, STAT3, PTPN1, MAP3K2, MYC, ARPC3, SFN, ABL1, MAPK7, RPS6KA5, BCAR1, SHC1, BCL2L1, YWHAZ, JUND, AKT1, CREB1, DNM2, ACTN4, ACTR2, SRF, PAG1, RHOA, RAB4A, PDPK1, CRK, RICTOR, WASF2, GRB10, EGF, ARHGDIA, ELK1, CSK",https://pathcards.genecards.org/card/pdgfr-beta_signaling_pathway
15.62,Signaling By NTRKs,134,33,"MAP2K1, STAT3, MAPK1, MAPK13, F3, PPP2R5D, MAPK7, AP2B1, AP2M1, MAPKAPK2, SGK1, NRAS, DUSP4, RPS6KA1, RPS6KA2, RPS6KA5, REST, YWHAB, FOSL1, SHC1, JUND, CREB1, DNM2, SRF, ARC, RHOA, CRK, FURIN, NAB2, ADCYAP1, CRKL, ELK1, MEF2D",https://pathcards.genecards.org/card/signaling_by_ntrks
15.62,Development FGFR Signaling Pathway,134,33,"MAP2K1, MAP2K3, MAP2K4, MAP2K6, MAP3K2, MAPK1, MAPK13, FGF19, FGF5, FGF7, MAPKAPK2, NRAS, HSPG2, RPS6KA1, RPS6KA2, ITPR1, ITPR2, SDC1, SDC2, SHC1, BCL2L1, RRAS, RRAS2, AKT1, CREB1, AKT3, PRKCB, PRKCH, PRKD3, PDPK1, CRK, CRKL, ELK1",https://pathcards.genecards.org/card/development_fgfr_signaling_pathway
15.58,Gene Silencing By RNA,190,42,"RAN, NUP35, NUP42, NUP62, CCNB1, POLR2E, NUP98, MAPK1, SET, HSP90AA1, ARPP19, LEMD2, AGO1, AGO2, AGO3, CTDNEP1, GOLGA2, TNRC6A, TNRC6B, H2AC18, H2AC19, H2AC20, TSN, H2AC7, H2AC8, H2BC11, H2BC12, H2BC15, H2BC21, H2BC26, H2BC3, H2BC5, MASTL, H3-4, H3C10, H3C14, H3C15, H3C2, PRKCB, RAB1A, RAB1B, NEK7",https://pathcards.genecards.org/card/gene_silencing_by_rna
15.50,Sudden Infant Death Syndrome (SIDS) Susceptibility Pathways,159,37,"MAP2, GATA2, CEBPB, SLC6A4, VEGFA, SP1, NKX2-2, MECP2, HSP90B1, EN1, NR3C1, HIF1A, SCN4B, CTNNB1, PKNOX1, REST, TCF3, YWHAB, YWHAE, YWHAZ, CPT1A, CREB1, POU5F1, PRKACB, ALDOA, PPARGC1B, NEUROD1, SSTR1, KCNH2, ESR2, RUNX3, SNAP25, KCNJ8, LMX1B, RORA, ADCYAP1, HADHB",https://pathcards.genecards.org/card/sudden_infant_death_syndrome_(sids)_susceptibility_pathways
15.48,MAP Kinase Activation,72,22,"MAP2K1, MAP2K3, MAP2K4, MAP2K6, TNIP2, TAB3, MAPK1, FBXW11, PPP2R5D, IRAK2, MAPK7, UBE2V1, MAPKAPK2, DUSP4, RPS6KA1, RPS6KA2, RPS6KA5, IKBKG, CREB1, TRAF6, PEDS1-UBE2V1, ELK1",https://pathcards.genecards.org/card/map_kinase_activation
15.36,AMP-activated Protein Kinase Signaling,100,27,"PFKFB3, EIF4EBP1, CCNB1, MAPK1, SESN1, SESN2, ELAVL1, TP53, ACACA, RPS6KA1, ATIC, CPT1A, HMGCR, AKT1, AKT1S1, CREB1, CREB3L2, SREBF1, PRKAA2, PRKAB1, PRKACB, AKT3, PPARGC1B, CAB39, PNPLA2, CDKN1A, PRKAB2",https://pathcards.genecards.org/card/amp-activated_protein_kinase_signaling
15.32,HCMV Infection,160,37,"MVB12B, NUP35, NUP42, NUP62, NUP98, RNF103-CHMP3, TBL1XR1, CBX1, RBBP4, ITGB1, H2AC1, H2AC11, H2AC12, CHMP3, H2AC13, DYNLL2, H2AC18, H2AC19, H2AC20, H2AC7, H2AC8, H2BC11, H2BC12, H2BC15, H2BC21, H2BC26, H2BC3, H2BC5, SUZ12, H3C10, CREB1, H3C14, H3C15, H3C2, VPS37B, TUBB2A, ELK1",https://pathcards.genecards.org/card/hcmv_infection
15.25,Gastrin Signaling Pathway,112,29,"MAP2K1, STAT3, EIF4EBP1, CCND1, VEGFA, SP1, MYC, MAPK1, GNAQ, ITGB1, CTNNB1, PXN, BCAR1, SHC1, BCL2L1, CD44, AKT1, CREB1, PRKCH, PRKD2, RHOA, RHOB, CRK, BIRC5, BMP2, CDKN1A, CDKN1B, ELK1, MEF2D",https://pathcards.genecards.org/card/gastrin_signaling_pathway
15.20,TCR Signaling (Qiagen),238,49,"MAP2K1, MAP2K3, MAP2K4, MAP2K6, STAT3, MAP3K2, CACNG8, MAPK1, MAPK13, PPP3R1, FCER1G, SLC9A4, NRAS, PLA2G12A, ITPR1, ITPR2, HLA-DOA, CD28, PLA2G5, HLA-DRB5, JAK3, FOSL1, FOSL2, RRAS, RRAS2, IKBKG, JUND, ACTG1, POU2F1, AKT1, ACTR2, AKT3, SRF, PRKCB, PRKCH, PRKD3, PDGFRA, RHOA, PAK2, PAK6, VAV3, CACNA1H, CACNA2D2, CACNB1, NFAT5, RAC3, ELK1, PAK4, CSK",https://pathcards.genecards.org/card/tcr_signaling_(qiagen)
15.20,P53 Transcriptional Gene Network,95,26,"SESN1, SESN2, SLC7A11, BTG2, SFN, TP53INP1, APAF1, BBC3, SLC2A1, XRCC5, DDIT4, ICAM1, TNFRSF10B, AKT1S1, ULK1, PRKAA2, PRKAB1, ZMAT3, RPRM, PMAIP1, DEPTOR, THBS1, CDK2, AURKA, CDKN1A, PRKAB2",https://pathcards.genecards.org/card/p53_transcriptional_gene_network
15.13,Epithelial to Mesenchymal Transition in Colorectal Cancer,161,37,"MAP2K1, MAP2K3, MAP2K4, MAP2K6, MAPK1, MAPK13, DLL4, NR2C2, GDF15, TP53, RBBP4, HIF1A, OCLN, PKD1, CTNNB1, FMNL2, SMAD3, RBPJ, SHC1, SUZ12, AKT1, AKT3, NOTCH2, NOTCH3, TRAF6, CLDN12, CLDN16, PALS1, TGFB1, TGFB2, TGFBR2, FZD6, FZD9, WNT7B, CDKL2, MEF2D, WNT8B",https://pathcards.genecards.org/card/epithelial_to_mesenchymal_transition_in_colorectal_cancer
