"Gene Symbol","p-value","FDR","Odd ratio","Number of interactions","microRNA 1","microRNA 2","microRNA 3","microRNA 4","microRNA 5","microRNA 6","microRNA 7","microRNA 8","microRNA 9","microRNA 10","microRNA 11"
"ADIRF","0.0178","0.317","0.105","2","hsa-miR-3184-5p","hsa-miR-6805-5p","","","","","","","","",""
"C19orf53","0.0179","0.317","0.189","3","hsa-miR-6766-5p","hsa-miR-6756-5p","hsa-miR-6805-5p","","","","","","","",""
"DSG3","0.0178","0.317","0.105","2","hsa-miR-1307-3p","hsa-miR-4532","","","","","","","","",""
"FAM234A","0.0178","0.317","0.105","2","hsa-miR-320a","hsa-miR-4728-5p","","","","","","","","",""
"HIST3H2BB","0.0179","0.317","0.189","3","hsa-miR-3940-5p","hsa-miR-6766-5p","hsa-miR-6756-5p","","","","","","","",""
"INVS","0.0178","0.317","0.105","2","hsa-miR-4648","hsa-miR-92b-5p","","","","","","","","",""
"NPLOC4","0.0178","0.317","0.310","5","hsa-miR-320a","hsa-miR-1233-5p","hsa-miR-4648","hsa-miR-4728-5p","hsa-miR-92b-5p","","","","","",""
"PSMD11","0.0176","0.317","0.255","4","hsa-miR-320a","hsa-miR-1233-5p","hsa-miR-3184-5p","hsa-miR-4728-5p","","","","","","",""
"BICDL1","0.0186","0.325","0.259","4","hsa-miR-6766-5p","hsa-miR-6756-5p","hsa-miR-3184-5p","hsa-miR-4728-5p","","","","","","",""
"DNAJC8","0.0186","0.325","0.259","4","hsa-miR-4276","hsa-miR-4690-5p","hsa-miR-1233-5p","hsa-miR-4728-5p","","","","","","",""
"DNAJC24","0.0194","0.328","0.194","3","hsa-miR-4648","hsa-miR-1233-5p","hsa-miR-4728-5p","","","","","","","",""
"GPRC5C","0.0194","0.328","0.194","3","hsa-miR-4730","hsa-miR-1233-5p","hsa-miR-4728-5p","","","","","","","",""
"IVNS1ABP","0.0194","0.328","0.194","3","hsa-miR-320a","hsa-miR-6802-5p","hsa-miR-6800-5p","","","","","","","",""
"LARP1","0.0190","0.328","0.361","6","hsa-miR-1343-3p","hsa-miR-3184-5p","hsa-miR-4687-5p","hsa-miR-6756-5p","hsa-miR-6766-5p","hsa-miR-92b-5p","","","","",""
"LHFPL3","0.0194","0.328","0.194","3","hsa-miR-6787-5p","hsa-miR-663a","hsa-miR-4706","","","","","","","",""
"MDFI","0.0194","0.328","0.194","3","hsa-miR-197-5p","hsa-miR-6756-5p","hsa-miR-6766-5p","","","","","","","",""
"FAM19A3","0.0205","0.337","0.113","2","hsa-miR-1233-5p","hsa-miR-4648","","","","","","","","",""
"FBRS","0.0201","0.337","0.320","5","hsa-miR-1343-3p","hsa-miR-4525","hsa-miR-4675","hsa-miR-6784-5p","hsa-miR-887-3p","","","","","",""
"HIST1H2BH","0.0205","0.337","0.113","2","hsa-miR-320a","hsa-miR-3940-5p","","","","","","","","",""
"HIST1H3C","0.0205","0.337","0.113","2","hsa-miR-4758-5p","hsa-miR-1238-5p","","","","","","","","",""
"LRIT3","0.0205","0.337","0.113","2","hsa-miR-4758-5p","hsa-miR-1238-5p","","","","","","","","",""
"MPP2","0.0206","0.337","0.267","4","hsa-miR-642b-3p","hsa-miR-4525","hsa-miR-6756-5p","hsa-miR-6766-5p","","","","","","",""
"TRIM44","0.0206","0.337","0.267","4","hsa-miR-1343-3p","hsa-miR-6766-5p","hsa-miR-6756-5p","hsa-miR-4728-5p","","","","","","",""
"CYP4A22","0.0208","0.338","0.199","3","hsa-miR-4690-5p","hsa-miR-6766-5p","hsa-miR-6756-5p","","","","","","","",""
"TESPA1","0.0208","0.338","0.199","3","hsa-miR-4675","hsa-miR-6756-5p","hsa-miR-6766-5p","","","","","","","",""
"CAMTA2","0.0224","0.351","0.205","3","hsa-miR-1233-5p","hsa-miR-4648","hsa-miR-6090","","","","","","","",""
"CENPO","0.0224","0.351","0.205","3","hsa-miR-4787-5p","hsa-miR-663a","hsa-miR-6787-5p","","","","","","","",""
"HPCAL1","0.0224","0.351","0.205","3","hsa-miR-6746-5p","hsa-miR-6784-5p","hsa-miR-4532","","","","","","","",""
"KLC2","0.0224","0.351","0.205","3","hsa-miR-1233-5p","hsa-miR-1343-3p","hsa-miR-4728-5p","","","","","","","",""
"MEIS3P1","0.0224","0.351","0.205","3","hsa-miR-3940-5p","hsa-miR-4758-5p","hsa-miR-1238-5p","","","","","","","",""
"NECTIN1","0.0224","0.351","0.205","3","hsa-miR-3184-5p","hsa-miR-4706","hsa-miR-4728-5p","","","","","","","",""
"SRD5A3","0.0224","0.351","0.205","3","hsa-miR-1233-5p","hsa-miR-1238-5p","hsa-miR-4758-5p","","","","","","","",""
"B3GALNT2","0.0227","0.354","0.275","4","hsa-miR-6766-5p","hsa-miR-6756-5p","hsa-miR-4525","hsa-miR-92b-5p","","","","","","",""
"BAK1","0.0238","0.354","0.279","4","hsa-miR-3940-5p","hsa-miR-6090","hsa-miR-8073","hsa-miR-3184-5p","","","","","","",""
"CACNA2D2","0.0234","0.354","0.121","2","hsa-miR-6766-5p","hsa-miR-6756-5p","","","","","","","","",""
"CBWD5","0.0234","0.354","0.121","2","hsa-miR-4758-5p","hsa-miR-1238-5p","","","","","","","","",""
"CST9","0.0234","0.354","0.121","2","hsa-miR-4728-5p","hsa-miR-6805-5p","","","","","","","","",""
"CYP4A11","0.0240","0.354","0.210","3","hsa-miR-4690-5p","hsa-miR-6756-5p","hsa-miR-6766-5p","","","","","","","",""
"DHTKD1","0.0238","0.354","0.279","4","hsa-miR-1228-5p","hsa-miR-6787-5p","hsa-miR-663a","hsa-miR-1343-3p","","","","","","",""
"HIST2H3A","0.0240","0.354","0.210","3","hsa-miR-320a","hsa-miR-6766-5p","hsa-miR-6756-5p","","","","","","","",""
"MPPED1","0.0234","0.354","0.121","2","hsa-miR-1343-3p","hsa-miR-6131","","","","","","","","",""
"MRPS18A","0.0234","0.354","0.121","2","hsa-miR-1238-5p","hsa-miR-4758-5p","","","","","","","","",""
"PNPLA6","0.0238","0.354","0.279","4","hsa-miR-1233-5p","hsa-miR-6756-5p","hsa-miR-6766-5p","hsa-miR-4728-5p","","","","","","",""
"PRR5-ARHGAP8","0.0240","0.354","0.210","3","hsa-miR-1233-5p","hsa-miR-4648","hsa-miR-4728-5p","","","","","","","",""
"RTN4R","0.0234","0.354","0.121","2","hsa-miR-6787-5p","hsa-miR-663a","","","","","","","","",""
"REPIN1","0.0250","0.368","0.283","4","hsa-miR-320a","hsa-miR-1233-5p","hsa-miR-6805-5p","hsa-miR-575","","","","","","",""
"DSN1","0.0254","0.373","0.385","6","hsa-miR-4687-5p","hsa-miR-6766-5p","hsa-miR-6756-5p","hsa-miR-4728-5p","hsa-miR-4532","hsa-miR-6746-5p","","","","",""
"HIST2H2BE","0.0256","0.374","0.215","3","hsa-miR-6802-5p","hsa-miR-6766-5p","hsa-miR-6756-5p","","","","","","","",""
"ASNA1","0.0309","0.377","0.232","3","hsa-miR-4728-5p","hsa-miR-6756-5p","hsa-miR-6766-5p","","","","","","","",""
"ATL2","0.0291","0.377","0.226","3","hsa-miR-1228-5p","hsa-miR-663a","hsa-miR-6787-5p","","","","","","","",""
"BANP","0.0265","0.377","0.129","2","hsa-miR-320a","hsa-miR-3184-5p","","","","","","","","",""
"CAPN15","0.0272","0.377","0.346","5","hsa-miR-320a","hsa-miR-6756-5p","hsa-miR-6766-5p","hsa-miR-4728-5p","hsa-miR-3184-5p","","","","","",""
"CBWD1","0.0331","0.377","0.145","2","hsa-miR-4758-5p","hsa-miR-1238-5p","","","","","","","","",""
"CERS1","0.0291","0.377","0.226","3","hsa-miR-6784-5p","hsa-miR-1343-3p","hsa-miR-8059","","","","","","","",""
"DAB2IP","0.0291","0.377","0.226","3","hsa-miR-197-5p","hsa-miR-6756-5p","hsa-miR-6766-5p","","","","","","","",""
"DBNDD1","0.0265","0.377","0.129","2","hsa-miR-1233-5p","hsa-miR-6090","","","","","","","","",""
"DENND4B","0.0265","0.377","0.129","2","hsa-miR-320a","hsa-miR-4783-3p","","","","","","","","",""
"EGFLAM","0.0265","0.377","0.129","2","hsa-miR-1233-5p","hsa-miR-4648","","","","","","","","",""
"ERAP2","0.0331","0.377","0.145","2","hsa-miR-1307-3p","hsa-miR-4532","","","","","","","","",""
"EXT1","0.0291","0.377","0.226","3","hsa-miR-320a","hsa-miR-1233-5p","hsa-miR-4648","","","","","","","",""
"FBXO31","0.0309","0.377","0.232","3","hsa-miR-320a","hsa-miR-1343-3p","hsa-miR-8073","","","","","","","",""
"GPRC5B","0.0291","0.377","0.226","3","hsa-miR-1233-5p","hsa-miR-1238-5p","hsa-miR-6090","","","","","","","",""
"GRWD1","0.0313","0.377","0.303","4","hsa-miR-320a","hsa-miR-4525","hsa-miR-575","hsa-miR-4728-5p","","","","","","",""
"HDAC7","0.0331","0.377","0.145","2","hsa-miR-1203","hsa-miR-575","","","","","","","","",""
"HIST1H2BB","0.0331","0.377","0.145","2","hsa-miR-3940-5p","hsa-miR-6802-5p","","","","","","","","",""
"HLA-B","0.0328","0.377","0.237","3","hsa-miR-6766-5p","hsa-miR-6756-5p","hsa-miR-4675","","","","","","","",""
"HOXB6","0.0313","0.377","0.303","4","hsa-miR-1233-5p","hsa-miR-4728-5p","hsa-miR-6756-5p","hsa-miR-6766-5p","","","","","","",""
"ING1","0.0273","0.377","0.221","3","hsa-miR-1233-5p","hsa-miR-4648","hsa-miR-4728-5p","","","","","","","",""
"JARID2","0.0326","0.377","0.307","4","hsa-miR-4276","hsa-miR-1343-3p","hsa-miR-197-5p","hsa-miR-8073","","","","","","",""
"KMT2A","0.0313","0.377","0.359","5","hsa-miR-320a","hsa-miR-3184-5p","hsa-miR-4675","hsa-miR-6756-5p","hsa-miR-6766-5p","","","","","",""
"MPI","0.0297","0.377","0.137","2","hsa-miR-320a","hsa-miR-8073","","","","","","","","",""
"MSN","0.0282","0.377","0.349","5","hsa-miR-6746-5p","hsa-miR-6766-5p","hsa-miR-6756-5p","hsa-miR-6800-5p","hsa-miR-6802-5p","","","","","",""
"MYADM","0.0282","0.377","0.349","5","hsa-miR-6787-5p","hsa-miR-663a","hsa-miR-4787-5p","hsa-miR-6131","hsa-miR-4728-5p","","","","","",""
"NAT9","0.0331","0.377","0.145","2","hsa-miR-4728-5p","hsa-miR-8059","","","","","","","","",""
"NKX2-5","0.0331","0.377","0.145","2","hsa-miR-6787-5p","hsa-miR-663a","","","","","","","","",""
"PDE4C","0.0272","0.377","0.346","5","hsa-miR-6787-5p","hsa-miR-663a","hsa-miR-4706","hsa-miR-1203","hsa-miR-4532","","","","","",""
"PFKFB3","0.0309","0.377","0.232","3","hsa-miR-1233-5p","hsa-miR-3184-5p","hsa-miR-4728-5p","","","","","","","",""
"PIEZO1","0.0297","0.377","0.137","2","hsa-miR-4525","hsa-miR-92b-5p","","","","","","","","",""
"PMPCA","0.0326","0.377","0.307","4","hsa-miR-6766-5p","hsa-miR-6756-5p","hsa-miR-4728-5p","hsa-miR-6131","","","","","","",""
"PRRT2","0.0262","0.377","0.287","4","hsa-miR-6766-5p","hsa-miR-6756-5p","hsa-miR-4728-5p","hsa-miR-4675","","","","","","",""
"SBK1","0.0287","0.377","0.295","4","hsa-miR-3184-5p","hsa-miR-4706","hsa-miR-663a","hsa-miR-6787-5p","","","","","","",""
"SDF4","0.0331","0.377","0.145","2","hsa-miR-6787-5p","hsa-miR-663a","","","","","","","","",""
"SERPINA1","0.0331","0.377","0.145","2","hsa-miR-1343-3p","hsa-miR-4690-5p","","","","","","","","",""
"SLC9A3","0.0297","0.377","0.137","2","hsa-miR-1228-5p","hsa-miR-4706","","","","","","","","",""
"SNRPA1","0.0265","0.377","0.129","2","hsa-miR-4758-5p","hsa-miR-1238-5p","","","","","","","","",""
"TOR4A","0.0274","0.377","0.291","4","hsa-miR-6787-5p","hsa-miR-663a","hsa-miR-4706","hsa-miR-4525","","","","","","",""
"VASP","0.0309","0.377","0.232","3","hsa-miR-6787-5p","hsa-miR-663a","hsa-miR-575","","","","","","","",""
"VPS18","0.0328","0.377","0.237","3","hsa-miR-6787-5p","hsa-miR-663a","hsa-miR-1307-3p","","","","","","","",""
"XPO6","0.0291","0.377","0.226","3","hsa-miR-320a","hsa-miR-6787-5p","hsa-miR-663a","","","","","","","",""
"ZNF516","0.0313","0.377","0.303","4","hsa-miR-575","hsa-miR-4706","hsa-miR-663a","hsa-miR-6787-5p","","","","","","",""
"ZNF843","0.0331","0.377","0.145","2","hsa-miR-6746-5p","hsa-miR-4532","","","","","","","","",""
"MAFK","0.0335","0.379","0.365","5","hsa-miR-4706","hsa-miR-663a","hsa-miR-6756-5p","hsa-miR-6766-5p","hsa-miR-6787-5p","","","","","",""
"ZNF556","0.0335","0.379","0.365","5","hsa-miR-4532","hsa-miR-575","hsa-miR-8073","hsa-miR-6787-5p","hsa-miR-663a","","","","","",""
"ANP32B","0.0340","0.381","0.311","4","hsa-miR-320a","hsa-miR-6766-5p","hsa-miR-6756-5p","hsa-miR-1343-3p","","","","","","",""
"CNNM4","0.0340","0.381","0.311","4","hsa-miR-575","hsa-miR-1203","hsa-miR-6756-5p","hsa-miR-6766-5p","","","","","","",""
"PRICKLE1","0.0340","0.381","0.311","4","hsa-miR-1233-5p","hsa-miR-4648","hsa-miR-92b-5p","hsa-miR-4728-5p","","","","","","",""
"TCF3","0.0348","0.388","0.242","3","hsa-miR-320a","hsa-miR-6756-5p","hsa-miR-6766-5p","","","","","","","",""
"PGAM1","0.0354","0.394","0.315","4","hsa-miR-1233-5p","hsa-miR-1343-3p","hsa-miR-3184-5p","hsa-miR-4728-5p","","","","","","",""
"EIF5AL1","0.0358","0.396","0.372","5","hsa-miR-4758-5p","hsa-miR-1238-5p","hsa-miR-4728-5p","hsa-miR-3184-5p","hsa-miR-4675","","","","","",""
"BAIAP2L1","0.0366","0.400","0.154","2","hsa-miR-1238-5p","hsa-miR-4758-5p","","","","","","","","",""
"C11orf58","0.0368","0.400","0.248","3","hsa-miR-6766-5p","hsa-miR-6756-5p","hsa-miR-4728-5p","","","","","","","",""
"DOT1L","0.0368","0.400","0.248","3","hsa-miR-1203","hsa-miR-6756-5p","hsa-miR-6766-5p","","","","","","","",""
"GPT2","0.0366","0.400","0.154","2","hsa-miR-320a","hsa-miR-4783-3p","","","","","","","","",""
"SLITRK5","0.0366","0.400","0.154","2","hsa-miR-4728-5p","hsa-miR-3184-5p","","","","","","","","",""
"TMIGD2","0.0366","0.400","0.154","2","hsa-miR-6131","hsa-miR-1307-3p","","","","","","","","",""
"AKR1D1","0.0403","0.415","0.162","2","hsa-miR-1307-3p","hsa-miR-4532","","","","","","","","",""
"C8orf82","0.0403","0.415","0.162","2","hsa-miR-4728-5p","hsa-miR-6090","","","","","","","","",""
"CAPS","0.0403","0.415","0.162","2","hsa-miR-6756-5p","hsa-miR-6766-5p","","","","","","","","",""
"CCDC120","0.0403","0.415","0.162","2","hsa-miR-4728-5p","hsa-miR-6746-5p","","","","","","","","",""
"CD3E","0.0403","0.415","0.162","2","hsa-miR-4525","hsa-miR-6090","","","","","","","","",""
"E2F6","0.0399","0.415","0.327","4","hsa-miR-6766-5p","hsa-miR-1233-5p","hsa-miR-4648","hsa-miR-6090","","","","","","",""
"EIF5A","0.0389","0.415","0.253","3","hsa-miR-1238-5p","hsa-miR-4728-5p","hsa-miR-4758-5p","","","","","","","",""
"LRRTM2","0.0403","0.415","0.162","2","hsa-miR-1343-3p","hsa-miR-8073","","","","","","","","",""
"NKX2-2","0.0403","0.415","0.162","2","hsa-miR-6766-5p","hsa-miR-6756-5p","","","","","","","","",""
"PHLDA3","0.0393","0.415","0.381","5","hsa-miR-4525","hsa-miR-1307-3p","hsa-miR-4787-5p","hsa-miR-6131","hsa-miR-4532","","","","","",""
"RPS28","0.0403","0.415","0.162","2","hsa-miR-1307-3p","hsa-miR-4730","","","","","","","","",""
"SLC1A2","0.0389","0.415","0.253","3","hsa-miR-4728-5p","hsa-miR-6787-5p","hsa-miR-663a","","","","","","","",""
"SPEF1","0.0403","0.415","0.162","2","hsa-miR-3184-5p","hsa-miR-4728-5p","","","","","","","","",""
"TRIM29","0.0403","0.415","0.162","2","hsa-miR-1228-5p","hsa-miR-6746-5p","","","","","","","","",""
"TSPAN14","0.0384","0.415","0.323","4","hsa-miR-4758-5p","hsa-miR-1238-5p","hsa-miR-1307-3p","hsa-miR-1343-3p","","","","","","",""
"UST","0.0389","0.415","0.253","3","hsa-miR-1233-5p","hsa-miR-4728-5p","hsa-miR-3184-5p","","","","","","","",""
"ZBED9","0.0403","0.415","0.162","2","hsa-miR-1233-5p","hsa-miR-4728-5p","","","","","","","","",""
"ABHD17B","0.0410","0.416","0.259","3","hsa-miR-4276","hsa-miR-642b-3p","hsa-miR-4532","","","","","","","",""
"FAM83H","0.0410","0.416","0.259","3","hsa-miR-4728-5p","hsa-miR-6787-5p","hsa-miR-663a","","","","","","","",""
"PRX","0.0410","0.416","0.259","3","hsa-miR-1343-3p","hsa-miR-6787-5p","hsa-miR-663a","","","","","","","",""
"SPTBN2","0.0410","0.416","0.259","3","hsa-miR-4675","hsa-miR-1343-3p","hsa-miR-8059","","","","","","","",""
"TACR3","0.0410","0.416","0.259","3","hsa-miR-4728-5p","hsa-miR-4276","hsa-miR-3184-5p","","","","","","","",""
"CBX6","0.0422","0.427","0.434","6","hsa-miR-3184-5p","hsa-miR-1233-5p","hsa-miR-4728-5p","hsa-miR-6090","hsa-miR-6756-5p","hsa-miR-6766-5p","","","","",""
"CASP16P","0.0431","0.432","0.335","4","hsa-miR-4648","hsa-miR-6766-5p","hsa-miR-6756-5p","hsa-miR-6784-5p","","","","","","",""
"CIAPIN1","0.0432","0.432","0.264","3","hsa-miR-6805-5p","hsa-miR-1233-5p","hsa-miR-4728-5p","","","","","","","",""
"RGS5","0.0432","0.432","0.264","3","hsa-miR-6787-5p","hsa-miR-663a","hsa-miR-4706","","","","","","","",""
"SPATA6","0.0432","0.432","0.264","3","hsa-miR-6766-5p","hsa-miR-6756-5p","hsa-miR-4525","","","","","","","",""
"CYP11A1","0.0441","0.433","0.170","2","hsa-miR-6766-5p","hsa-miR-6756-5p","","","","","","","","",""
"HIST1H2AD","0.0441","0.433","0.170","2","hsa-miR-6766-5p","hsa-miR-6756-5p","","","","","","","","",""
"MYO3A","0.0441","0.433","0.170","2","hsa-miR-4276","hsa-miR-6131","","","","","","","","",""
"NLRP6","0.0441","0.433","0.170","2","hsa-miR-6766-5p","hsa-miR-6756-5p","","","","","","","","",""
"SETD3","0.0441","0.433","0.170","2","hsa-miR-320a","hsa-miR-642b-3p","","","","","","","","",""
"SPECC1L","0.0441","0.433","0.170","2","hsa-miR-4706","hsa-miR-4787-5p","","","","","","","","",""
"PCGF3","0.0447","0.438","0.339","4","hsa-miR-6766-5p","hsa-miR-6756-5p","hsa-miR-6787-5p","hsa-miR-663a","","","","","","",""
"CDH6","0.0455","0.439","0.269","3","hsa-miR-1233-5p","hsa-miR-6766-5p","hsa-miR-6756-5p","","","","","","","",""
"COL4A3BP","0.0481","0.439","0.347","4","hsa-miR-4276","hsa-miR-6766-5p","hsa-miR-6756-5p","hsa-miR-4728-5p","","","","","","",""
"CRISPLD2","0.0479","0.439","0.447","6","hsa-miR-1233-5p","hsa-miR-4728-5p","hsa-miR-6131","hsa-miR-4532","hsa-miR-1307-3p","hsa-miR-1203","","","","",""
"CYTH2","0.0478","0.439","0.275","3","hsa-miR-6787-5p","hsa-miR-663a","hsa-miR-4728-5p","","","","","","","",""
"EIF2B5","0.0480","0.439","0.178","2","hsa-miR-1203","hsa-miR-320a","","","","","","","","",""
"HIST2H3C","0.0480","0.439","0.178","2","hsa-miR-6766-5p","hsa-miR-6756-5p","","","","","","","","",""
"LIMD1","0.0481","0.439","0.347","4","hsa-miR-1233-5p","hsa-miR-6766-5p","hsa-miR-6756-5p","hsa-miR-6090","","","","","","",""
"PNMA2","0.0455","0.439","0.269","3","hsa-miR-4758-5p","hsa-miR-1238-5p","hsa-miR-4728-5p","","","","","","","",""
"RIOK3","0.0480","0.439","0.178","2","hsa-miR-1343-3p","hsa-miR-3940-5p","","","","","","","","",""
"SEC22C","0.0455","0.439","0.269","3","hsa-miR-3184-5p","hsa-miR-6756-5p","hsa-miR-6766-5p","","","","","","","",""
"YIPF2","0.0480","0.439","0.178","2","hsa-miR-4728-5p","hsa-miR-4706","","","","","","","","",""
"SUMO1","0.0485","0.441","0.404","5","hsa-miR-4276","hsa-miR-6766-5p","hsa-miR-6756-5p","hsa-miR-4525","hsa-miR-4728-5p","","","","","",""
"ZNF207","0.0485","0.441","0.404","5","hsa-miR-1343-3p","hsa-miR-1233-5p","hsa-miR-4648","hsa-miR-1307-3p","hsa-miR-6746-5p","","","","","",""
"TPM3","0.0491","0.444","0.450","6","hsa-miR-4648","hsa-miR-6766-5p","hsa-miR-6756-5p","hsa-miR-6746-5p","hsa-miR-197-5p","hsa-miR-4687-5p","","","","",""
"RABGAP1L","0.0498","0.450","0.351","4","hsa-miR-6802-5p","hsa-miR-6800-5p","hsa-miR-6131","hsa-miR-1343-3p","","","","","","",""
"ABCC5","0.0502","0.450","0.280","3","hsa-miR-3184-5p","hsa-miR-4675","hsa-miR-6805-5p","","","","","","","",""
"KMT2D","0.0503","0.450","0.452","6","hsa-miR-320a","hsa-miR-4525","hsa-miR-4706","hsa-miR-1233-5p","hsa-miR-4728-5p","hsa-miR-6090","","","","",""
"LIMK1","0.0502","0.450","0.280","3","hsa-miR-1233-5p","hsa-miR-6756-5p","hsa-miR-6766-5p","","","","","","","",""
"AKNA","0.0521","0.454","0.186","2","hsa-miR-575","hsa-miR-6746-5p","","","","","","","","",""
"ARHGEF18","0.0521","0.454","0.186","2","hsa-miR-1469","hsa-miR-4675","","","","","","","","",""
"ARMCX6","0.0521","0.454","0.186","2","hsa-miR-6766-5p","hsa-miR-6756-5p","","","","","","","","",""
"C20orf27","0.0521","0.454","0.186","2","hsa-miR-320a","hsa-miR-3184-5p","","","","","","","","",""
"CDH7","0.0516","0.454","0.356","4","hsa-miR-6787-5p","hsa-miR-663a","hsa-miR-1203","hsa-miR-4728-5p","","","","","","",""
"EN1","0.0521","0.454","0.186","2","hsa-miR-6746-5p","hsa-miR-3184-5p","","","","","","","","",""
"MALL","0.0521","0.454","0.186","2","hsa-miR-1238-5p","hsa-miR-4758-5p","","","","","","","","",""
"MCRIP1","0.0521","0.454","0.186","2","hsa-miR-4728-5p","hsa-miR-3184-5p","","","","","","","","",""
"PRSS22","0.0521","0.454","0.186","2","hsa-miR-6787-5p","hsa-miR-663a","","","","","","","","",""
"UBTF","0.0516","0.454","0.356","4","hsa-miR-6766-5p","hsa-miR-6756-5p","hsa-miR-1233-5p","hsa-miR-4525","","","","","","",""
"BCL7B","0.0526","0.455","0.285","3","hsa-miR-4675","hsa-miR-92b-5p","hsa-miR-320a","","","","","","","",""
"PPARA","0.0526","0.455","0.285","3","hsa-miR-1233-5p","hsa-miR-6766-5p","hsa-miR-6756-5p","","","","","","","",""
"THRB","0.0526","0.455","0.285","3","hsa-miR-1238-5p","hsa-miR-4758-5p","hsa-miR-320a","","","","","","","",""
"CTXN1","0.0551","0.468","0.291","3","hsa-miR-4787-5p","hsa-miR-6756-5p","hsa-miR-6766-5p","","","","","","","",""
"DDA1","0.0553","0.468","0.364","4","hsa-miR-6766-5p","hsa-miR-6756-5p","hsa-miR-4525","hsa-miR-6805-5p","","","","","","",""
"HIST2H2AA3","0.0551","0.468","0.291","3","hsa-miR-320a","hsa-miR-6766-5p","hsa-miR-6756-5p","","","","","","","",""
"LNX2","0.0562","0.468","0.194","2","hsa-miR-1233-5p","hsa-miR-6746-5p","","","","","","","","",""
"MID1IP1","0.0551","0.468","0.291","3","hsa-miR-6756-5p","hsa-miR-6766-5p","hsa-miR-92b-5p","","","","","","","",""
"NUCB1","0.0553","0.468","0.364","4","hsa-miR-6131","hsa-miR-4648","hsa-miR-6756-5p","hsa-miR-6766-5p","","","","","","",""
"PUS3","0.0562","0.468","0.194","2","hsa-miR-6802-5p","hsa-miR-6800-5p","","","","","","","","",""
"RAC3","0.0562","0.468","0.194","2","hsa-miR-6802-5p","hsa-miR-4687-5p","","","","","","","","",""
"RCE1","0.0562","0.468","0.194","2","hsa-miR-6766-5p","hsa-miR-6756-5p","","","","","","","","",""
"RHOXF2B","0.0562","0.468","0.194","2","hsa-miR-6766-5p","hsa-miR-6756-5p","","","","","","","","",""
"SAA1","0.0562","0.468","0.194","2","hsa-miR-6766-5p","hsa-miR-6756-5p","","","","","","","","",""
"SPIN4","0.0551","0.468","0.291","3","hsa-miR-4758-5p","hsa-miR-1238-5p","hsa-miR-4687-5p","","","","","","","",""
"TRAF3","0.0562","0.468","0.194","2","hsa-miR-6746-5p","hsa-miR-6805-5p","","","","","","","","",""
"VSIG1","0.0562","0.468","0.194","2","hsa-miR-1343-3p","hsa-miR-1307-3p","","","","","","","","",""
"WNK2","0.0562","0.468","0.194","2","hsa-miR-1233-5p","hsa-miR-4648","","","","","","","","",""
"ZCCHC3","0.0553","0.468","0.364","4","hsa-miR-4728-5p","hsa-miR-4706","hsa-miR-663a","hsa-miR-6787-5p","","","","","","",""
"FBXW8","0.0572","0.474","0.368","4","hsa-miR-4728-5p","hsa-miR-1343-3p","hsa-miR-4675","hsa-miR-6746-5p","","","","","","",""
"ANKRD45","0.0576","0.474","0.296","3","hsa-miR-4728-5p","hsa-miR-4706","hsa-miR-4787-5p","","","","","","","",""
"ENTPD7","0.0576","0.474","0.296","3","hsa-miR-4690-5p","hsa-miR-4732-5p","hsa-miR-4728-5p","","","","","","","",""
"KDM6B","0.0574","0.474","0.423","5","hsa-miR-4706","hsa-miR-6746-5p","hsa-miR-1203","hsa-miR-4728-5p","hsa-miR-6090","","","","","",""
"ATG9A","0.0630","0.490","0.380","4","hsa-miR-3184-5p","hsa-miR-4648","hsa-miR-6756-5p","hsa-miR-6766-5p","","","","","","",""
"ATXN2","0.0628","0.490","0.307","3","hsa-miR-3940-5p","hsa-miR-6766-5p","hsa-miR-6756-5p","","","","","","","",""
"CASKIN2","0.0605","0.490","0.202","2","hsa-miR-6756-5p","hsa-miR-6766-5p","","","","","","","","",""
"HEXA","0.0628","0.490","0.307","3","hsa-miR-6787-5p","hsa-miR-663a","hsa-miR-4728-5p","","","","","","","",""
"HIST2H2AC","0.0605","0.490","0.202","2","hsa-miR-6766-5p","hsa-miR-6756-5p","","","","","","","","",""
"IGSF8","0.0628","0.490","0.307","3","hsa-miR-1233-5p","hsa-miR-197-5p","hsa-miR-4728-5p","","","","","","","",""
"RAB15","0.0610","0.490","0.376","4","hsa-miR-6756-5p","hsa-miR-6766-5p","hsa-miR-4525","hsa-miR-1343-3p","","","","","","",""
"SMCR8","0.0621","0.490","0.433","5","hsa-miR-6131","hsa-miR-1233-5p","hsa-miR-6090","hsa-miR-6756-5p","hsa-miR-6766-5p","","","","","",""
"ZFP82","0.0605","0.490","0.202","2","hsa-miR-4532","hsa-miR-1307-3p","","","","","","","","",""
"PEX26","0.0634","0.491","0.479","6","hsa-miR-4675","hsa-miR-1307-3p","hsa-miR-4706","hsa-miR-4728-5p","hsa-miR-663a","hsa-miR-6787-5p","","","","",""
"IP6K1","0.0638","0.492","0.436","5","hsa-miR-6766-5p","hsa-miR-6756-5p","hsa-miR-4728-5p","hsa-miR-4276","hsa-miR-1233-5p","","","","","",""
"AMFR","0.0649","0.495","0.210","2","hsa-miR-1233-5p","hsa-miR-4648","","","","","","","","",""
"C10orf71","0.0649","0.495","0.210","2","hsa-miR-4758-5p","hsa-miR-1238-5p","","","","","","","","",""
"G6PD","0.0649","0.495","0.210","2","hsa-miR-4648","hsa-miR-6805-5p","","","","","","","","",""
