Score,Name,Disease categories,# Total Genes,# Matched Genes,Matched Genes (Symbols),Evidence URL,Genetic Associations,Matched Genes for Genetic Associations,Diferentially Expressed Genes in Tissue Samples,Genes Matched to Differentially Expressed Genes
1.34,"46,Xx Sex Reversal","Bone diseases, Endocrine diseases, Reproductive diseases, Genetic diseases, Rare diseases, Fetal diseases",19,1,SOX9,https://www.malacards.org/card/46xx_sex_reversal,,,,
1.33,Chronic Polyneuropathy,Neuronal diseases,12,1,NOTCH2NLA,https://www.malacards.org/card/chronic_polyneuropathy,,,,
1.33,Auditory Agnosia,"Neuronal diseases, Mental diseases, Ear diseases",12,1,PRNP,https://www.malacards.org/card/auditory_agnosia,,,,
1.33,Geographic Tongue,"Gastrointestinal diseases, Oral diseases, Smell/Taste diseases, Rare diseases",12,1,TNF,https://www.malacards.org/card/geographic_tongue,,,,
1.33,"3-Methylglutaconic Aciduria, Type Iv","Neuronal diseases, Nephrological diseases, Eye diseases, Metabolic diseases, Genetic diseases, Rare diseases",12,1,TMEM70,https://www.malacards.org/card/3_methylglutaconic_aciduria_type_iv_3,,,,
1.33,Necrotizing Ulcerative Gingivitis,"Oral diseases, Rare diseases",12,1,TNF,https://www.malacards.org/card/necrotizing_ulcerative_gingivitis,,,,
1.33,Gait Apraxia,Mental diseases,12,1,PRNP,https://www.malacards.org/card/gait_apraxia,,,,
1.33,Pericoronitis,"Gastrointestinal diseases, Oral diseases",12,1,TNF,https://www.malacards.org/card/pericoronitis,,,,
1.33,Gerstmann Syndrome,"Neuronal diseases, Mental diseases, Rare diseases",12,1,PRNP,https://www.malacards.org/card/gerstmann_syndrome,,,,
1.33,Jejunoileitis,Gastrointestinal diseases,12,1,TNF,https://www.malacards.org/card/jejunoileitis,,,,
1.33,Simultanagnosia,"Mental diseases, Eye diseases, Rare diseases",12,1,PRNP,https://www.malacards.org/card/simultanagnosia,,,,
1.33,Qualitative Platelet Defect,"Blood diseases, Immune diseases",12,1,CLASP1,https://www.malacards.org/card/qualitative_platelet_defect,,,,
1.33,Diversion Colitis,Gastrointestinal diseases,12,1,TNF,https://www.malacards.org/card/diversion_colitis,,,,
1.33,Leukorrhea,Reproductive diseases,12,1,TNF,https://www.malacards.org/card/leukorrhea,,,,
1.33,Discitis,,12,1,TNF,https://www.malacards.org/card/discitis,,,,
1.33,Shwartzman Phenomenon,"Blood diseases, Cardiovascular diseases, Rare diseases",12,1,TNF,https://www.malacards.org/card/shwartzman_phenomenon,,,,
1.33,Persian Gulf Syndrome,,12,1,ADCYAP1,https://www.malacards.org/card/persian_gulf_syndrome,,,,
1.33,Toxicodendron Dermatitis,"Skin diseases, Immune diseases",12,1,CXCL8,https://www.malacards.org/card/toxicodendron_dermatitis,,,,
1.33,Pulmonary Sclerosing Hemangioma,"Respiratory diseases, Cardiovascular diseases, Cancer diseases",12,1,CDH1,https://www.malacards.org/card/pulmonary_sclerosing_hemangioma,,,,
1.33,Ocular Tuberculosis,"Neuronal diseases, Infectious diseases",12,1,TNF,https://www.malacards.org/card/ocular_tuberculosis,,,,
1.33,Chondroid Chordoma,"Bone diseases, Cancer diseases",12,1,SOX9,https://www.malacards.org/card/chondroid_chordoma,,,,
1.33,Transient Arthritis,"Bone diseases, Liver diseases, Immune diseases, Genetic diseases",12,1,TNF,https://www.malacards.org/card/transient_arthritis,,,,
1.33,Cardiac Sarcoidosis,Immune diseases,20,1,TNF,https://www.malacards.org/card/cardiac_sarcoidosis,,,,
1.31,Alzheimer Disease 3,"Neuronal diseases, Oral diseases, Mental diseases, Cardiovascular diseases, Genetic diseases, Rare diseases",11,1,PCYT2,https://www.malacards.org/card/alzheimer_disease_3,,,,
1.31,"Cone-Rod Dystrophy, X-Linked, 3","Neuronal diseases, Eye diseases, Genetic diseases, Rare diseases",12,1,CABP4,https://www.malacards.org/card/cone_rod_dystrophy_x_linked_3_2,,,,
1.31,"Epilepsy, Familial Adult Myoclonic, 1","Neuronal diseases, Oral diseases, Mental diseases, Muscle diseases, Eye diseases, Metabolic diseases, Genetic diseases, Rare diseases, Fetal diseases",12,1,NOTCH2NLA,https://www.malacards.org/card/epilepsy_familial_adult_myoclonic_1,,,,
1.31,"Erythrocytosis, Familial, 4","Blood diseases, Cancer diseases, Metabolic diseases, Genetic diseases, Rare diseases",12,1,EGLN1,https://www.malacards.org/card/erythrocytosis_familial_4,,,,
1.31,"Microcephaly With Or Without Chorioretinopathy, Lymphedema, Or Impaired Intellectual Development","Neuronal diseases, Skin diseases, Eye diseases, Cardiovascular diseases, Genetic diseases, Rare diseases, Fetal diseases",12,1,CCBE1,https://www.malacards.org/card/microcephaly_with_or_without_chorioretinopathy_lymphedema_or_impaired_intellectual_development,,,,
1.31,Sarcosinemia,"Neuronal diseases, Nephrological diseases, Blood diseases, Metabolic diseases, Genetic diseases, Rare diseases",12,1,SLC45A4,https://www.malacards.org/card/sarcosinemia,,,,
1.31,Van Maldergem Syndrome 2,"Neuronal diseases, Smell/Taste diseases, Ear diseases, Genetic diseases, Rare diseases, Fetal diseases",12,1,CCBE1,https://www.malacards.org/card/van_maldergem_syndrome_2,,,,
1.31,Hypotrichosis-Lymphedema-Telangiectasia-Renal Defect Syndrome,"Nephrological diseases, Skin diseases, Immune diseases, Cardiovascular diseases, Genetic diseases, Rare diseases, Fetal diseases",12,1,CCBE1,https://www.malacards.org/card/hypotrichosis_lymphedema_telangiectasia_renal_defect_syndrome,,,,
1.31,Preretinal Fibrosis,"Neuronal diseases, Eye diseases",13,1,CCN2,https://www.malacards.org/card/preretinal_fibrosis,,,,
1.31,Periarthritis,Bone diseases,13,1,TNF,https://www.malacards.org/card/periarthritis,,,,
1.31,Farmer'S Lung,"Immune diseases, Respiratory diseases, Rare diseases",13,1,TNF,https://www.malacards.org/card/farmers_lung,,,,
1.31,Pars Planitis,"Neuronal diseases, Eye diseases, Rare diseases",13,1,TNF,https://www.malacards.org/card/pars_planitis,,,,
1.31,Cercarial Dermatitis,"Skin diseases, Immune diseases, Infectious diseases, Rare diseases",13,1,SNAI1,https://www.malacards.org/card/cercarial_dermatitis,,,,
1.31,Giant Papillary Conjunctivitis,"Neuronal diseases, Eye diseases, Rare diseases",13,1,CXCL8,https://www.malacards.org/card/giant_papillary_conjunctivitis,,,,
1.31,Breast Oncocytic Carcinoma,Cancer diseases,13,1,BMI1,https://www.malacards.org/card/breast_oncocytic_carcinoma,,,,
1.31,Wound Botulism,"Neuronal diseases, Skin diseases, Eye diseases, Infectious diseases, Rare diseases",13,1,SNAP25,https://www.malacards.org/card/wound_botulism,,,,
1.31,Adenoid Squamous Cell Carcinoma,"Gastrointestinal diseases, Immune diseases, Cancer diseases",13,1,CDH1,https://www.malacards.org/card/adenoid_squamous_cell_carcinoma,,,,
1.31,Papillary Conjunctivitis,"Neuronal diseases, Eye diseases",13,1,CXCL8,https://www.malacards.org/card/papillary_conjunctivitis,,,,
1.31,Interstitial Keratitis,,13,1,TNF,https://www.malacards.org/card/interstitial_keratitis,,,,
1.31,Baritosis,"Respiratory diseases, Rare diseases",13,1,CXCL8,https://www.malacards.org/card/baritosis,,,,
1.31,Null-Cell Leukemia,"Blood diseases, Immune diseases, Cancer diseases",13,1,TNF,https://www.malacards.org/card/null_cell_leukemia,,,,
1.31,Interval Angle-Closure Glaucoma,"Neuronal diseases, Eye diseases",13,1,ADCYAP1,https://www.malacards.org/card/interval_angle_closure_glaucoma,,,,
1.31,Visual Agnosia,"Mental diseases, Eye diseases",13,1,PRNP,https://www.malacards.org/card/visual_agnosia,,,,
1.31,Clear Cell Adenocarcinoma,Cancer diseases,22,1,SMAD3,https://www.malacards.org/card/clear_cell_adenocarcinoma,,,,
1.30,Chronic Wasting Disease,"Neuronal diseases, Infectious diseases",23,1,PRNP,https://www.malacards.org/card/chronic_wasting_disease,,,,
1.29,"Night Blindness, Congenital Stationary, Type 1b","Neuronal diseases, Mental diseases, Eye diseases, Genetic diseases, Rare diseases",12,1,CABP4,https://www.malacards.org/card/night_blindness_congenital_stationary_type_1b,,,,
1.29,Oguchi Disease 2,"Neuronal diseases, Eye diseases, Genetic diseases, Rare diseases",12,1,CABP4,https://www.malacards.org/card/oguchi_disease_2,,,,
1.29,Schizophrenia 19,"Neuronal diseases, Mental diseases, Ear diseases, Genetic diseases",12,1,FZD2,https://www.malacards.org/card/schizophrenia_19,,,,
1.29,"Ciliary Dyskinesia, Primary, 30","Reproductive diseases, Respiratory diseases, Ear diseases, Genetic diseases, Rare diseases, Fetal diseases",12,1,CCDC39,https://www.malacards.org/card/ciliary_dyskinesia_primary_30,,,,
1.29,Noonan Syndrome 5,"Bone diseases, Neuronal diseases, Nephrological diseases, Skin diseases, Endocrine diseases, Reproductive diseases, Mental diseases, Eye diseases, Cardiovascular diseases, Ear diseases, Genetic diseases, Rare diseases, Fetal diseases",13,1,CCBE1,https://www.malacards.org/card/noonan_syndrome_5,,,,
1.29,"Chondrodysplasia With Platyspondyly, Distinctive Brachydactyly, Hydrocephaly, And Microphthalmia","Bone diseases, Neuronal diseases, Genetic diseases, Rare diseases, Fetal diseases",13,1,CLASP1,https://www.malacards.org/card/chondrodysplasia_with_platyspondyly_distinctive_brachydactyly_hydrocephaly_and_microphthalmia,,,,
1.29,Cone-Rod Dystrophy 5,"Neuronal diseases, Eye diseases, Genetic diseases, Rare diseases",13,1,CABP4,https://www.malacards.org/card/cone_rod_dystrophy_5,,,,
1.29,Dialysis-Related Amyloidosis,"Bone diseases, Neuronal diseases, Nephrological diseases, Gastrointestinal diseases, Metabolic diseases, Genetic diseases, Rare diseases",13,1,PRNP,https://www.malacards.org/card/dialysis_related_amyloidosis,,,,
1.29,Inflammatory Breast Carcinoma,"Skin diseases, Reproductive diseases, Immune diseases, Cancer diseases, Genetic diseases, Rare diseases",14,1,CDH1,https://www.malacards.org/card/inflammatory_breast_carcinoma,,,,
1.29,Agraphia,Mental diseases,14,1,PRNP,https://www.malacards.org/card/agraphia,,,,
1.29,Angiostrongyliasis,"Neuronal diseases, Gastrointestinal diseases, Eye diseases, Infectious diseases, Rare diseases",14,1,SNAI1,https://www.malacards.org/card/angiostrongyliasis,,,,
1.29,Central Nervous System Tuberculosis,"Neuronal diseases, Infectious diseases, Rare diseases",14,1,TNF,https://www.malacards.org/card/central_nervous_system_tuberculosis,,,,
1.29,Physiological Polycythemia,Blood diseases,14,1,TNF,https://www.malacards.org/card/physiological_polycythemia,,,,
1.29,Clear Cell Chondrosarcoma,"Bone diseases, Cancer diseases",14,1,SOX9,https://www.malacards.org/card/clear_cell_chondrosarcoma,,,,
1.29,Lateral Displacement Of Eye,"Bone diseases, Eye diseases",14,1,SNAI1,https://www.malacards.org/card/lateral_displacement_of_eye,,,,
1.29,Subacute Delirium,"Neuronal diseases, Mental diseases",14,1,TCF4,https://www.malacards.org/card/subacute_delirium,,,,
1.29,Acute Retinal Necrosis Syndrome,"Neuronal diseases, Eye diseases",14,1,TNF,https://www.malacards.org/card/acute_retinal_necrosis_syndrome,,,,
1.29,Pyometritis,Reproductive diseases,14,1,BMI1,https://www.malacards.org/card/pyometritis,,,,
1.29,Akinetic Mutism,"Neuronal diseases, Eye diseases",14,1,PRNP,https://www.malacards.org/card/akinetic_mutism,,,,
1.29,Chronic Apical Periodontitis,"Gastrointestinal diseases, Oral diseases",14,1,TNF,https://www.malacards.org/card/chronic_apical_periodontitis,,,,
1.29,Atrophic Glossitis,"Gastrointestinal diseases, Oral diseases, Smell/Taste diseases",14,1,TNF,https://www.malacards.org/card/atrophic_glossitis,,,,
1.29,Lymphangiosarcoma,"Skin diseases, Immune diseases, Cancer diseases, Rare diseases",14,1,TNF,https://www.malacards.org/card/lymphangiosarcoma,,,,
1.29,Acquired Polycythemia,"Blood diseases, Immune diseases, Respiratory diseases, Genetic diseases, Rare diseases",14,1,EGLN1,https://www.malacards.org/card/acquired_polycythemia,,,,
1.29,Ideomotor Apraxia,"Neuronal diseases, Mental diseases",14,1,PRNP,https://www.malacards.org/card/ideomotor_apraxia,,,,
1.29,Granulomatous Hepatitis,"Gastrointestinal diseases, Liver diseases",14,1,TNF,https://www.malacards.org/card/granulomatous_hepatitis,,,,
1.29,Metal Allergy,"Skin diseases, Immune diseases",14,1,TNF,https://www.malacards.org/card/metal_allergy,,,,
1.29,Tuberculous Epididymitis,"Reproductive diseases, Infectious diseases",14,1,TNF,https://www.malacards.org/card/tuberculous_epididymitis,,,,
1.29,Acute Endometritis,"Reproductive diseases, Infectious diseases",14,1,ADCYAP1,https://www.malacards.org/card/acute_endometritis,,,,
1.29,Hereditary Lymphedema Ii,"Skin diseases, Immune diseases, Cardiovascular diseases, Genetic diseases, Rare diseases, Fetal diseases",14,1,CCBE1,https://www.malacards.org/card/hereditary_lymphedema_ii,,,,
1.29,Infant Botulism,"Neuronal diseases, Gastrointestinal diseases, Eye diseases, Infectious diseases, Rare diseases",14,1,SNAP25,https://www.malacards.org/card/infant_botulism,,,,
1.29,Optic Papillitis,"Neuronal diseases, Eye diseases, Smell/Taste diseases",14,1,TNF,https://www.malacards.org/card/optic_papillitis,,,,
1.29,Arachnoiditis,"Neuronal diseases, Nephrological diseases, Genetic diseases, Rare diseases",14,1,TNF,https://www.malacards.org/card/arachnoiditis,,,,
1.29,Dentin Caries,"Gastrointestinal diseases, Oral diseases",14,1,MMP2,https://www.malacards.org/card/dentin_caries,,,,
1.29,Hypomyelinating Leukoencephalopathy,"Neuronal diseases, Genetic diseases",14,1,NOTCH2NLA,https://www.malacards.org/card/hypomyelinating_leukoencephalopathy,,,,
1.29,Blau Syndrome,"Bone diseases, Blood diseases, Skin diseases, Eye diseases, Respiratory diseases, Genetic diseases, Rare diseases",23,1,TNF,https://www.malacards.org/card/blau_syndrome,,,,
1.28,"46,Xy Sex Reversal 9","Bone diseases, Endocrine diseases, Reproductive diseases, Genetic diseases, Rare diseases, Fetal diseases",13,1,SOX9,https://www.malacards.org/card/46xy_sex_reversal_9,,,,
1.28,Secretory Diarrhea,Gastrointestinal diseases,25,1,SLC9A3,https://www.malacards.org/card/secretory_diarrhea,,,,
1.27,Metatropic Dysplasia,"Bone diseases, Respiratory diseases, Genetic diseases, Rare diseases, Fetal diseases",14,1,SOX9,https://www.malacards.org/card/metatropic_dysplasia,,,,
1.27,Hypotrichosis-Lymphedema-Telangiectasia Syndrome,"Immune diseases, Genetic diseases",14,1,CCBE1,https://www.malacards.org/card/hypotrichosis_lymphedema_telangiectasia_syndrome,,,,
1.27,Nephronophthisis 4,"Neuronal diseases, Nephrological diseases, Liver diseases, Eye diseases, Genetic diseases, Rare diseases",14,1,CABP4,https://www.malacards.org/card/nephronophthisis_4,,,,
1.27,Scirrhous Adenocarcinoma,Cancer diseases,15,1,CDH1,https://www.malacards.org/card/scirrhous_adenocarcinoma,,,,
1.27,Drug-Induced Lupus Erythematosus,"Bone diseases, Skin diseases, Immune diseases, Rare diseases",15,1,TNF,https://www.malacards.org/card/drug_induced_lupus_erythematosus,,,,
1.27,Spondylarthropathy,Rare diseases,15,1,TNF,https://www.malacards.org/card/spondylarthropathy,,,,
1.27,Mesenteric Lymphadenitis,Immune diseases,15,1,TNF,https://www.malacards.org/card/mesenteric_lymphadenitis,,,,
1.27,Critical Illness Polyneuropathy,Neuronal diseases,15,1,TNF,https://www.malacards.org/card/critical_illness_polyneuropathy,,,,
1.27,Borderline Leprosy,Infectious diseases,15,1,TNF,https://www.malacards.org/card/borderline_leprosy,,,,
1.27,Plantar Fasciitis,,15,1,TNF,https://www.malacards.org/card/plantar_fasciitis,,,,
1.27,Intestinal Tuberculosis,"Gastrointestinal diseases, Infectious diseases",15,1,TNF,https://www.malacards.org/card/intestinal_tuberculosis,,,,
1.27,Excessive Tearing,"Neuronal diseases, Eye diseases",15,1,TNF,https://www.malacards.org/card/excessive_tearing,,,,
1.27,Central Pontine Myelinolysis,"Neuronal diseases, Rare diseases",15,1,SNAI1,https://www.malacards.org/card/central_pontine_myelinolysis,,,,
1.27,Linitis Plastica,"Gastrointestinal diseases, Cancer diseases",15,1,CDH1,https://www.malacards.org/card/linitis_plastica,,,,
1.27,Nocardiosis,"Infectious diseases, Rare diseases",15,1,TNF,https://www.malacards.org/card/nocardiosis,,,,
1.27,Lung Mucoepidermoid Carcinoma,"Respiratory diseases, Cancer diseases",15,1,CXCL8,https://www.malacards.org/card/lung_mucoepidermoid_carcinoma,,,,
1.27,Granulomatous Dermatitis,Skin diseases,15,1,TNF,https://www.malacards.org/card/granulomatous_dermatitis,,,,
1.27,Snail Allergy,Immune diseases,15,1,SNAI1,https://www.malacards.org/card/snail_allergy,,,,
1.27,Amyotrophic Lateral Sclerosis 3,"Neuronal diseases, Oral diseases, Mental diseases, Muscle diseases, Respiratory diseases, Genetic diseases, Rare diseases",15,1,SNAP25,https://www.malacards.org/card/amyotrophic_lateral_sclerosis_3,,,,
1.27,Cerebritis,Neuronal diseases,15,1,TNF,https://www.malacards.org/card/cerebritis,,,,
1.27,Alexia,Mental diseases,15,1,PRNP,https://www.malacards.org/card/alexia,,,,
1.27,Myofascial Pain Syndrome,Muscle diseases,15,1,TNF,https://www.malacards.org/card/myofascial_pain_syndrome,,,,
1.27,Opportunistic Bacterial Infectious Disease,Infectious diseases,15,1,TNF,https://www.malacards.org/card/opportunistic_bacterial_infectious_disease,,,,
1.27,Chancroid,"Skin diseases, Reproductive diseases, Infectious diseases, Rare diseases",15,1,CXCL8,https://www.malacards.org/card/chancroid,,,,
1.27,Argentine Hemorrhagic Fever,"Neuronal diseases, Blood diseases, Infectious diseases, Rare diseases",15,1,GTPBP1,https://www.malacards.org/card/argentine_hemorrhagic_fever,,,,
1.27,"46,Xy Sex Reversal","Bone diseases, Endocrine diseases, Reproductive diseases, Genetic diseases, Rare diseases, Fetal diseases",25,1,SOX9,https://www.malacards.org/card/46xy_sex_reversal,,,,
1.26,Oral Cancer,"Oral diseases, Cancer diseases, Rare diseases",13,1,CDH1,https://www.malacards.org/card/oral_cancer,,,,
1.26,"Episodic Pain Syndrome, Familial, 1","Neuronal diseases, Respiratory diseases, Genetic diseases, Rare diseases",13,1,SELENOS,https://www.malacards.org/card/episodic_pain_syndrome_familial_1,,,,
1.26,"Neutrophilia, Hereditary","Blood diseases, Immune diseases, Genetic diseases, Rare diseases",14,1,CXCL8,https://www.malacards.org/card/neutrophilia_hereditary,,,,
1.26,"Spastic Paraplegia 79b, Autosomal Recessive","Neuronal diseases, Nephrological diseases, Gastrointestinal diseases, Skin diseases, Oral diseases, Mental diseases, Muscle diseases, Eye diseases, Respiratory diseases, Ear diseases, Metabolic diseases, Genetic diseases, Rare diseases",14,1,PCYT2,https://www.malacards.org/card/spastic_paraplegia_79b_autosomal_recessive,,,,
1.26,"Cerebral Amyloid Angiopathy, Cst3-Related","Bone diseases, Neuronal diseases, Blood diseases, Mental diseases, Muscle diseases, Cardiovascular diseases, Ear diseases, Metabolic diseases, Genetic diseases, Rare diseases",14,1,PRNP,https://www.malacards.org/card/cerebral_amyloid_angiopathy_cst3_related,,,,
1.26,Cone-Rod Dystrophy 6,"Neuronal diseases, Eye diseases, Genetic diseases, Rare diseases",15,1,CABP4,https://www.malacards.org/card/cone_rod_dystrophy_6,,,,
1.26,"Cerebral Amyloid Angiopathy, App-Related","Bone diseases, Neuronal diseases, Blood diseases, Mental diseases, Muscle diseases, Cardiovascular diseases, Ear diseases, Metabolic diseases, Genetic diseases, Rare diseases",15,1,PRNP,https://www.malacards.org/card/cerebral_amyloid_angiopathy_app_related,,,,
1.26,Spinocerebellar Ataxia 12,"Neuronal diseases, Liver diseases, Skin diseases, Mental diseases, Muscle diseases, Eye diseases, Ear diseases, Metabolic diseases, Genetic diseases, Rare diseases, Fetal diseases",15,1,PRNP,https://www.malacards.org/card/spinocerebellar_ataxia_12,,,,
1.26,Ovarian Small Cell Carcinoma,"Endocrine diseases, Reproductive diseases, Cancer diseases, Rare diseases",15,1,SMARCC1,https://www.malacards.org/card/ovarian_small_cell_carcinoma,,,,
1.26,Retinitis Pigmentosa 18,"Bone diseases, Neuronal diseases, Nephrological diseases, Liver diseases, Eye diseases, Ear diseases, Genetic diseases, Rare diseases",15,1,NOTCH2NLA,https://www.malacards.org/card/retinitis_pigmentosa_18,,,,
1.26,Gastrointestinal Tuberculosis,"Gastrointestinal diseases, Endocrine diseases, Infectious diseases",16,1,TNF,https://www.malacards.org/card/gastrointestinal_tuberculosis,,,,
1.26,Viral Exanthem,"Skin diseases, Infectious diseases",16,1,TNF,https://www.malacards.org/card/viral_exanthem,,,,
1.26,Frozen Shoulder,,16,1,TNF,https://www.malacards.org/card/frozen_shoulder,,,,
1.26,Intracranial Hypotension,Neuronal diseases,16,1,SMAD3,https://www.malacards.org/card/intracranial_hypotension,,,,
1.26,Cogan Syndrome,"Bone diseases, Neuronal diseases, Eye diseases, Cardiovascular diseases, Ear diseases, Rare diseases",16,1,TNF,https://www.malacards.org/card/cogan_syndrome,,,,
1.26,Cholecystolithiasis,Gastrointestinal diseases,16,1,CCN2,https://www.malacards.org/card/cholecystolithiasis,,,,
1.26,American Histoplasmosis,Infectious diseases,16,1,SEPTIN4,https://www.malacards.org/card/american_histoplasmosis,,,,
1.26,Pneumonic Tularemia,"Respiratory diseases, Infectious diseases",16,1,TNF,https://www.malacards.org/card/pneumonic_tularemia,,,,
1.26,Adenoid Hypertrophy,Respiratory diseases,16,1,TNF,https://www.malacards.org/card/adenoid_hypertrophy,,,,
1.26,Lymph Node Tuberculosis,"Immune diseases, Infectious diseases",16,1,TNF,https://www.malacards.org/card/lymph_node_tuberculosis,,,,
1.26,Sympathetic Ophthalmia,"Neuronal diseases, Eye diseases, Rare diseases",16,1,TNF,https://www.malacards.org/card/sympathetic_ophthalmia,,,,
1.26,Lymphocytic Colitis,"Blood diseases, Gastrointestinal diseases, Immune diseases, Rare diseases",16,1,TNF,https://www.malacards.org/card/lymphocytic_colitis,,,,
1.26,Mononeuritis Multiplex,"Neuronal diseases, Rare diseases",16,1,TNF,https://www.malacards.org/card/mononeuritis_multiplex,,,,
1.26,Chondroblastic Osteosarcoma,"Bone diseases, Cancer diseases",16,1,SOX9,https://www.malacards.org/card/chondroblastic_osteosarcoma,,,,
1.26,Gallbladder Signet Ring Cell Adenocarcinoma,"Gastrointestinal diseases, Cancer diseases",16,1,CDH1,https://www.malacards.org/card/gallbladder_signet_ring_cell_adenocarcinoma,,,,
1.26,Neurosyphilis,"Neuronal diseases, Infectious diseases, Rare diseases",16,1,CXCL8,https://www.malacards.org/card/neurosyphilis,,,,
1.26,T2-Low Asthma,Respiratory diseases,16,1,CXCL8,https://www.malacards.org/card/t2_low_asthma,,,,
1.26,Functional Diarrhea,Gastrointestinal diseases,16,1,SLC9A3,https://www.malacards.org/card/functional_diarrhea,,,,
1.26,Kidney Rhabdoid Cancer,"Nephrological diseases, Cancer diseases",16,1,SMARCC1,https://www.malacards.org/card/kidney_rhabdoid_cancer,,,,
1.26,Uterus Perivascular Epithelioid Cell Tumor,"Reproductive diseases, Cardiovascular diseases, Cancer diseases",16,1,GTPBP1,https://www.malacards.org/card/uterus_perivascular_epithelioid_cell_tumor,,,,
1.26,Secondary Syphilis,"Bone diseases, Neuronal diseases, Skin diseases, Reproductive diseases, Immune diseases, Infectious diseases, Rare diseases, Fetal diseases",16,1,TNF,https://www.malacards.org/card/secondary_syphilis,,,,
1.26,Marburg Hemorrhagic Fever,"Blood diseases, Oral diseases, Infectious diseases, Genetic diseases, Rare diseases",16,1,GTPBP1,https://www.malacards.org/card/marburg_hemorrhagic_fever,,,,
1.26,Skin Sarcoidosis,"Skin diseases, Immune diseases",16,1,TNF,https://www.malacards.org/card/skin_sarcoidosis,,,,
1.26,Pulmonary Sarcoidosis,"Immune diseases, Respiratory diseases",25,1,TNF,https://www.malacards.org/card/pulmonary_sarcoidosis,,,,
1.25,Acromesomelic Dysplasia 2a,"Bone diseases, Reproductive diseases, Genetic diseases, Rare diseases, Fetal diseases",14,1,GREM1,https://www.malacards.org/card/acromesomelic_dysplasia_2a,,,,
1.25,Intermediate Uveitis,"Neuronal diseases, Immune diseases, Eye diseases, Cardiovascular diseases, Rare diseases",16,1,TNF,https://www.malacards.org/card/intermediate_uveitis,,,,
1.25,Poems Syndrome,"Neuronal diseases, Blood diseases, Rare diseases",16,1,CXCL8,https://www.malacards.org/card/poems_syndrome,,,,
1.25,Arthus Reaction,"Immune diseases, Cardiovascular diseases",16,1,TNF,https://www.malacards.org/card/arthus_reaction,,,,
1.25,Granuloma Annulare,"Skin diseases, Rare diseases",16,1,TNF,https://www.malacards.org/card/granuloma_annulare,,,,
1.25,"Ciliary Dyskinesia, Primary, 8","Reproductive diseases, Respiratory diseases, Ear diseases, Genetic diseases, Rare diseases, Fetal diseases",16,1,CCDC39,https://www.malacards.org/card/ciliary_dyskinesia_primary_8,,,,
1.25,"Ciliary Dyskinesia, Primary, 4","Reproductive diseases, Respiratory diseases, Ear diseases, Genetic diseases, Rare diseases, Fetal diseases",16,1,CCDC39,https://www.malacards.org/card/ciliary_dyskinesia_primary_4,,,,
1.25,Subacute Thyroiditis,Endocrine diseases,16,1,TNF,https://www.malacards.org/card/subacute_thyroiditis,,,,
1.25,Mixed Gonadal Dysgenesis,"Endocrine diseases, Reproductive diseases, Rare diseases, Fetal diseases",16,1,SOX9,https://www.malacards.org/card/mixed_gonadal_dysgenesis,,,,
1.25,Ameloblastoma,"Oral diseases, Cancer diseases, Rare diseases",26,1,MMP2,https://www.malacards.org/card/ameloblastoma,,,,
1.25,Wilms Tumor 5,"Nephrological diseases, Blood diseases, Cancer diseases, Genetic diseases, Rare diseases, Fetal diseases",359,2,"CCN2, FZD2",https://www.malacards.org/card/wilms_tumor_5,,,Kidney,FZD2
1.24,"Osteogenesis Imperfecta, Type Vii","Bone diseases, Oral diseases, Eye diseases, Respiratory diseases, Ear diseases, Genetic diseases, Rare diseases, Fetal diseases",15,1,TMPPE,https://www.malacards.org/card/osteogenesis_imperfecta_type_vii,,,,
1.24,Noonan Syndrome 10,"Bone diseases, Neuronal diseases, Nephrological diseases, Skin diseases, Endocrine diseases, Reproductive diseases, Mental diseases, Eye diseases, Cardiovascular diseases, Ear diseases, Genetic diseases, Rare diseases, Fetal diseases",15,1,BMERB1,https://www.malacards.org/card/noonan_syndrome_10,,,,
1.24,Joubert Syndrome 25,"Neuronal diseases, Nephrological diseases, Liver diseases, Mental diseases, Eye diseases, Respiratory diseases, Genetic diseases, Rare diseases, Fetal diseases",15,1,CCDC39,https://www.malacards.org/card/joubert_syndrome_25,,,,
1.24,Optic Disk Drusen,"Neuronal diseases, Eye diseases",15,1,CABP4,https://www.malacards.org/card/optic_disk_drusen,,,,
1.24,Abcd Syndrome,"Neuronal diseases, Gastrointestinal diseases, Ear diseases, Genetic diseases",15,1,SNAP25,https://www.malacards.org/card/abcd_syndrome,,,,
1.24,Melorheostosis,"Bone diseases, Skin diseases, Rare diseases, Fetal diseases",16,1,SMAD3,https://www.malacards.org/card/melorheostosis,,,,
1.24,Serum Amyloid A Amyloidosis,"Bone diseases, Neuronal diseases, Nephrological diseases, Gastrointestinal diseases, Endocrine diseases, Immune diseases, Metabolic diseases, Rare diseases",16,1,TNF,https://www.malacards.org/card/serum_amyloid_a_amyloidosis,,,,
1.24,Familial Behcet-Like Autoinflammatory Syndrome,"Skin diseases, Oral diseases, Reproductive diseases, Immune diseases, Genetic diseases",16,1,TNF,https://www.malacards.org/card/familial_behcet_like_autoinflammatory_syndrome,,,,
1.24,Warburg Micro Syndrome 2,"Neuronal diseases, Mental diseases, Eye diseases, Genetic diseases, Rare diseases, Fetal diseases",16,1,PRNP,https://www.malacards.org/card/warburg_micro_syndrome_2,,,,
