Score,Name,Disease categories,# Total Genes,# Matched Genes,Matched Genes (Symbols),Evidence URL,Genetic Associations,Matched Genes for Genetic Associations,Diferentially Expressed Genes in Tissue Samples,Genes Matched to Differentially Expressed Genes
1.31,"Microcephaly With Or Without Chorioretinopathy, Lymphedema, Or Impaired Intellectual Development","Eye diseases, Neuronal diseases, Cardiovascular diseases, Skin diseases, Genetic diseases, Rare diseases, Fetal diseases",12,1,CCBE1,https://www.malacards.org/card/microcephaly_with_or_without_chorioretinopathy_lymphedema_or_impaired_intellectual_development,,,,
1.31,"Spastic Paraplegia 75, Autosomal Recessive","Gastrointestinal diseases, Nephrological diseases, Eye diseases, Neuronal diseases, Respiratory diseases, Muscle diseases, Mental diseases, Oral diseases, Skin diseases, Ear diseases, Metabolic diseases, Genetic diseases, Rare diseases",12,1,REEP2,https://www.malacards.org/card/spastic_paraplegia_75_autosomal_recessive,,,,
1.31,Van Maldergem Syndrome 2,"Neuronal diseases, Ear diseases, Smell/Taste diseases, Genetic diseases, Rare diseases, Fetal diseases",12,1,CCBE1,https://www.malacards.org/card/van_maldergem_syndrome_2,,,,
1.31,Pentosuria,"Nephrological diseases, Metabolic diseases, Genetic diseases, Rare diseases",12,1,UGT3A1,https://www.malacards.org/card/pentosuria,,,,
1.31,Hypotrichosis-Lymphedema-Telangiectasia-Renal Defect Syndrome,"Nephrological diseases, Cardiovascular diseases, Immune diseases, Skin diseases, Genetic diseases, Rare diseases, Fetal diseases",12,1,CCBE1,https://www.malacards.org/card/hypotrichosis_lymphedema_telangiectasia_renal_defect_syndrome,,,,
1.31,Non-Gestational Choriocarcinoma,"Reproductive diseases, Fetal diseases, Cancer diseases",13,1,SLFN13,https://www.malacards.org/card/non_gestational_choriocarcinoma,,,,
1.31,Lacrimal Gland Adenoid Cystic Carcinoma,"Endocrine diseases, Neuronal diseases, Cancer diseases",13,1,MARVELD3,https://www.malacards.org/card/lacrimal_gland_adenoid_cystic_carcinoma,,,,
1.31,Childhood Oligodendroglioma,Cancer diseases,13,1,IDH2,https://www.malacards.org/card/childhood_oligodendroglioma,,,,
1.31,Phencyclidine Abuse,Mental diseases,13,1,KCTD20,https://www.malacards.org/card/phencyclidine_abuse,,,,
1.31,"Prostatic Hyperplasia, Benign","Nephrological diseases, Endocrine diseases",13,1,ACP3,https://www.malacards.org/card/prostatic_hyperplasia_benign,,,,
1.31,Latent Syphilis,Infectious diseases,13,1,PCNX2,https://www.malacards.org/card/latent_syphilis,,,,
1.31,Atypical Choroid Plexus Papilloma,"Neuronal diseases, Cardiovascular diseases, Rare diseases, Cancer diseases",13,1,ACP3,https://www.malacards.org/card/atypical_choroid_plexus_papilloma,,,,
1.31,Paratesticular Lipoma,"Reproductive diseases, Cancer diseases",13,1,TERT,https://www.malacards.org/card/paratesticular_lipoma,,,,
1.31,Epiglottitis,Respiratory diseases,13,1,LACTB,https://www.malacards.org/card/epiglottitis,,,,
1.31,Psoriasis 15,"Immune diseases, Skin diseases, Genetic diseases, Rare diseases",13,1,AP1S3,https://www.malacards.org/card/psoriasis_15,,,,
1.31,Epithelioid Leiomyosarcoma,"Muscle diseases, Cancer diseases",13,1,RANBP2,https://www.malacards.org/card/epithelioid_leiomyosarcoma,,,,
1.31,Transitional Meningioma,"Neuronal diseases, Cancer diseases",13,1,TERT,https://www.malacards.org/card/transitional_meningioma,,,,
1.31,"Muscular Dystrophy, Congenital, 1b","Neuronal diseases, Respiratory diseases, Cardiovascular diseases, Muscle diseases, Oral diseases, Genetic diseases, Rare diseases",13,1,FKTN,https://www.malacards.org/card/muscular_dystrophy_congenital_1b,,,,
1.31,Sternum Cancer,"Bone diseases, Cancer diseases",13,1,TERT,https://www.malacards.org/card/sternum_cancer,,,,
1.31,Baritosis,"Respiratory diseases, Rare diseases",13,1,TACR2,https://www.malacards.org/card/baritosis,,,,
1.31,Oropouche Fever,Infectious diseases,13,1,TGOLN2,https://www.malacards.org/card/oropouche_fever,,,,
1.31,Lacrimal Gland Adenocarcinoma,"Endocrine diseases, Neuronal diseases, Cancer diseases",13,1,MARVELD3,https://www.malacards.org/card/lacrimal_gland_adenocarcinoma,,,,
1.31,Epithelioid Inflammatory Myofibroblastic Sarcoma,"Immune diseases, Cancer diseases",13,1,RANBP2,https://www.malacards.org/card/epithelioid_inflammatory_myofibroblastic_sarcoma,,,,
1.31,Familial Cold Autoinflammatory Syndrome,"Bone diseases, Nephrological diseases, Endocrine diseases, Immune diseases, Blood diseases, Skin diseases, Ear diseases, Genetic diseases, Rare diseases",22,1,NLRP12,https://www.malacards.org/card/familial_cold_autoinflammatory_syndrome,,,,
1.31,"Muscular Dystrophy, Becker Type","Neuronal diseases, Muscle diseases, Genetic diseases, Rare diseases",219,2,"CES2, FKTN",https://www.malacards.org/card/muscular_dystrophy_becker_type,,,Skeletal Muscle,CES2
1.30,Methylmalonic Aciduria Due To Methylmalonyl-Coa Mutase Deficiency,"Nephrological diseases, Neuronal diseases, Metabolic diseases, Genetic diseases, Rare diseases",11,1,ACAD8,https://www.malacards.org/card/methylmalonic_aciduria_due_to_methylmalonyl_coa_mutase_deficiency,,,,
1.30,Optic Atrophy 2,"Eye diseases, Neuronal diseases, Mental diseases, Ear diseases, Metabolic diseases, Genetic diseases, Rare diseases",11,1,TACR2,https://www.malacards.org/card/optic_atrophy_2,,,,
1.29,Combined Oxidative Phosphorylation Deficiency 24,"Metabolic diseases, Genetic diseases, Rare diseases",12,1,NARS1,https://www.malacards.org/card/combined_oxidative_phosphorylation_deficiency_24,,,,
1.29,Dystonia 9,"Neuronal diseases, Muscle diseases, Mental diseases, Oral diseases, Genetic diseases, Rare diseases",12,1,UGT3A1,https://www.malacards.org/card/dystonia_9,,,,
1.29,"Charcot-Marie-Tooth Disease, Recessive Intermediate C","Nephrological diseases, Eye diseases, Neuronal diseases, Muscle diseases, Ear diseases, Metabolic diseases, Genetic diseases, Rare diseases, Fetal diseases",12,1,FIG4,https://www.malacards.org/card/charcot_marie_tooth_disease_recessive_intermediate_c,,,,
1.29,"Cutis Laxa, Autosomal Dominant 1","Bone diseases, Gastrointestinal diseases, Nephrological diseases, Eye diseases, Neuronal diseases, Respiratory diseases, Cardiovascular diseases, Muscle diseases, Mental diseases, Blood diseases, Skin diseases, Metabolic diseases, Genetic diseases, Rare diseases, Fetal diseases",12,1,BHMT2,https://www.malacards.org/card/cutis_laxa_autosomal_dominant_1,,,,
1.29,"Night Blindness, Congenital Stationary, Type 1h","Eye diseases, Neuronal diseases, Mental diseases, Genetic diseases, Rare diseases",12,1,GRM6,https://www.malacards.org/card/night_blindness_congenital_stationary_type_1h,,,,
1.29,"Citrullinemia, Classic","Neuronal diseases, Blood diseases, Metabolic diseases, Genetic diseases, Rare diseases",12,1,PCCB,https://www.malacards.org/card/citrullinemia_classic,,,,
1.29,"Spherocytosis, Type 3","Immune diseases, Blood diseases, Genetic diseases, Rare diseases",13,1,RSPH3,https://www.malacards.org/card/spherocytosis_type_3,,,,
1.29,Autosomal Recessive Limb-Girdle Muscular Dystrophy Type 2x,"Neuronal diseases, Respiratory diseases, Cardiovascular diseases, Muscle diseases, Mental diseases, Oral diseases, Metabolic diseases, Genetic diseases, Rare diseases",13,1,TOR1AIP1,https://www.malacards.org/card/autosomal_recessive_limb_girdle_muscular_dystrophy_type_2x,,,,
1.29,"Spastic Paraplegia 57, Autosomal Recessive","Gastrointestinal diseases, Nephrological diseases, Eye diseases, Neuronal diseases, Respiratory diseases, Muscle diseases, Mental diseases, Oral diseases, Skin diseases, Ear diseases, Metabolic diseases, Genetic diseases, Rare diseases",13,1,REEP2,https://www.malacards.org/card/spastic_paraplegia_57_autosomal_recessive,,,,
1.29,"Muscular Dystrophy-Dystroglycanopathy  , Type C, 1","Eye diseases, Neuronal diseases, Respiratory diseases, Cardiovascular diseases, Muscle diseases, Mental diseases, Metabolic diseases, Genetic diseases, Rare diseases, Fetal diseases",13,1,FKTN,https://www.malacards.org/card/muscular_dystrophy_dystroglycanopathy_type_c_1,,,,
1.29,Torsion Dystonia 1,"Neuronal diseases, Muscle diseases, Genetic diseases, Rare diseases",13,1,PRRT2,https://www.malacards.org/card/torsion_dystonia_1,,,,
1.29,"Spastic Paraplegia 61, Autosomal Recessive","Gastrointestinal diseases, Nephrological diseases, Eye diseases, Neuronal diseases, Respiratory diseases, Muscle diseases, Mental diseases, Oral diseases, Skin diseases, Ear diseases, Metabolic diseases, Genetic diseases, Rare diseases",13,1,REEP2,https://www.malacards.org/card/spastic_paraplegia_61_autosomal_recessive,,,,
1.29,Amyotrophic Lateral Sclerosis 15 With Or Without Frontotemporal Dementia,"Neuronal diseases, Mental diseases, Oral diseases, Genetic diseases",13,1,FIG4,https://www.malacards.org/card/amyotrophic_lateral_sclerosis_15_with_or_without_frontotemporal_dementia_2,,,,
1.29,"Spastic Paraplegia 31, Autosomal Dominant","Gastrointestinal diseases, Nephrological diseases, Eye diseases, Neuronal diseases, Respiratory diseases, Muscle diseases, Mental diseases, Oral diseases, Skin diseases, Ear diseases, Metabolic diseases, Genetic diseases, Rare diseases",13,1,REEP2,https://www.malacards.org/card/spastic_paraplegia_31_autosomal_dominant,,,,
1.29,Seckel Syndrome 2,"Bone diseases, Eye diseases, Neuronal diseases, Smell/Taste diseases, Genetic diseases, Rare diseases, Fetal diseases",13,1,RFC2,https://www.malacards.org/card/seckel_syndrome_2,,,,
1.29,"Spastic Paraplegia 80, Autosomal Dominant","Gastrointestinal diseases, Nephrological diseases, Eye diseases, Neuronal diseases, Respiratory diseases, Muscle diseases, Mental diseases, Oral diseases, Skin diseases, Ear diseases, Metabolic diseases, Genetic diseases, Rare diseases",13,1,REEP2,https://www.malacards.org/card/spastic_paraplegia_80_autosomal_dominant,,,,
1.29,Extratemporal Epilepsy,"Neuronal diseases, Oral diseases",14,1,NCOA7,https://www.malacards.org/card/extratemporal_epilepsy,,,,
1.29,Clear Cell Chondrosarcoma,"Bone diseases, Cancer diseases",14,1,IDH2,https://www.malacards.org/card/clear_cell_chondrosarcoma,,,,
1.29,Superior Semicircular Canal Dehiscence,"Bone diseases, Ear diseases, Rare diseases",14,1,OTOG,https://www.malacards.org/card/superior_semicircular_canal_dehiscence,,,,
1.29,"Cataract 8, Multiple Types","Nephrological diseases, Eye diseases, Neuronal diseases, Mental diseases, Oral diseases, Metabolic diseases, Genetic diseases, Rare diseases, Fetal diseases",14,1,POC1A,https://www.malacards.org/card/cataract_8_multiple_types,,,,
1.29,Septicemic Plague,"Cardiovascular diseases, Blood diseases, Infectious diseases",14,1,OTOG,https://www.malacards.org/card/septicemic_plague,,,,
1.29,Pilocytic Astrocytoma Of Cerebellum,"Neuronal diseases, Cancer diseases",14,1,IDH2,https://www.malacards.org/card/pilocytic_astrocytoma_of_cerebellum,,,,
1.29,Lacrimal Gland Carcinoma,"Endocrine diseases, Neuronal diseases, Cancer diseases",14,1,MARVELD3,https://www.malacards.org/card/lacrimal_gland_carcinoma,,,,
1.29,"Hyperlipoproteinemia, Type Iv","Endocrine diseases, Cardiovascular diseases, Blood diseases, Metabolic diseases, Genetic diseases, Rare diseases",14,1,ANGPTL3,https://www.malacards.org/card/hyperlipoproteinemia_type_iv_2,,,,
1.29,Arcus Corneae,Neuronal diseases,14,1,ABCG8,https://www.malacards.org/card/arcus_corneae,,,,
1.29,Struma Ovarii,"Endocrine diseases, Reproductive diseases, Cancer diseases",14,1,TERT,https://www.malacards.org/card/struma_ovarii,,,,
1.29,Thyrotoxic Exophthalmos,Bone diseases,14,1,SLC7A11,https://www.malacards.org/card/thyrotoxic_exophthalmos,,,,
1.29,Atrophic Glossitis,"Gastrointestinal diseases, Oral diseases, Smell/Taste diseases",14,1,AP1S3,https://www.malacards.org/card/atrophic_glossitis,,,,
1.29,Tricuspid Valve Prolapse,Cardiovascular diseases,14,1,FKBP14,https://www.malacards.org/card/tricuspid_valve_prolapse,,,,
1.29,Staphyloenterotoxemia,"Gastrointestinal diseases, Rare diseases, Infectious diseases",14,1,EPHA4,https://www.malacards.org/card/staphyloenterotoxemia,,,,
1.29,Brain Meningioma,"Neuronal diseases, Cancer diseases",14,1,TERT,https://www.malacards.org/card/brain_meningioma,,,,
1.29,Endocrine Exophthalmos,Bone diseases,14,1,SLC7A11,https://www.malacards.org/card/endocrine_exophthalmos,,,,
1.29,Senile Entropion,Skin diseases,14,1,SNIP1,https://www.malacards.org/card/senile_entropion,,,,
1.29,Ideomotor Apraxia,"Neuronal diseases, Mental diseases",14,1,FUS,https://www.malacards.org/card/ideomotor_apraxia,,,,
1.29,Hereditary Lymphedema Ii,"Cardiovascular diseases, Immune diseases, Skin diseases, Genetic diseases, Rare diseases, Fetal diseases",14,1,CCBE1,https://www.malacards.org/card/hereditary_lymphedema_ii,,,,
1.29,Secretory Meningioma,"Neuronal diseases, Cancer diseases",14,1,TERT,https://www.malacards.org/card/secretory_meningioma,,,,
1.29,Mediastinum Neuroblastoma,"Neuronal diseases, Cancer diseases",14,1,TERT,https://www.malacards.org/card/mediastinum_neuroblastoma,,,,
1.29,Malignant Mediastinal Neurogenic Neoplasm,"Neuronal diseases, Cancer diseases",14,1,TERT,https://www.malacards.org/card/malignant_mediastinal_neurogenic_neoplasm,,,,
1.29,Influenza,"Respiratory diseases, Genetic diseases, Infectious diseases",473,2,"EPHA4, RANBP2",https://www.malacards.org/card/influenza,,,Blood,EPHA4
1.28,"Deafness, Autosomal Dominant 4b","Neuronal diseases, Cardiovascular diseases, Ear diseases, Genetic diseases, Rare diseases, Fetal diseases",13,1,OTOG,https://www.malacards.org/card/deafness_autosomal_dominant_4b_2,,,,
1.28,"Simpson-Golabi-Behmel Syndrome, Type 1","Nephrological diseases, Neuronal diseases, Genetic diseases, Rare diseases, Fetal diseases",13,1,HIC2,https://www.malacards.org/card/simpson_golabi_behmel_syndrome_type_1_2,,,,
1.28,Glandular Cystitis,"Nephrological diseases, Endocrine diseases, Cancer diseases",14,1,TERT,https://www.malacards.org/card/glandular_cystitis,,,,
1.28,Myxoid Chondrosarcoma,"Bone diseases, Cancer diseases",14,1,FUS,https://www.malacards.org/card/myxoid_chondrosarcoma,,,,
1.28,Fibrous Histiocytoma,"Muscle diseases, Immune diseases, Skin diseases, Cancer diseases",24,1,FUS,https://www.malacards.org/card/fibrous_histiocytoma,,,,
1.28,Secretory Diarrhea,Gastrointestinal diseases,25,1,SLC9A3,https://www.malacards.org/card/secretory_diarrhea,,,,
1.27,Holocarboxylase Synthetase Deficiency,"Skin diseases, Metabolic diseases, Genetic diseases, Rare diseases",14,1,PCCB,https://www.malacards.org/card/holocarboxylase_synthetase_deficiency,,,,
1.27,Glutathione Synthetase Deficiency,"Nephrological diseases, Neuronal diseases, Blood diseases, Metabolic diseases, Genetic diseases, Rare diseases, Cancer diseases, Infectious diseases",14,1,PCCB,https://www.malacards.org/card/glutathione_synthetase_deficiency,,,,
1.27,Spinocerebellar Ataxia 14,"Liver diseases, Eye diseases, Neuronal diseases, Muscle diseases, Mental diseases, Skin diseases, Ear diseases, Metabolic diseases, Genetic diseases, Rare diseases, Fetal diseases",14,1,PRRT2,https://www.malacards.org/card/spinocerebellar_ataxia_14,,,,
1.27,Hypotrichosis-Lymphedema-Telangiectasia Syndrome,"Immune diseases, Genetic diseases",14,1,CCBE1,https://www.malacards.org/card/hypotrichosis_lymphedema_telangiectasia_syndrome,,,,
1.27,Winchester Syndrome,"Bone diseases, Skin diseases, Genetic diseases, Rare diseases",14,1,LRP10,https://www.malacards.org/card/winchester_syndrome,,,,
1.27,"Muscular Dystrophy-Dystroglycanopathy  , Type B, 5","Eye diseases, Neuronal diseases, Respiratory diseases, Cardiovascular diseases, Muscle diseases, Mental diseases, Metabolic diseases, Genetic diseases, Rare diseases, Fetal diseases",14,1,FKTN,https://www.malacards.org/card/muscular_dystrophy_dystroglycanopathy_congenital_with_or_without_mental_retardation_type_b_5,,,,
1.27,Bardet-Biedl Syndrome 12,"Gastrointestinal diseases, Nephrological diseases, Eye diseases, Endocrine diseases, Neuronal diseases, Mental diseases, Reproductive diseases, Metabolic diseases, Genetic diseases, Rare diseases, Fetal diseases",14,1,IFT22,https://www.malacards.org/card/bardet_biedl_syndrome_12,,,,
1.27,Microcephaly And Chorioretinopathy 2,"Eye diseases, Neuronal diseases, Genetic diseases, Rare diseases, Fetal diseases",14,1,ETFDH,https://www.malacards.org/card/microcephaly_and_chorioretinopathy_2,,,,
1.27,"Bleeding Disorder, Platelet-Type, 11","Bone diseases, Immune diseases, Blood diseases, Genetic diseases, Rare diseases",14,1,ITGA2,https://www.malacards.org/card/bleeding_disorder_platelet_type_11,,,,
1.27,"Muscular Dystrophy-Dystroglycanopathy  , Type B, 6","Eye diseases, Neuronal diseases, Respiratory diseases, Cardiovascular diseases, Muscle diseases, Mental diseases, Metabolic diseases, Genetic diseases, Rare diseases, Fetal diseases",14,1,FKTN,https://www.malacards.org/card/muscular_dystrophy_dystroglycanopathy_congenital_with_mental_retardation_type_b_6,,,,
1.27,Yaws,"Bone diseases, Skin diseases, Rare diseases, Infectious diseases",15,1,PARP15,https://www.malacards.org/card/yaws,,,,
1.27,Poland Syndrome,"Bone diseases, Muscle diseases, Reproductive diseases, Oral diseases, Rare diseases, Fetal diseases",15,1,REV3L,https://www.malacards.org/card/poland_syndrome,,,,
1.27,Deprivation Amblyopia,"Eye diseases, Neuronal diseases",15,1,MTRNR2L7,https://www.malacards.org/card/deprivation_amblyopia,,,,
1.27,Sinonasal Undifferentiated Carcinoma,"Respiratory diseases, Smell/Taste diseases, Rare diseases, Cancer diseases",15,1,IDH2,https://www.malacards.org/card/sinonasal_undifferentiated_carcinoma,,,,
1.27,Maxillary Sinusitis,Respiratory diseases,15,1,LACTB,https://www.malacards.org/card/maxillary_sinusitis,,,,
1.27,Mesenteric Lymphadenitis,Immune diseases,15,1,ANGPTL3,https://www.malacards.org/card/mesenteric_lymphadenitis,,,,
1.27,Euthyroid Sick Syndrome,Endocrine diseases,15,1,DIO2,https://www.malacards.org/card/euthyroid_sick_syndrome,,,,
1.27,Large Intestine Adenocarcinoma,"Gastrointestinal diseases, Endocrine diseases, Rare diseases, Cancer diseases",15,1,CENPI,https://www.malacards.org/card/large_intestine_adenocarcinoma,,,,
1.27,Schnitzler Syndrome,"Bone diseases, Immune diseases, Rare diseases",15,1,NLRP12,https://www.malacards.org/card/schnitzler_syndrome,,,,
1.27,Mature Cataract,"Neuronal diseases, Genetic diseases",15,1,FDFT1,https://www.malacards.org/card/mature_cataract,,,,
1.27,Cholesterol Ester Storage Disease,"Metabolic diseases, Genetic diseases",15,1,ABCG8,https://www.malacards.org/card/cholesterol_ester_storage_disease,,,,
1.27,Adult Astrocytic Tumor,"Neuronal diseases, Cancer diseases",15,1,IDH2,https://www.malacards.org/card/adult_astrocytic_tumor,,,,
1.27,Bladder Transitional Cell Papilloma,"Nephrological diseases, Cancer diseases",15,1,TERT,https://www.malacards.org/card/bladder_transitional_cell_papilloma,,,,
1.27,Epulis,"Oral diseases, Rare diseases, Cancer diseases",15,1,BFAR,https://www.malacards.org/card/epulis,,,,
1.27,Spindle Cell Hemangioma,"Cardiovascular diseases, Genetic diseases, Rare diseases, Fetal diseases, Cancer diseases",15,1,IDH2,https://www.malacards.org/card/spindle_cell_hemangioma,,,,
1.26,Congenital Muscular Dystrophy-Dystroglycanopathy A7,"Eye diseases, Neuronal diseases, Respiratory diseases, Cardiovascular diseases, Muscle diseases, Mental diseases, Metabolic diseases, Genetic diseases, Rare diseases, Fetal diseases",12,1,FKTN,https://www.malacards.org/card/congenital_muscular_dystrophy_dystroglycanopathy_a7,,,,
1.26,Retinitis Pigmentosa 73,"Bone diseases, Nephrological diseases, Liver diseases, Eye diseases, Neuronal diseases, Ear diseases, Genetic diseases, Rare diseases",14,1,PDE4C,https://www.malacards.org/card/retinitis_pigmentosa_73,,,,
1.26,Noonan Syndrome-Like Disorder With Loose Anagen Hair,"Eye diseases, Neuronal diseases, Cardiovascular diseases, Skin diseases, Ear diseases, Genetic diseases, Rare diseases, Fetal diseases",14,1,RASA2,https://www.malacards.org/card/noonan_syndrome_like_disorder_with_loose_anagen_hair,,,,
1.26,"Lipodystrophy, Familial Partial, Type 4","Liver diseases, Endocrine diseases, Neuronal diseases, Cardiovascular diseases, Muscle diseases, Skin diseases, Metabolic diseases, Genetic diseases, Rare diseases, Fetal diseases",14,1,ABHD5,https://www.malacards.org/card/lipodystrophy_familial_partial_type_4,,,,
1.26,"Myopathy, Centronuclear, 5","Neuronal diseases, Respiratory diseases, Cardiovascular diseases, Muscle diseases, Genetic diseases, Rare diseases",14,1,RBFOX2,https://www.malacards.org/card/myopathy_centronuclear_5,,,,
1.26,Noonan Syndrome 12,"Bone diseases, Nephrological diseases, Eye diseases, Endocrine diseases, Neuronal diseases, Cardiovascular diseases, Mental diseases, Reproductive diseases, Skin diseases, Ear diseases, Genetic diseases, Rare diseases, Fetal diseases",14,1,ABL2,https://www.malacards.org/card/noonan_syndrome_12,,,,
1.26,"Hyperprolinemia, Type Ii","Nephrological diseases, Neuronal diseases, Mental diseases, Blood diseases, Metabolic diseases, Genetic diseases, Rare diseases",14,1,LMAN2L,https://www.malacards.org/card/hyperprolinemia_type_ii,,,,
1.26,Acrokeratosis Verruciformis,"Skin diseases, Genetic diseases, Rare diseases",14,1,SPIRE2,https://www.malacards.org/card/acrokeratosis_verruciformis,,,,
1.26,"Cardiomyopathy, Dilated, 3b","Bone diseases, Neuronal diseases, Cardiovascular diseases, Muscle diseases, Immune diseases, Ear diseases, Genetic diseases, Rare diseases, Cancer diseases",15,1,FKTN,https://www.malacards.org/card/cardiomyopathy_dilated_3b,,,,
1.26,"Corneal Dystrophy, Gelatinous Drop-Like","Eye diseases, Neuronal diseases, Genetic diseases, Rare diseases",15,1,UGGT2,https://www.malacards.org/card/corneal_dystrophy_gelatinous_drop_like,,,,
1.26,"Spinocerebellar Ataxia, Autosomal Recessive 26","Liver diseases, Eye diseases, Neuronal diseases, Muscle diseases, Mental diseases, Skin diseases, Ear diseases, Metabolic diseases, Genetic diseases, Rare diseases, Fetal diseases",15,1,MRE11,https://www.malacards.org/card/spinocerebellar_ataxia_autosomal_recessive_26,,,,
1.26,Bladder Diverticulum,Nephrological diseases,15,1,FKBP14,https://www.malacards.org/card/bladder_diverticulum,,,,
1.26,Autosomal Recessive Limb-Girdle Muscular Dystrophy Type 2c,"Neuronal diseases, Respiratory diseases, Cardiovascular diseases, Muscle diseases, Mental diseases, Oral diseases, Metabolic diseases, Genetic diseases, Rare diseases",15,1,FKTN,https://www.malacards.org/card/autosomal_recessive_limb_girdle_muscular_dystrophy_type_2c,,,,
1.26,Autosomal Recessive Limb-Girdle Muscular Dystrophy Type 2g,"Neuronal diseases, Respiratory diseases, Cardiovascular diseases, Muscle diseases, Mental diseases, Oral diseases, Metabolic diseases, Genetic diseases, Rare diseases",15,1,FKTN,https://www.malacards.org/card/autosomal_recessive_limb_girdle_muscular_dystrophy_type_2g,,,,
1.26,"Myopathy, Distal, With Anterior Tibial Onset","Neuronal diseases, Muscle diseases, Genetic diseases, Rare diseases",15,1,LRRC58,https://www.malacards.org/card/myopathy_distal_with_anterior_tibial_onset,,,,
1.26,Familial Lipoprotein Lipase Deficiency,"Endocrine diseases, Metabolic diseases, Genetic diseases, Rare diseases",15,1,ANGPTL3,https://www.malacards.org/card/familial_lipoprotein_lipase_deficiency,,,,
1.26,"Neuronopathy, Distal Hereditary Motor, Autosomal Dominant 14","Neuronal diseases, Respiratory diseases, Muscle diseases, Genetic diseases, Rare diseases",15,1,FIG4,https://www.malacards.org/card/neuronopathy_distal_hereditary_motor_autosomal_dominant_14,,,,
1.26,Multiple Congenital Anomalies-Hypotonia-Seizures Syndrome 2,"Bone diseases, Gastrointestinal diseases, Nephrological diseases, Neuronal diseases, Mental diseases, Metabolic diseases, Genetic diseases, Rare diseases, Fetal diseases",15,1,PIGO,https://www.malacards.org/card/multiple_congenital_anomalies_hypotonia_seizures_syndrome_2,,,,
1.26,Fazio-Londe Disease,"Neuronal diseases, Genetic diseases",15,1,ETFDH,https://www.malacards.org/card/fazio_londe_disease,,,,
1.26,"Keratosis Follicularis Spinulosa Decalvans, Autosomal Dominant","Eye diseases, Skin diseases, Genetic diseases, Rare diseases",15,1,GOLGA2,https://www.malacards.org/card/keratosis_follicularis_spinulosa_decalvans_autosomal_dominant,,,,
1.26,Optic Nerve Glioma,"Eye diseases, Neuronal diseases, Cancer diseases",15,1,RASA2,https://www.malacards.org/card/optic_nerve_glioma,,,,
1.26,"Deafness, Autosomal Recessive 49","Neuronal diseases, Cardiovascular diseases, Ear diseases, Genetic diseases, Rare diseases, Fetal diseases",15,1,MARVELD3,https://www.malacards.org/card/deafness_autosomal_recessive_49,,,,
1.26,Hereditary Spastic Paraplegia 18,"Gastrointestinal diseases, Nephrological diseases, Eye diseases, Neuronal diseases, Respiratory diseases, Muscle diseases, Mental diseases, Oral diseases, Skin diseases, Ear diseases, Metabolic diseases, Genetic diseases, Rare diseases",15,1,REEP2,https://www.malacards.org/card/hereditary_spastic_paraplegia_18,,,,
1.26,Corneal Dystrophy And Perceptive Deafness,"Eye diseases, Ear diseases, Genetic diseases, Rare diseases, Fetal diseases",15,1,SLC4A4,https://www.malacards.org/card/corneal_dystrophy_and_perceptive_deafness,,,,
1.26,Mediastinitis,,16,1,LACTB,https://www.malacards.org/card/mediastinitis,,,,
1.26,Conversion Disorder,"Neuronal diseases, Mental diseases, Rare diseases",16,1,PRRT2,https://www.malacards.org/card/conversion_disorder,,,,
1.26,Adult Brainstem Astrocytoma,"Neuronal diseases, Cancer diseases",16,1,IDH2,https://www.malacards.org/card/adult_brainstem_astrocytoma,,,,
1.26,Cholecystolithiasis,Gastrointestinal diseases,16,1,ABCG8,https://www.malacards.org/card/cholecystolithiasis,,,,
1.26,Rhabdoid Meningioma,"Neuronal diseases, Cancer diseases",16,1,TERT,https://www.malacards.org/card/rhabdoid_meningioma,,,,
1.26,Nominal Aphasia,Mental diseases,16,1,FUS,https://www.malacards.org/card/nominal_aphasia,,,,
1.26,Locked-In Syndrome,"Neuronal diseases, Rare diseases",16,1,FUS,https://www.malacards.org/card/locked_in_syndrome,,,,
1.26,Beta-Lactam Allergy,Immune diseases,16,1,LACTB,https://www.malacards.org/card/beta_lactam_allergy,,,,
1.26,Acute Myeloid Leukemia With Bcr-Abl1,"Blood diseases, Cancer diseases",16,1,IDH2,https://www.malacards.org/card/acute_myeloid_leukemia_with_bcr_abl1,,,,
1.26,Nuclear Type Mitochondrial Complex I Deficiency,"Metabolic diseases, Genetic diseases",16,1,ETFDH,https://www.malacards.org/card/nuclear_type_mitochondrial_complex_i_deficiency,,,,
1.26,Nasal Cavity Cancer,"Respiratory diseases, Cancer diseases",16,1,IDH2,https://www.malacards.org/card/nasal_cavity_cancer,,,,
1.26,Chondroblastic Osteosarcoma,"Bone diseases, Cancer diseases",16,1,IDH2,https://www.malacards.org/card/chondroblastic_osteosarcoma,,,,
1.26,Progesterone-Receptor Positive Breast Cancer,Cancer diseases,16,1,DNAJB13,https://www.malacards.org/card/progesterone_receptor_positive_breast_cancer,,,,
1.26,Functional Diarrhea,Gastrointestinal diseases,16,1,SLC9A3,https://www.malacards.org/card/functional_diarrhea,,,,
1.26,Cerebellar Astrocytoma,"Neuronal diseases, Cancer diseases",16,1,IDH2,https://www.malacards.org/card/cerebellar_astrocytoma,,,,
1.26,Muscular Dystrophy-Dystroglycanopathy Type B,"Eye diseases, Neuronal diseases, Respiratory diseases, Cardiovascular diseases, Muscle diseases, Mental diseases, Metabolic diseases, Genetic diseases, Rare diseases, Fetal diseases",16,1,FKTN,https://www.malacards.org/card/muscular_dystrophy_dystroglycanopathy_type_b,,,,
