Score,Name,Disease categories,# Total Genes,# Matched Genes,Matched Genes (Symbols),Evidence URL,Genetic Associations,Matched Genes for Genetic Associations,Diferentially Expressed Genes in Tissue Samples,Genes Matched to Differentially Expressed Genes
1.27,Cribriform Carcinoma,Cancer diseases,15,1,EGFR,https://www.malacards.org/card/cribriform_carcinoma,,,,
1.27,Antley-Bixler Syndrome,"Bone diseases, Neuronal diseases, Rare diseases, Fetal diseases",15,1,CYB5A,https://www.malacards.org/card/antley_bixler_syndrome,,,,
1.27,Recurrent Corneal Erosion,"Neuronal diseases, Eye diseases",15,1,MMP9,https://www.malacards.org/card/recurrent_corneal_erosion,,,,
1.27,Borderline Leprosy,Infectious diseases,15,1,MLLT1,https://www.malacards.org/card/borderline_leprosy,,,,
1.27,Ureteral Lymphoma,"Immune diseases, Blood diseases, Cancer diseases",15,1,MLLT1,https://www.malacards.org/card/ureteral_lymphoma,,,,
1.27,Pituitary Apoplexy,"Endocrine diseases, Eye diseases, Rare diseases",15,1,MMP9,https://www.malacards.org/card/pituitary_apoplexy,,,,
1.27,Tardive Dyskinesia,"Neuronal diseases, Rare diseases",15,1,NRXN1,https://www.malacards.org/card/tardive_dyskinesia,,,,
1.27,Amyotrophic Lateral Sclerosis 3,"Muscle diseases, Neuronal diseases, Oral diseases, Mental diseases, Respiratory diseases, Genetic diseases, Rare diseases",15,1,SNAP25,https://www.malacards.org/card/amyotrophic_lateral_sclerosis_3,,,,
1.27,Eosinophilic Meningitis,"Neuronal diseases, Infectious diseases",15,1,MMP9,https://www.malacards.org/card/eosinophilic_meningitis,,,,
1.27,Autoimmune Epilepsy,"Immune diseases, Neuronal diseases, Genetic diseases, Rare diseases",15,1,APEX2,https://www.malacards.org/card/autoimmune_epilepsy,,,,
1.27,Adult Astrocytic Tumor,"Neuronal diseases, Cancer diseases",15,1,EGFR,https://www.malacards.org/card/adult_astrocytic_tumor,,,,
1.27,Bladder Transitional Cell Papilloma,"Nephrological diseases, Cancer diseases",15,1,TERT,https://www.malacards.org/card/bladder_transitional_cell_papilloma,,,,
1.27,Histidine Metabolism Disease,"Endocrine diseases, Metabolic diseases, Genetic diseases, Rare diseases",15,1,METTL22,https://www.malacards.org/card/histidine_metabolism_disease,,,,
1.27,Duodenal Obstruction,Gastrointestinal diseases,15,1,GEMIN8,https://www.malacards.org/card/duodenal_obstruction,,,,
1.26,Oral Cancer,"Oral diseases, Rare diseases, Cancer diseases",13,1,CYP1A1,https://www.malacards.org/card/oral_cancer,,,,
1.26,Retinitis Pigmentosa 73,"Nephrological diseases, Liver diseases, Bone diseases, Neuronal diseases, Eye diseases, Ear diseases, Genetic diseases, Rare diseases",14,1,PDE4C,https://www.malacards.org/card/retinitis_pigmentosa_73,,,,
1.26,Factor Vii Deficiency,"Blood diseases, Genetic diseases, Rare diseases",14,1,EGFR,https://www.malacards.org/card/factor_vii_deficiency,,,,
1.26,"Keratosis Follicularis Spinulosa Decalvans, Autosomal Dominant","Skin diseases, Eye diseases, Genetic diseases, Rare diseases",15,1,GOLGA2,https://www.malacards.org/card/keratosis_follicularis_spinulosa_decalvans_autosomal_dominant,,,,
1.26,Holoprosencephaly 3,"Endocrine diseases, Neuronal diseases, Smell/Taste diseases, Genetic diseases, Rare diseases, Fetal diseases",15,1,KLHL8,https://www.malacards.org/card/holoprosencephaly_3_2,,,,
1.26,Alzheimer Disease 13,"Neuronal diseases, Oral diseases, Mental diseases, Cardiovascular diseases, Genetic diseases, Rare diseases",15,1,CYB5A,https://www.malacards.org/card/alzheimer_disease_13_2,,,,
1.26,Hereditary Spastic Paraplegia 18,"Gastrointestinal diseases, Nephrological diseases, Skin diseases, Muscle diseases, Neuronal diseases, Oral diseases, Mental diseases, Eye diseases, Respiratory diseases, Ear diseases, Metabolic diseases, Genetic diseases, Rare diseases",15,1,RTN2,https://www.malacards.org/card/hereditary_spastic_paraplegia_18,,,,
1.26,Inhibited Male Orgasm,Reproductive diseases,16,1,ELOC,https://www.malacards.org/card/inhibited_male_orgasm,,,,
1.26,Vaginal Benign Neoplasm,"Reproductive diseases, Cancer diseases",16,1,CYP1A1,https://www.malacards.org/card/vaginal_benign_neoplasm,,,,
1.26,Rhabdoid Meningioma,"Neuronal diseases, Cancer diseases",16,1,TERT,https://www.malacards.org/card/rhabdoid_meningioma,,,,
1.26,Myofibroma,Cancer diseases,16,1,ICA1L,https://www.malacards.org/card/myofibroma,,,,
1.26,Punctate Epithelial Keratoconjunctivitis,"Neuronal diseases, Eye diseases, Rare diseases",16,1,MMP9,https://www.malacards.org/card/punctate_epithelial_keratoconjunctivitis,,,,
1.26,Apocrine Carcinoma,"Skin diseases, Endocrine diseases, Rare diseases, Cancer diseases",16,1,EGFR,https://www.malacards.org/card/apocrine_carcinoma,,,,
1.26,Progesterone-Receptor Positive Breast Cancer,Cancer diseases,16,1,DNAJB13,https://www.malacards.org/card/progesterone_receptor_positive_breast_cancer,,,,
1.26,Non-Invasive Bladder Papillary Urothelial Neoplasm,"Nephrological diseases, Cancer diseases",16,1,TERT,https://www.malacards.org/card/non_invasive_bladder_papillary_urothelial_neoplasm,,,,
1.26,Detrusor Sphincter Dyssynergia,,16,1,SNAP25,https://www.malacards.org/card/detrusor_sphincter_dyssynergia,,,,
1.26,Generalized Atherosclerosis,Cardiovascular diseases,16,1,GRAMD1C,https://www.malacards.org/card/generalized_atherosclerosis,,,,
1.26,Tropical Spastic Paraparesis,"Neuronal diseases, Rare diseases, Infectious diseases",27,1,MMP9,https://www.malacards.org/card/tropical_spastic_paraparesis,,,,
1.25,"Pontocerebellar Hypoplasia, Type 4","Muscle diseases, Blood diseases, Neuronal diseases, Mental diseases, Eye diseases, Respiratory diseases, Metabolic diseases, Genetic diseases, Rare diseases, Fetal diseases",13,1,VPS53,https://www.malacards.org/card/pontocerebellar_hypoplasia_type_4_2,,,,
1.25,Developmental And Epileptic Encephalopathy 12,"Liver diseases, Muscle diseases, Neuronal diseases, Oral diseases, Mental diseases, Eye diseases, Respiratory diseases, Ear diseases, Metabolic diseases, Genetic diseases, Rare diseases, Cancer diseases, Fetal diseases",14,1,MYO1F,https://www.malacards.org/card/developmental_and_epileptic_encephalopathy_12,,,,
1.25,"Ciliary Dyskinesia, Primary, 8","Reproductive diseases, Respiratory diseases, Ear diseases, Genetic diseases, Rare diseases, Fetal diseases",16,1,CCDC39,https://www.malacards.org/card/ciliary_dyskinesia_primary_8,,,,
1.25,"Ciliary Dyskinesia, Primary, 4","Reproductive diseases, Respiratory diseases, Ear diseases, Genetic diseases, Rare diseases, Fetal diseases",16,1,CCDC39,https://www.malacards.org/card/ciliary_dyskinesia_primary_4,,,,
1.24,Joubert Syndrome 25,"Nephrological diseases, Liver diseases, Neuronal diseases, Mental diseases, Eye diseases, Respiratory diseases, Genetic diseases, Rare diseases, Fetal diseases",15,1,CCDC39,https://www.malacards.org/card/joubert_syndrome_25,,,,
1.24,Revesz Syndrome,"Skin diseases, Blood diseases, Eye diseases, Genetic diseases, Rare diseases",15,1,TERT,https://www.malacards.org/card/revesz_syndrome,,,,
1.24,Eiken Syndrome,"Bone diseases, Genetic diseases, Rare diseases, Fetal diseases",15,1,KLHL42,https://www.malacards.org/card/eiken_syndrome,,,,
1.24,"Fanconi Anemia, Complementation Group D1","Nephrological diseases, Skin diseases, Bone diseases, Immune diseases, Blood diseases, Neuronal diseases, Mental diseases, Genetic diseases, Rare diseases, Cancer diseases, Fetal diseases",15,1,FANCA,https://www.malacards.org/card/fanconi_anemia_complementation_group_d1,,,,
1.24,Abcd Syndrome,"Gastrointestinal diseases, Neuronal diseases, Ear diseases, Genetic diseases",15,1,SNAP25,https://www.malacards.org/card/abcd_syndrome,,,,
1.24,Acute Contagious Conjunctivitis,"Neuronal diseases, Eye diseases, Infectious diseases",17,1,TYRP1,https://www.malacards.org/card/acute_contagious_conjunctivitis,,,,
1.24,Status Asthmaticus,Respiratory diseases,17,1,MMP9,https://www.malacards.org/card/status_asthmaticus,,,,
1.24,Ocular Pigment Dispersion With Or Without Glaucoma,"Neuronal diseases, Eye diseases, Rare diseases",17,1,TYRP1,https://www.malacards.org/card/ocular_pigment_dispersion_with_or_without_glaucoma,,,,
1.24,Contagious Pustular Dermatitis,"Skin diseases, Infectious diseases",17,1,CCDC39,https://www.malacards.org/card/contagious_pustular_dermatitis,,,,
1.24,Skull Base Cancer,"Bone diseases, Cancer diseases",17,1,TERT,https://www.malacards.org/card/skull_base_cancer,,,,
1.24,Acetaminophen Metabolism,"Nephrological diseases, Metabolic diseases",17,1,CYP1A1,https://www.malacards.org/card/acetaminophen_metabolism,,,,
1.24,Meningothelial Meningioma,"Neuronal diseases, Cancer diseases",17,1,TERT,https://www.malacards.org/card/meningothelial_meningioma,,,,
1.24,Temporal Lobe Neoplasm,"Neuronal diseases, Oral diseases, Cancer diseases",17,1,TERT,https://www.malacards.org/card/temporal_lobe_neoplasm,,,,
1.24,Suppurative Periapical Periodontitis,"Gastrointestinal diseases, Oral diseases",17,1,MMP2,https://www.malacards.org/card/suppurative_periapical_periodontitis,,,,
1.24,Mixed Oligodendroglioma-Astrocytoma,Cancer diseases,17,1,TERT,https://www.malacards.org/card/mixed_oligodendroglioma_astrocytoma,,,,
1.24,Lung Giant Cell Carcinoma,"Respiratory diseases, Cancer diseases",17,1,EGFR,https://www.malacards.org/card/lung_giant_cell_carcinoma,,,,
1.24,Spinal Canal And Spinal Cord Meningioma,"Neuronal diseases, Cancer diseases",17,1,TERT,https://www.malacards.org/card/spinal_canal_and_spinal_cord_meningioma,,,,
1.24,Spinal Meningioma,"Neuronal diseases, Rare diseases, Cancer diseases",17,1,TERT,https://www.malacards.org/card/spinal_meningioma,,,,
1.24,Allergic Cutaneous Vasculitis,"Immune diseases, Cardiovascular diseases",17,1,EGFR,https://www.malacards.org/card/allergic_cutaneous_vasculitis,,,,
1.24,Skull Base Meningioma,"Bone diseases, Cancer diseases",17,1,TERT,https://www.malacards.org/card/skull_base_meningioma,,,,
1.23,"Parkinson Disease 2, Autosomal Recessive Juvenile","Muscle diseases, Neuronal diseases, Mental diseases, Eye diseases, Metabolic diseases, Genetic diseases, Rare diseases",13,1,NQO2,https://www.malacards.org/card/parkinson_disease_2_autosomal_recessive_juvenile,,,,
1.23,Immunodeficiency 28,"Immune diseases, Blood diseases, Mental diseases, Genetic diseases, Rare diseases",15,1,SPPL2A,https://www.malacards.org/card/immunodeficiency_28,,,,
1.23,Dowling-Degos Disease 1,"Skin diseases, Metabolic diseases, Genetic diseases, Rare diseases",15,1,TYRP1,https://www.malacards.org/card/dowling_degos_disease_1,,,,
1.23,Melanoma-Astrocytoma Syndrome,"Skin diseases, Neuronal diseases, Genetic diseases, Rare diseases",16,1,TERT,https://www.malacards.org/card/melanoma_astrocytoma_syndrome_2,,,,
1.23,Immunodeficiency 17,"Gastrointestinal diseases, Immune diseases, Blood diseases, Genetic diseases, Rare diseases",16,1,TXK,https://www.malacards.org/card/immunodeficiency_17,,,,
1.23,Cytochrome P450 Oxidoreductase Deficiency,"Bone diseases, Reproductive diseases, Endocrine diseases, Metabolic diseases, Genetic diseases",16,1,CYB5A,https://www.malacards.org/card/cytochrome_p450_oxidoreductase_deficiency,,,,
1.23,"Vitreoretinal Degeneration, Snowflake Type","Neuronal diseases, Eye diseases, Genetic diseases, Rare diseases",16,1,KCNJ8,https://www.malacards.org/card/vitreoretinal_degeneration_snowflake_type,,,,
1.23,"Neuropathy, Hereditary Sensory, Type Iic","Bone diseases, Muscle diseases, Neuronal diseases, Mental diseases, Ear diseases, Genetic diseases, Rare diseases",16,1,RTN2,https://www.malacards.org/card/neuropathy_hereditary_sensory_type_iic,,,,
1.23,Ruijs-Aalfs Syndrome,"Genetic diseases, Rare diseases, Fetal diseases",17,1,DDI2,https://www.malacards.org/card/ruijs_aalfs_syndrome,,,,
1.23,"Anemia, Sideroblastic, And Spinocerebellar Ataxia","Blood diseases, Eye diseases, Genetic diseases, Rare diseases",17,1,ISCA2,https://www.malacards.org/card/anemia_sideroblastic_and_spinocerebellar_ataxia,,,,
1.23,Developmental And Epileptic Encephalopathy 24,"Liver diseases, Muscle diseases, Neuronal diseases, Oral diseases, Mental diseases, Eye diseases, Respiratory diseases, Ear diseases, Metabolic diseases, Genetic diseases, Rare diseases, Cancer diseases, Fetal diseases",17,1,SHPK,https://www.malacards.org/card/developmental_and_epileptic_encephalopathy_24,,,,
1.23,Pulmonary Adenocarcinoma In Situ,"Respiratory diseases, Cancer diseases",17,1,EGFR,https://www.malacards.org/card/pulmonary_adenocarcinoma_in_situ,,,,
1.23,Congenital Myopathy 13,"Nephrological diseases, Bone diseases, Muscle diseases, Neuronal diseases, Oral diseases, Respiratory diseases, Metabolic diseases, Genetic diseases, Rare diseases, Cancer diseases, Fetal diseases",17,1,STAC2,https://www.malacards.org/card/congenital_myopathy_13,,,,
1.23,"Spastic Paraplegia 15, Autosomal Recessive","Gastrointestinal diseases, Nephrological diseases, Skin diseases, Muscle diseases, Neuronal diseases, Oral diseases, Mental diseases, Eye diseases, Respiratory diseases, Ear diseases, Metabolic diseases, Genetic diseases, Rare diseases",17,1,RTN2,https://www.malacards.org/card/spastic_paraplegia_15_autosomal_recessive,,,,
1.23,Spinal Chordoma,"Bone diseases, Cancer diseases",18,1,EGFR,https://www.malacards.org/card/spinal_chordoma,,,,
1.23,Gastrointestinal Tularemia,"Gastrointestinal diseases, Infectious diseases",18,1,SNAP25,https://www.malacards.org/card/gastrointestinal_tularemia,,,,
1.23,Anal Squamous Cell Carcinoma,"Gastrointestinal diseases, Skin diseases, Cancer diseases",18,1,EGFR,https://www.malacards.org/card/anal_squamous_cell_carcinoma,,,,
1.23,Lymphangitis,"Immune diseases, Blood diseases, Cardiovascular diseases",18,1,EGFR,https://www.malacards.org/card/lymphangitis,,,,
1.23,Acute Conjunctivitis,"Immune diseases, Neuronal diseases, Eye diseases, Rare diseases, Infectious diseases",18,1,TYRP1,https://www.malacards.org/card/acute_conjunctivitis,,,,
1.23,Drug-Induced Hepatitis,"Gastrointestinal diseases, Liver diseases",18,1,DNAL1,https://www.malacards.org/card/drug_induced_hepatitis,,,,
1.23,Lung Carcinoma In Situ,"Endocrine diseases, Neuronal diseases, Respiratory diseases, Genetic diseases, Cancer diseases",18,1,EGFR,https://www.malacards.org/card/lung_carcinoma_in_situ,,,,
1.23,Gingival Hypertrophy,Oral diseases,18,1,MMP9,https://www.malacards.org/card/gingival_hypertrophy,,,,
1.23,Bladder Papillary Transitional Cell Neoplasm,"Nephrological diseases, Cancer diseases",18,1,TERT,https://www.malacards.org/card/bladder_papillary_transitional_cell_neoplasm,,,,
1.23,Chronic Tic Disorder,"Neuronal diseases, Oral diseases, Mental diseases",18,1,NRXN1,https://www.malacards.org/card/chronic_tic_disorder,,,,
1.23,Autoimmune Cholangitis,"Gastrointestinal diseases, Liver diseases, Immune diseases",18,1,DNAL1,https://www.malacards.org/card/autoimmune_cholangitis,,,,
1.23,Entropion,"Skin diseases, Eye diseases, Rare diseases, Fetal diseases",18,1,MMP9,https://www.malacards.org/card/entropion,,,,
1.23,Urinary Tract Papillary Transitional Cell Benign Neoplasm,"Nephrological diseases, Cancer diseases",18,1,TERT,https://www.malacards.org/card/urinary_tract_papillary_transitional_cell_benign_neoplasm,,,,
1.23,Mixed Cell Adenoma,Cancer diseases,18,1,EGFR,https://www.malacards.org/card/mixed_cell_adenoma,,,,
1.23,Chronic Meningitis,"Neuronal diseases, Rare diseases, Infectious diseases",18,1,MMP9,https://www.malacards.org/card/chronic_meningitis,,,,
1.23,Hereditary Renal Cell Carcinoma,"Nephrological diseases, Rare diseases, Cancer diseases",18,1,ELOC,https://www.malacards.org/card/hereditary_renal_cell_carcinoma,,,,
1.23,Localized Osteosarcoma,"Bone diseases, Cancer diseases",18,1,PIK3CB,https://www.malacards.org/card/localized_osteosarcoma,,,,
1.23,Acantholytic Acanthoma,Cancer diseases,18,1,CCDC39,https://www.malacards.org/card/acantholytic_acanthoma,,,,
1.23,Antley-Bixler Syndrome With Disordered Steroidogenesis,"Bone diseases, Genetic diseases",18,1,CYB5A,https://www.malacards.org/card/antley_bixler_syndrome_with_disordered_steroidogenesis,,,,
1.23,Synchronous Bilateral Breast Carcinoma,Cancer diseases,18,1,EGFR,https://www.malacards.org/card/synchronous_bilateral_breast_carcinoma,,,,
1.22,Intervertebral Disc Disease,"Bone diseases, Muscle diseases, Neuronal diseases, Genetic diseases, Rare diseases",12,1,MMP9,https://www.malacards.org/card/intervertebral_disc_disease,,,,
1.22,"Fanconi Anemia, Complementation Group F","Nephrological diseases, Skin diseases, Bone diseases, Immune diseases, Blood diseases, Neuronal diseases, Mental diseases, Genetic diseases, Rare diseases, Cancer diseases, Fetal diseases",16,1,FANCA,https://www.malacards.org/card/fanconi_anemia_complementation_group_f,,,,
1.22,"Gm1-Gangliosidosis, Type Iii","Liver diseases, Bone diseases, Endocrine diseases, Neuronal diseases, Eye diseases, Metabolic diseases, Genetic diseases, Rare diseases",16,1,TNKS2,https://www.malacards.org/card/gm1_gangliosidosis_type_iii,,,,
1.22,Syndromic X-Linked Intellectual Disability Najm Type,"Neuronal diseases, Mental diseases, Genetic diseases",17,1,NRXN1,https://www.malacards.org/card/syndromic_x_linked_intellectual_disability_najm_type,,,,
1.22,Overhydrated Hereditary Stomatocytosis,"Blood diseases, Genetic diseases, Rare diseases",17,1,HS3ST1,https://www.malacards.org/card/overhydrated_hereditary_stomatocytosis,,,,
1.21,Triple-Receptor Negative Breast Cancer,Cancer diseases,15,1,FAHD1,https://www.malacards.org/card/triple_receptor_negative_breast_cancer,,,,
1.21,"Robinow Syndrome, Autosomal Dominant 2","Nephrological diseases, Bone diseases, Reproductive diseases, Neuronal diseases, Eye diseases, Genetic diseases, Rare diseases, Fetal diseases",15,1,CYB5A,https://www.malacards.org/card/robinow_syndrome_autosomal_dominant_2,,,,
1.21,"Optic Atrophy With Or Without Deafness, Ophthalmoplegia, Myopathy, Ataxia, And Neuropathy",Genetic diseases,17,1,RTN2,https://www.malacards.org/card/optic_atrophy_with_or_without_deafness_ophthalmoplegia_myopathy_ataxia_and_neuropathy,,,,
1.21,"Waardenburg Syndrome, Type 2a","Gastrointestinal diseases, Skin diseases, Eye diseases, Ear diseases, Genetic diseases, Rare diseases, Fetal diseases",17,1,TYRP1,https://www.malacards.org/card/waardenburg_syndrome_type_2a_2,,,,
1.21,Spermatogenic Failure 16,"Reproductive diseases, Mental diseases, Genetic diseases, Rare diseases",18,1,DNAJB13,https://www.malacards.org/card/spermatogenic_failure_16,,,,
1.21,"Hypomagnesemia 6, Renal","Nephrological diseases, Muscle diseases, Metabolic diseases, Genetic diseases, Rare diseases",18,1,MSRB2,https://www.malacards.org/card/hypomagnesemia_6_renal,,,,
1.21,Bjornstad Syndrome,"Skin diseases, Neuronal diseases, Ear diseases, Metabolic diseases, Genetic diseases, Rare diseases",18,1,WWC1,https://www.malacards.org/card/bjornstad_syndrome,,,,
1.21,Frontotemporal Dementia And/Or Amyotrophic Lateral Sclerosis 7,"Neuronal diseases, Oral diseases, Mental diseases, Genetic diseases, Rare diseases",18,1,VPS28,https://www.malacards.org/card/frontotemporal_dementia_and_or_amyotrophic_lateral_sclerosis_7,,,,
1.21,Childhood Hepatocellular Carcinoma,"Gastrointestinal diseases, Liver diseases, Rare diseases, Cancer diseases",18,1,TERT,https://www.malacards.org/card/childhood_hepatocellular_carcinoma,,,,
1.21,Intracranial Meningioma,"Neuronal diseases, Cancer diseases",19,1,TERT,https://www.malacards.org/card/intracranial_meningioma,,,,
1.21,Lymphoepithelioma-Like Carcinoma,"Immune diseases, Cancer diseases",19,1,EGFR,https://www.malacards.org/card/lymphoepithelioma_like_carcinoma,,,,
1.21,Carbuncle,"Skin diseases, Eye diseases, Infectious diseases",19,1,PIK3CB,https://www.malacards.org/card/carbuncle,,,,
1.21,Arteriosclerosis Obliterans,Cardiovascular diseases,19,1,MMP9,https://www.malacards.org/card/arteriosclerosis_obliterans,,,,
1.21,Spitzoid Melanoma,"Skin diseases, Cancer diseases",19,1,TERT,https://www.malacards.org/card/spitzoid_melanoma,,,,
1.21,Clear Cell Meningioma,"Neuronal diseases, Cancer diseases",19,1,TERT,https://www.malacards.org/card/clear_cell_meningioma,,,,
1.21,Coronary Aneurysm,Cardiovascular diseases,19,1,MMP9,https://www.malacards.org/card/coronary_aneurysm,,,,
1.21,Pleomorphic Carcinoma,Cancer diseases,19,1,EGFR,https://www.malacards.org/card/pleomorphic_carcinoma,,,,
1.21,Acral Lentiginous Melanoma,"Skin diseases, Rare diseases, Cancer diseases",19,1,TERT,https://www.malacards.org/card/acral_lentiginous_melanoma,,,,
1.21,Verrucous Carcinoma,"Oral diseases, Cancer diseases",19,1,EGFR,https://www.malacards.org/card/verrucous_carcinoma,,,,
1.21,Large Cell Carcinoma With Rhabdoid Phenotype,"Respiratory diseases, Cancer diseases",19,1,EGFR,https://www.malacards.org/card/large_cell_carcinoma_with_rhabdoid_phenotype,,,,
1.21,Mucoepidermoid Carcinoma,"Endocrine diseases, Rare diseases, Cancer diseases",31,1,EGFR,https://www.malacards.org/card/mucoepidermoid_carcinoma,,,,
1.21,Carotid Stenosis,"Neuronal diseases, Cardiovascular diseases",33,1,MMP9,https://www.malacards.org/card/carotid_stenosis,,,,
1.21,Adenosquamous Carcinoma,"Endocrine diseases, Cancer diseases",33,1,EGFR,https://www.malacards.org/card/adenosquamous_carcinoma,,,,
1.20,"Fanconi Anemia, Complementation Group E","Nephrological diseases, Skin diseases, Bone diseases, Immune diseases, Blood diseases, Neuronal diseases, Mental diseases, Genetic diseases, Rare diseases, Cancer diseases, Fetal diseases",18,1,FANCA,https://www.malacards.org/card/fanconi_anemia_complementation_group_e,,,,
1.20,Spermatogenic Failure 51,"Reproductive diseases, Mental diseases, Genetic diseases, Rare diseases",18,1,CCDC39,https://www.malacards.org/card/spermatogenic_failure_51,,,,
1.20,"Spastic Paraplegia 13, Autosomal Dominant","Gastrointestinal diseases, Nephrological diseases, Skin diseases, Muscle diseases, Neuronal diseases, Oral diseases, Mental diseases, Eye diseases, Respiratory diseases, Ear diseases, Metabolic diseases, Genetic diseases, Rare diseases",19,1,RTN2,https://www.malacards.org/card/spastic_paraplegia_13_autosomal_dominant,,,,
1.20,Ngly1-Deficiency,"Metabolic diseases, Genetic diseases",19,1,DDI2,https://www.malacards.org/card/ngly1_deficiency,,,,
1.20,Tietz Albinism-Deafness Syndrome,"Skin diseases, Ear diseases, Genetic diseases, Rare diseases, Fetal diseases",19,1,TYRP1,https://www.malacards.org/card/tietz_albinism_deafness_syndrome,,,,
1.20,Papillary Adenofibroma,Cancer diseases,20,1,FANCA,https://www.malacards.org/card/papillary_adenofibroma,,,,
1.20,Adult Malignant Schwannoma,"Neuronal diseases, Cancer diseases",20,1,EGFR,https://www.malacards.org/card/adult_malignant_schwannoma,,,,
1.20,Scleritis,"Neuronal diseases, Eye diseases, Rare diseases",20,1,MMP9,https://www.malacards.org/card/scleritis,,,,
1.20,Cutaneous Ganglioneuroma,"Skin diseases, Cancer diseases",20,1,EGFR,https://www.malacards.org/card/cutaneous_ganglioneuroma,,,,
1.20,Childhood Astrocytic Tumor,"Neuronal diseases, Cancer diseases",20,1,EGFR,https://www.malacards.org/card/childhood_astrocytic_tumor,,,,
1.20,Tuberculoid Leprosy,Infectious diseases,20,1,MLLT1,https://www.malacards.org/card/tuberculoid_leprosy,,,,
1.20,Childhood Disintegrative Disease,"Neuronal diseases, Mental diseases, Rare diseases",20,1,NRXN1,https://www.malacards.org/card/childhood_disintegrative_disease,,,,
1.20,Phimosis,"Nephrological diseases, Reproductive diseases",20,1,CYP1A1,https://www.malacards.org/card/phimosis,,,,
1.20,Abnormality Of Glucagon Secretion,Endocrine diseases,20,1,KCNJ8,https://www.malacards.org/card/abnormality_of_glucagon_secretion,,,,
1.20,Keratinizing Squamous Cell Carcinoma,"Skin diseases, Cancer diseases",20,1,EGFR,https://www.malacards.org/card/keratinizing_squamous_cell_carcinoma,,,,
1.20,Heart Aneurysm,Cardiovascular diseases,20,1,MMP9,https://www.malacards.org/card/heart_aneurysm,,,,
1.20,Malignant Conjunctival Melanoma,"Skin diseases, Immune diseases, Neuronal diseases, Eye diseases, Rare diseases, Cancer diseases",20,1,TERT,https://www.malacards.org/card/malignant_conjunctival_melanoma,,,,
1.19,Restrictive Dermopathy,"Skin diseases, Neuronal diseases, Genetic diseases, Rare diseases, Fetal diseases",18,1,RMND1,https://www.malacards.org/card/restrictive_dermopathy,,,,
1.19,Anaplastic Oligodendroglioma,"Neuronal diseases, Rare diseases",19,1,EGFR,https://www.malacards.org/card/anaplastic_oligodendroglioma,,,,
1.19,"Failure Of Tooth Eruption, Primary","Oral diseases, Genetic diseases, Rare diseases",19,1,C15orf40,https://www.malacards.org/card/failure_of_tooth_eruption_primary,,,,
1.19,Combined Malonic And Methylmalonic Aciduria,"Neuronal diseases, Metabolic diseases, Genetic diseases, Rare diseases",19,1,ZNF12,https://www.malacards.org/card/combined_malonic_and_methylmalonic_aciduria,,,,
1.19,"Spastic Paraplegia 6, Autosomal Dominant","Gastrointestinal diseases, Nephrological diseases, Skin diseases, Muscle diseases, Neuronal diseases, Oral diseases, Mental diseases, Eye diseases, Respiratory diseases, Ear diseases, Metabolic diseases, Genetic diseases, Rare diseases",19,1,RTN2,https://www.malacards.org/card/spastic_paraplegia_6_autosomal_dominant,,,,
1.19,Cherubism,"Skin diseases, Bone diseases, Blood diseases, Oral diseases, Eye diseases, Genetic diseases, Rare diseases, Fetal diseases",20,1,TNKS2,https://www.malacards.org/card/cherubism,,,,
1.19,"Spastic Paraplegia 10, Autosomal Dominant","Gastrointestinal diseases, Nephrological diseases, Skin diseases, Muscle diseases, Neuronal diseases, Oral diseases, Mental diseases, Eye diseases, Respiratory diseases, Ear diseases, Metabolic diseases, Genetic diseases, Rare diseases",20,1,RTN2,https://www.malacards.org/card/spastic_paraplegia_10_autosomal_dominant,,,,
1.19,Marshall Syndrome,"Skin diseases, Bone diseases, Eye diseases, Genetic diseases, Rare diseases, Fetal diseases",20,1,ST18,https://www.malacards.org/card/marshall_syndrome,,,,
1.19,"Spastic Paraplegia 20, Autosomal Recessive","Gastrointestinal diseases, Nephrological diseases, Skin diseases, Muscle diseases, Neuronal diseases, Oral diseases, Mental diseases, Eye diseases, Respiratory diseases, Ear diseases, Metabolic diseases, Genetic diseases, Rare diseases",20,1,RTN2,https://www.malacards.org/card/spastic_paraplegia_20_autosomal_recessive,,,,
1.19,Amelanotic Melanoma,"Skin diseases, Cancer diseases",21,1,TYRP1,https://www.malacards.org/card/amelanotic_melanoma,,,,
1.19,Adamantinous Craniopharyngioma,"Neuronal diseases, Cancer diseases",21,1,EGFR,https://www.malacards.org/card/adamantinous_craniopharyngioma,,,,
1.19,Hepatopulmonary Syndrome,"Gastrointestinal diseases, Rare diseases",21,1,TERT,https://www.malacards.org/card/hepatopulmonary_syndrome,,,,
1.19,Irregular Astigmatism,Neuronal diseases,21,1,MMP9,https://www.malacards.org/card/irregular_astigmatism,,,,
1.19,Atypical Autism,"Neuronal diseases, Mental diseases, Rare diseases",21,1,NRXN1,https://www.malacards.org/card/atypical_autism,,,,
1.19,Malignant Hypertension,"Nephrological diseases, Reproductive diseases, Blood diseases, Mental diseases, Cardiovascular diseases, Genetic diseases, Rare diseases, Cancer diseases",21,1,CYP1A1,https://www.malacards.org/card/malignant_hypertension,,,,
1.19,Childhood Osteosarcoma,"Bone diseases, Cancer diseases",21,1,PIK3CB,https://www.malacards.org/card/childhood_osteosarcoma,,,,
