"Category","Subcategory","Enrichment","P-value","P-adjusted","Q-value","Observed","miRNAs/precursors"
"Annotations derived over miRTarBase (Gene Ontology)","SREBP signaling pathway GO0032933","depleted","0.017094","0.017094","0.341714","3","hsa-miR-7151-5p; hsa-miR-134-3p; hsa-miR-7703"
"Annotations derived over miRTarBase (Gene Ontology)","amyloid-beta clearance GO0097242","depleted","0.017094","0.017094","0.341714","3","hsa-miR-7151-5p; hsa-miR-1253; hsa-miR-7703"
"Annotations derived over miRTarBase (Gene Ontology)","amyloid precursor protein metabolic process GO0042982","enriched","0.017094","0.017094","0.341714","3","hsa-miR-6829-3p; hsa-miR-6769b-5p; hsa-miR-7854-3p"
"Annotations derived over miRTarBase (Gene Ontology)","carboxylesterase activity GO0106435","enriched","0.017094","0.017094","0.341714","3","hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-7854-3p"
"Annotations derived over miRTarBase (Gene Ontology)","catabolic process GO0009056","enriched","0.017094","0.017094","0.341714","3","hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-7854-3p"
"Annotations derived over miRTarBase (Gene Ontology)","establishment of spindle orientation GO0051294","enriched","0.017094","0.017094","0.341714","3","hsa-miR-6769b-5p; hsa-miR-6722-3p; hsa-miR-7854-3p"
"Annotations derived over miRTarBase (Gene Ontology)","fibroblast growth factor receptor activity GO0005007","enriched","0.017094","0.017094","0.341714","3","hsa-miR-3130-3p; hsa-miR-6722-3p; hsa-miR-7854-3p"
"Annotations derived over miRTarBase (Gene Ontology)","hematopoietic stem cell proliferation GO0071425","enriched","0.017094","0.017094","0.341714","3","hsa-miR-4722-3p; hsa-miR-6769b-5p; hsa-miR-7854-3p"
"Annotations derived over miRTarBase (Gene Ontology)","intracellular oxygen homeostasis GO0032364","enriched","0.017094","0.017094","0.341714","3","hsa-miR-3130-3p; hsa-miR-4282; hsa-miR-7854-3p"
"Annotations derived over miRTarBase (Gene Ontology)","lipid droplet formation GO0140042","enriched","0.017094","0.017094","0.341714","3","hsa-miR-6829-3p; hsa-miR-4524b-5p; hsa-miR-7854-3p"
"Annotations derived over miRTarBase (Gene Ontology)","lipid droplet organization GO0034389","enriched","0.017094","0.017094","0.341714","3","hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-7854-3p"
"Annotations derived over miRTarBase (Gene Ontology)","lipoprotein lipase activity GO0004465","enriched","0.017094","0.017094","0.341714","3","hsa-miR-3130-3p; hsa-miR-4722-3p; hsa-miR-7854-3p"
"Annotations derived over miRTarBase (Gene Ontology)","mitochondrial translational termination GO0070126","enriched","0.017094","0.017094","0.341714","3","hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-7854-3p"
"Annotations derived over miRTarBase (Gene Ontology)","negative regulation of ubiquitin-dependent protein catabolic process GO2000059","depleted","0.017094","0.017094","0.341714","3","hsa-miR-7151-5p; hsa-miR-1253; hsa-miR-7703"
"Annotations derived over miRTarBase (Gene Ontology)","peptidyl-proline hydroxylation GO0019511","enriched","0.017094","0.017094","0.341714","3","hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-7854-3p"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of viral entry into host cell GO0046598","enriched","0.017094","0.017094","0.341714","3","hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-7854-3p"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of ATP-dependent activity GO0043462","enriched","0.017094","0.017094","0.341714","3","hsa-miR-6829-3p; hsa-miR-6769b-5p; hsa-miR-7854-3p"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of establishment or maintenance of cell polarity GO0032878","enriched","0.017094","0.017094","0.341714","3","hsa-miR-6769b-5p; hsa-miR-6722-3p; hsa-miR-7854-3p"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of mitochondrion organization GO0010821","enriched","0.017094","0.017094","0.341714","3","hsa-miR-6722-3p; hsa-miR-4524b-5p; hsa-miR-7854-3p"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of multicellular organism growth GO0040014","depleted","0.017094","0.017094","0.341714","3","hsa-miR-7151-5p; hsa-miR-7703; hsa-miR-1229-3p"
"Annotations derived over miRTarBase (Gene Ontology)","sulfate transport GO0008272","enriched","0.017094","0.017094","0.341714","3","hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-7854-3p"
"Annotations derived over miRTarBase (Gene Ontology)","synaptic vesicle maturation GO0016188","enriched","0.017094","0.017094","0.341714","3","hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-7854-3p"
"Annotations derived over miRTarBase (Gene Ontology)","ubiquitin-like protein conjugating enzyme binding GO0044390","enriched","0.017094","0.017094","0.341714","3","hsa-miR-6769b-5p; hsa-miR-4282; hsa-miR-7854-3p"
"Target genes (miRTarBase)","CES2","enriched","0.017094","0.017094","0.321627","3","hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-7854-3p"
"Target genes (miRTarBase)","CRISPLD2","enriched","0.017094","0.017094","0.321627","3","hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-7854-3p"
"Target genes (miRTarBase)","LLGL1","enriched","0.017094","0.017094","0.321627","3","hsa-miR-6769b-5p; hsa-miR-6722-3p; hsa-miR-7854-3p"
"Annotations derived over miRTarBase (Gene Ontology)","BH3 domain binding GO0051434","enriched","0.0184371","0.0184371","0.352538","5","hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-6722-3p; hsa-miR-7854-3p; hsa-miR-371b-5p"
"Annotations derived over miRTarBase (Gene Ontology)","kinetochore microtubule GO0005828","enriched","0.0184371","0.0184371","0.352538","5","hsa-miR-6769b-5p; hsa-miR-6722-3p; hsa-miR-7854-3p; hsa-miR-5587-5p; hsa-miR-371b-5p"
"Annotations derived over miRTarBase (Gene Ontology)","lipopolysaccharide binding GO0001530","enriched","0.0184371","0.0184371","0.352538","5","hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-6769b-5p; hsa-miR-412-3p; hsa-miR-371b-5p"
"Annotations derived over miRTarBase (Gene Ontology)","protein phosphatase inhibitor activity GO0004864","enriched","0.0184371","0.0184371","0.352538","5","hsa-miR-6829-3p; hsa-miR-4282; hsa-miR-4524b-5p; hsa-miR-7854-3p; hsa-miR-371b-5p"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of ubiquitin-protein transferase activity GO0051438","enriched","0.0184371","0.0184371","0.352538","5","hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-6769b-5p; hsa-miR-7854-3p; hsa-miR-371b-5p"
"Target genes (miRTarBase)","KLHL36","enriched","0.0184371","0.0184371","0.321627","5","hsa-miR-4722-3p; hsa-miR-7854-3p; hsa-miR-5587-5p; hsa-miR-218-2-3p; hsa-miR-371b-5p"
"Annotations derived over miRTarBase (Gene Ontology)","potassium channel regulator activity GO0015459","enriched","0.0192746","0.0192746","0.352538","11","hsa-miR-3130-3p; hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-4282; hsa-miR-4524b-5p; hsa-miR-7854-3p; hsa-miR-5587-5p; hsa-miR-548h-5p; hsa-miR-5585-3p; hsa-miR-6847-3p; hsa-miR-1253"
"Annotations derived over miRTarBase (Gene Ontology)","response to endoplasmic reticulum stress GO0034976","enriched","0.0192746","0.0192746","0.352538","11","hsa-miR-3130-3p; hsa-miR-6769b-5p; hsa-miR-4282; hsa-miR-6722-3p; hsa-miR-4524b-5p; hsa-miR-7854-3p; hsa-miR-5587-5p; hsa-miR-371b-5p; hsa-miR-7151-5p; hsa-miR-7703; hsa-miR-1229-3p"
"Annotations derived over miRTarBase (Gene Ontology)","cysteine-type endopeptidase activity GO0004197","enriched","0.0192865","0.0192865","0.352538","6","hsa-miR-6829-3p; hsa-miR-4282; hsa-miR-4524b-5p; hsa-miR-7854-3p; hsa-miR-412-3p; hsa-miR-7703"
"Annotations derived over miRTarBase (Gene Ontology)","endoplasmic reticulum exit site GO0070971","enriched","0.0192865","0.0192865","0.352538","6","hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-4282; hsa-miR-4524b-5p; hsa-miR-412-3p; hsa-miR-7151-5p"
"Annotations derived over miRTarBase (Gene Ontology)","heart morphogenesis GO0003007","enriched","0.0192865","0.0192865","0.352538","6","hsa-miR-6769b-5p; hsa-miR-4282; hsa-miR-6722-3p; hsa-miR-4524b-5p; hsa-miR-412-3p; hsa-miR-1253"
"Annotations derived over miRTarBase (Gene Ontology)","mRNA splicing, via spliceosome GO0000398","enriched","0.0192865","0.0192865","0.352538","22","hsa-miR-3130-3p; hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-6769b-5p; hsa-miR-4282; hsa-miR-6722-3p; hsa-miR-4524b-5p; hsa-miR-5587-5p; hsa-miR-412-3p; hsa-miR-218-2-3p; hsa-miR-449c-3p; hsa-miR-371b-5p; hsa-miR-548h-5p; hsa-miR-5591-5p; hsa-miR-5585-3p; hsa-miR-6847-3p; hsa-miR-4741; hsa-miR-660-5p; hsa-miR-1253; hsa-miR-134-3p; hsa-miR-7703; hsa-miR-1229-3p"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of cytokine production GO0001819","enriched","0.0192865","0.0192865","0.352538","6","hsa-miR-4722-3p; hsa-miR-6769b-5p; hsa-miR-4282; hsa-miR-4524b-5p; hsa-miR-412-3p; hsa-miR-1229-3p"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of epidermal growth factor receptor signaling pathway GO0045742","enriched","0.0192865","0.0192865","0.352538","6","hsa-miR-6829-3p; hsa-miR-6769b-5p; hsa-miR-7854-3p; hsa-miR-5587-5p; hsa-miR-412-3p; hsa-miR-1229-3p"
"Pathways (KEGG)","Chemical carcinogenesis - reactive oxygen species","enriched","0.0192865","0.0192865","0.207753","22","hsa-miR-3130-3p; hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-6769b-5p; hsa-miR-4282; hsa-miR-6722-3p; hsa-miR-4524b-5p; hsa-miR-7854-3p; hsa-miR-5587-5p; hsa-miR-218-2-3p; hsa-miR-449c-3p; hsa-miR-371b-5p; hsa-miR-548h-5p; hsa-miR-5591-5p; hsa-miR-5585-3p; hsa-miR-6847-3p; hsa-miR-4741; hsa-miR-1253; hsa-miR-134-3p; hsa-miR-7703; hsa-miR-1229-3p; hsa-miR-4749-5p"
"Annotations derived over miRTarBase (Gene Ontology)","CMG complex GO0071162","enriched","0.0194383","0.0194383","0.352538","4","hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-6769b-5p; hsa-miR-371b-5p"
"Annotations derived over miRTarBase (Gene Ontology)","L-asparagine transmembrane transporter activity GO0015182","enriched","0.0194383","0.0194383","0.352538","4","hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-6769b-5p; hsa-miR-371b-5p"
"Annotations derived over miRTarBase (Gene Ontology)","Roundabout binding GO0048495","enriched","0.0194383","0.0194383","0.352538","4","hsa-miR-4722-3p; hsa-miR-6769b-5p; hsa-miR-412-3p; hsa-miR-218-2-3p"
"Annotations derived over miRTarBase (Gene Ontology)","U2-type spliceosomal complex GO0005684","enriched","0.0194383","0.0194383","0.352538","4","hsa-miR-3130-3p; hsa-miR-4722-3p; hsa-miR-6769b-5p; hsa-miR-7703"
"Annotations derived over miRTarBase (Gene Ontology)","response to bacterium GO0009617","enriched","0.0194383","0.0194383","0.352538","4","hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-6769b-5p; hsa-miR-6847-3p"
"Annotations derived over miRTarBase (Gene Ontology)","very long-chain fatty acid metabolic process GO0000038","enriched","0.0194383","0.0194383","0.352538","4","hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-6769b-5p; hsa-miR-6847-3p"
"Annotations derived over miRTarBase (Gene Ontology)","structural molecule activity GO0005198","enriched","0.0197658","0.0197658","0.352538","13","hsa-miR-3130-3p; hsa-miR-6769b-5p; hsa-miR-4282; hsa-miR-6722-3p; hsa-miR-7854-3p; hsa-miR-5587-5p; hsa-miR-412-3p; hsa-miR-449c-3p; hsa-miR-371b-5p; hsa-miR-548h-5p; hsa-miR-1253; hsa-miR-7703; hsa-miR-1229-3p"
"Pathways (KEGG)","Vasopressin-regulated water reabsorption","enriched","0.0197658","0.0197658","0.207753","15","hsa-miR-3130-3p; hsa-miR-4722-3p; hsa-miR-6769b-5p; hsa-miR-4282; hsa-miR-6722-3p; hsa-miR-4524b-5p; hsa-miR-5587-5p; hsa-miR-412-3p; hsa-miR-218-2-3p; hsa-miR-371b-5p; hsa-miR-548h-5p; hsa-miR-6847-3p; hsa-miR-660-5p; hsa-miR-6774-3p; hsa-miR-7703"
"Annotations derived over miRTarBase (Gene Ontology)","GTPase activator activity GO0005096","enriched","0.0220276","0.0220276","0.352538","20","hsa-miR-3130-3p; hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-6769b-5p; hsa-miR-4282; hsa-miR-6722-3p; hsa-miR-4524b-5p; hsa-miR-7854-3p; hsa-miR-5587-5p; hsa-miR-412-3p; hsa-miR-218-2-3p; hsa-miR-371b-5p; hsa-miR-548h-5p; hsa-miR-5585-3p; hsa-miR-6847-3p; hsa-miR-1253; hsa-miR-6774-3p; hsa-miR-7703; hsa-miR-1229-3p; hsa-miR-4749-5p"
"Annotations derived over miRTarBase (Gene Ontology)","SWISNF complex GO0016514","enriched","0.0220276","0.0220276","0.352538","8","hsa-miR-3130-3p; hsa-miR-6769b-5p; hsa-miR-4282; hsa-miR-6722-3p; hsa-miR-7854-3p; hsa-miR-412-3p; hsa-miR-4741; hsa-miR-1229-3p"
"Annotations derived over miRTarBase (Gene Ontology)","cell adhesion GO0007155","enriched","0.0220276","0.0220276","0.352538","20","hsa-miR-3130-3p; hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-4282; hsa-miR-6722-3p; hsa-miR-4524b-5p; hsa-miR-7854-3p; hsa-miR-5587-5p; hsa-miR-412-3p; hsa-miR-218-2-3p; hsa-miR-371b-5p; hsa-miR-548h-5p; hsa-miR-5591-5p; hsa-miR-5585-3p; hsa-miR-6847-3p; hsa-miR-4741; hsa-miR-134-3p; hsa-miR-7703; hsa-miR-1229-3p; hsa-miR-4749-5p"
"Annotations derived over miRTarBase (Gene Ontology)","cullin family protein binding GO0097602","enriched","0.0220276","0.0220276","0.352538","8","hsa-miR-4722-3p; hsa-miR-4282; hsa-miR-7854-3p; hsa-miR-5587-5p; hsa-miR-218-2-3p; hsa-miR-371b-5p; hsa-miR-548h-5p; hsa-miR-6847-3p"
"Annotations derived over miRTarBase (Gene Ontology)","platelet aggregation GO0070527","enriched","0.0220276","0.0220276","0.352538","8","hsa-miR-4282; hsa-miR-6722-3p; hsa-miR-7854-3p; hsa-miR-5587-5p; hsa-miR-412-3p; hsa-miR-371b-5p; hsa-miR-5591-5p; hsa-miR-6847-3p"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of G0 to G1 transition GO0070316","enriched","0.0220276","0.0220276","0.352538","8","hsa-miR-3130-3p; hsa-miR-6769b-5p; hsa-miR-4282; hsa-miR-6722-3p; hsa-miR-7854-3p; hsa-miR-412-3p; hsa-miR-4741; hsa-miR-1229-3p"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of mitotic metaphaseanaphase transition GO0030071","enriched","0.0220276","0.0220276","0.352538","8","hsa-miR-3130-3p; hsa-miR-6769b-5p; hsa-miR-4282; hsa-miR-6722-3p; hsa-miR-7854-3p; hsa-miR-412-3p; hsa-miR-4741; hsa-miR-1229-3p"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of nucleotide-excision repair GO2000819","enriched","0.0220276","0.0220276","0.352538","8","hsa-miR-3130-3p; hsa-miR-6769b-5p; hsa-miR-4282; hsa-miR-6722-3p; hsa-miR-7854-3p; hsa-miR-412-3p; hsa-miR-4741; hsa-miR-1229-3p"
"Annotations derived over miRTarBase (Gene Ontology)","response to ionizing radiation GO0010212","enriched","0.0220276","0.0220276","0.352538","8","hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-6769b-5p; hsa-miR-4282; hsa-miR-5587-5p; hsa-miR-412-3p; hsa-miR-7703; hsa-miR-4749-5p"
"Pathways (KEGG)","Apoptosis","enriched","0.0220276","0.0220276","0.207753","20","hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-6769b-5p; hsa-miR-4282; hsa-miR-6722-3p; hsa-miR-4524b-5p; hsa-miR-7854-3p; hsa-miR-5587-5p; hsa-miR-412-3p; hsa-miR-449c-3p; hsa-miR-371b-5p; hsa-miR-548h-5p; hsa-miR-5591-5p; hsa-miR-5585-3p; hsa-miR-6847-3p; hsa-miR-4741; hsa-miR-660-5p; hsa-miR-1253; hsa-miR-7703; hsa-miR-1229-3p"
"Pathways (KEGG)","Chemical carcinogenesis - receptor activation","enriched","0.0220276","0.0220276","0.207753","20","hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-6769b-5p; hsa-miR-4282; hsa-miR-6722-3p; hsa-miR-4524b-5p; hsa-miR-7854-3p; hsa-miR-5587-5p; hsa-miR-412-3p; hsa-miR-218-2-3p; hsa-miR-371b-5p; hsa-miR-548h-5p; hsa-miR-5591-5p; hsa-miR-5585-3p; hsa-miR-6847-3p; hsa-miR-4741; hsa-miR-1253; hsa-miR-7703; hsa-miR-1229-3p; hsa-miR-4749-5p"
"Pathways (KEGG)","Cortisol synthesis and secretion","enriched","0.0220276","0.0220276","0.207753","8","hsa-miR-3130-3p; hsa-miR-4722-3p; hsa-miR-6769b-5p; hsa-miR-6722-3p; hsa-miR-5587-5p; hsa-miR-412-3p; hsa-miR-5591-5p; hsa-miR-6847-3p"
"Annotations derived over miRTarBase (Gene Ontology)","Bcl-2 family protein complex GO0097136","enriched","0.0228988","0.0228988","0.352538","9","hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-6722-3p; hsa-miR-7854-3p; hsa-miR-5587-5p; hsa-miR-412-3p; hsa-miR-371b-5p; hsa-miR-5591-5p; hsa-miR-660-5p"
"Annotations derived over miRTarBase (Gene Ontology)","collagen binding GO0005518","enriched","0.0228988","0.0228988","0.352538","9","hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-4282; hsa-miR-6722-3p; hsa-miR-7854-3p; hsa-miR-412-3p; hsa-miR-371b-5p; hsa-miR-5591-5p; hsa-miR-134-3p"
"Annotations derived over miRTarBase (Gene Ontology)","endoplasmic reticulum mannose trimming GO1904380","enriched","0.0228988","0.0228988","0.352538","9","hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-6769b-5p; hsa-miR-4282; hsa-miR-7854-3p; hsa-miR-412-3p; hsa-miR-371b-5p; hsa-miR-5591-5p; hsa-miR-7703"
"Pathways (KEGG)","Legionellosis","enriched","0.0228988","0.0228988","0.207753","9","hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-4282; hsa-miR-4524b-5p; hsa-miR-5587-5p; hsa-miR-412-3p; hsa-miR-371b-5p; hsa-miR-5591-5p; hsa-miR-7703"
"Pathways (KEGG)","Dopaminergic synapse","enriched","0.0229766","0.0229766","0.207753","17","hsa-miR-3130-3p; hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-6769b-5p; hsa-miR-4282; hsa-miR-6722-3p; hsa-miR-4524b-5p; hsa-miR-7854-3p; hsa-miR-412-3p; hsa-miR-218-2-3p; hsa-miR-371b-5p; hsa-miR-5591-5p; hsa-miR-6847-3p; hsa-miR-1253; hsa-miR-134-3p; hsa-miR-7703; hsa-miR-4749-5p"
"Annotations derived over miRTarBase (Gene Ontology)","cellular response to oxidative stress GO0034599","enriched","0.023457","0.023457","0.352538","16","hsa-miR-3130-3p; hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-6769b-5p; hsa-miR-4282; hsa-miR-6722-3p; hsa-miR-4524b-5p; hsa-miR-7854-3p; hsa-miR-371b-5p; hsa-miR-5591-5p; hsa-miR-5585-3p; hsa-miR-6847-3p; hsa-miR-1253; hsa-miR-6802-3p; hsa-miR-7703; hsa-miR-1229-3p"
"Annotations derived over miRTarBase (Gene Ontology)","kinase binding GO0019900","enriched","0.023457","0.023457","0.352538","16","hsa-miR-3130-3p; hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-6769b-5p; hsa-miR-4282; hsa-miR-6722-3p; hsa-miR-4524b-5p; hsa-miR-7854-3p; hsa-miR-412-3p; hsa-miR-5591-5p; hsa-miR-6847-3p; hsa-miR-1227-5p; hsa-miR-134-3p; hsa-miR-6802-3p; hsa-miR-1229-3p; hsa-miR-4749-5p"
"Annotations derived over miRTarBase (Gene Ontology)","mitotic cell cycle GO0000278","enriched","0.023457","0.023457","0.352538","16","hsa-miR-3130-3p; hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-4282; hsa-miR-6722-3p; hsa-miR-4524b-5p; hsa-miR-7854-3p; hsa-miR-412-3p; hsa-miR-218-2-3p; hsa-miR-371b-5p; hsa-miR-548h-5p; hsa-miR-5591-5p; hsa-miR-6847-3p; hsa-miR-1253; hsa-miR-7703; hsa-miR-1229-3p"
"Annotations derived over miRTarBase (Gene Ontology)","protein K48-linked ubiquitination GO0070936","enriched","0.023457","0.023457","0.352538","16","hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-6769b-5p; hsa-miR-4282; hsa-miR-6722-3p; hsa-miR-4524b-5p; hsa-miR-7854-3p; hsa-miR-5587-5p; hsa-miR-412-3p; hsa-miR-371b-5p; hsa-miR-548h-5p; hsa-miR-5591-5p; hsa-miR-4741; hsa-miR-660-5p; hsa-miR-134-3p; hsa-miR-7703"
"Annotations derived over miRTarBase (Gene Ontology)","ubiquitin-dependent ERAD pathway GO0030433","enriched","0.023457","0.023457","0.352538","16","hsa-miR-3130-3p; hsa-miR-4722-3p; hsa-miR-6769b-5p; hsa-miR-6722-3p; hsa-miR-4524b-5p; hsa-miR-7854-3p; hsa-miR-412-3p; hsa-miR-218-2-3p; hsa-miR-449c-3p; hsa-miR-371b-5p; hsa-miR-548h-5p; hsa-miR-5591-5p; hsa-miR-7151-5p; hsa-miR-1253; hsa-miR-7703; hsa-miR-4749-5p"
"Pathways (KEGG)","Glutathione metabolism","enriched","0.023457","0.023457","0.207753","12","hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-6769b-5p; hsa-miR-4282; hsa-miR-4524b-5p; hsa-miR-7854-3p; hsa-miR-5587-5p; hsa-miR-218-2-3p; hsa-miR-371b-5p; hsa-miR-6847-3p; hsa-miR-7151-5p; hsa-miR-6802-3p"
"Pathways (KEGG)","Thyroid hormone synthesis","enriched","0.023457","0.023457","0.207753","16","hsa-miR-3130-3p; hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-6769b-5p; hsa-miR-4282; hsa-miR-6722-3p; hsa-miR-4524b-5p; hsa-miR-7854-3p; hsa-miR-412-3p; hsa-miR-371b-5p; hsa-miR-6847-3p; hsa-miR-4741; hsa-miR-7151-5p; hsa-miR-1253; hsa-miR-134-3p; hsa-miR-6802-3p"
"Pathways (KEGG)","Thyroid cancer","enriched","0.0235087","0.0235087","0.207753","15","hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-4282; hsa-miR-6722-3p; hsa-miR-4524b-5p; hsa-miR-7854-3p; hsa-miR-5587-5p; hsa-miR-412-3p; hsa-miR-371b-5p; hsa-miR-548h-5p; hsa-miR-5591-5p; hsa-miR-5585-3p; hsa-miR-4741; hsa-miR-1253; hsa-miR-1229-3p"
"Pathways (KEGG)","Basal cell carcinoma","enriched","0.0236055","0.0236055","0.207753","10","hsa-miR-4722-3p; hsa-miR-6769b-5p; hsa-miR-4282; hsa-miR-6722-3p; hsa-miR-7854-3p; hsa-miR-412-3p; hsa-miR-371b-5p; hsa-miR-5591-5p; hsa-miR-5585-3p; hsa-miR-1229-3p"
"Annotations derived over miRTarBase (Gene Ontology)","ER-associated misfolded protein catabolic process GO0071712","enriched","0.023779","0.023779","0.352538","5","hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-6769b-5p; hsa-miR-7854-3p; hsa-miR-7703"
"Annotations derived over miRTarBase (Gene Ontology)","Fc-gamma receptor signaling pathway involved in phagocytosis GO0038096","enriched","0.023779","0.023779","0.352538","5","hsa-miR-3130-3p; hsa-miR-4722-3p; hsa-miR-6722-3p; hsa-miR-7854-3p; hsa-miR-5591-5p"
"Annotations derived over miRTarBase (Gene Ontology)","I band GO0031674","enriched","0.023779","0.023779","0.352538","5","hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-4282; hsa-miR-7854-3p; hsa-miR-7703"
"Annotations derived over miRTarBase (Gene Ontology)","S-adenosyl-L-methionine binding GO1904047","enriched","0.023779","0.023779","0.352538","5","hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-6769b-5p; hsa-miR-7854-3p; hsa-miR-5585-3p"
"Annotations derived over miRTarBase (Gene Ontology)","late endosome to vacuole transport via multivesicular body sorting pathway GO0032511","enriched","0.023779","0.023779","0.352538","5","hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-4282; hsa-miR-7854-3p; hsa-miR-548h-5p"
"Annotations derived over miRTarBase (Gene Ontology)","nuclear pore central transport channel GO0044613","enriched","0.023779","0.023779","0.352538","5","hsa-miR-6769b-5p; hsa-miR-4282; hsa-miR-6722-3p; hsa-miR-7854-3p; hsa-miR-7703"
"Annotations derived over miRTarBase (Gene Ontology)","phosphatidylcholine acyl-chain remodeling GO0036151","enriched","0.023779","0.023779","0.352538","5","hsa-miR-4722-3p; hsa-miR-4282; hsa-miR-6722-3p; hsa-miR-7854-3p; hsa-miR-5591-5p"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of focal adhesion disassembly GO0120183","enriched","0.023779","0.023779","0.352538","5","hsa-miR-6829-3p; hsa-miR-4282; hsa-miR-4524b-5p; hsa-miR-7854-3p; hsa-miR-6847-3p"
"Annotations derived over miRTarBase (Gene Ontology)","signaling receptor complex adaptor activity GO0030159","enriched","0.023779","0.023779","0.352538","5","hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-6769b-5p; hsa-miR-7854-3p; hsa-miR-7703"
"Annotations derived over miRTarBase (Gene Ontology)","supercoiled DNA binding GO0097100","enriched","0.023779","0.023779","0.352538","5","hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-4282; hsa-miR-7854-3p; hsa-miR-5591-5p"
"Pathways (KEGG)","Sphingolipid signaling pathway","enriched","0.023779","0.023779","0.207753","23","hsa-miR-3130-3p; hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-6769b-5p; hsa-miR-4282; hsa-miR-6722-3p; hsa-miR-4524b-5p; hsa-miR-7854-3p; hsa-miR-5587-5p; hsa-miR-412-3p; hsa-miR-218-2-3p; hsa-miR-371b-5p; hsa-miR-548h-5p; hsa-miR-5591-5p; hsa-miR-5585-3p; hsa-miR-6847-3p; hsa-miR-4741; hsa-miR-1227-5p; hsa-miR-660-5p; hsa-miR-1253; hsa-miR-134-3p; hsa-miR-7703; hsa-miR-4749-5p"
"Annotations derived over miRTarBase (Gene Ontology)","PAR polarity complex GO0120157","enriched","0.0238785","0.0238785","0.352538","6","hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-4282; hsa-miR-4524b-5p; hsa-miR-371b-5p; hsa-miR-5591-5p"
"Annotations derived over miRTarBase (Gene Ontology)","establishment of endothelial barrier GO0061028","enriched","0.0238785","0.0238785","0.352538","6","hsa-miR-4722-3p; hsa-miR-6829-3p; hsa-miR-4282; hsa-miR-412-3p; hsa-miR-371b-5p; hsa-miR-5591-5p"
