"Category","Subcategory","Enrichment","P-value","P-adjusted","Q-value","Observed","miRNAs/precursors"
"Annotations derived over miRTarBase (Gene Ontology)","wound healing GO0042060","enriched","0.0299197","0.0299197","0.502418","16","hsa-miR-5100; hsa-miR-4685-3p; hsa-miR-17-3p; hsa-miR-7110-5p; hsa-miR-6780a-5p; hsa-miR-31-3p; hsa-miR-4472; hsa-miR-4456; hsa-miR-6741-5p; hsa-miR-646; hsa-miR-6730-5p; hsa-miR-4443; hsa-miR-4483; hsa-miR-940; hsa-miR-6776-5p; hsa-miR-1470"
"Annotations derived over miRTarBase (Gene Ontology)","Hsp70 protein binding GO0030544","depleted","0.0303012","0.0303012","0.502418","14","hsa-miR-6780a-5p; hsa-miR-3652; hsa-miR-646; hsa-miR-6730-5p; hsa-miR-6805-3p; hsa-miR-940; hsa-miR-5572; hsa-miR-1470; hsa-miR-320b; hsa-miR-6819-5p; hsa-miR-1202; hsa-miR-342-5p; hsa-miR-1227-3p; hsa-miR-4769-5p"
"Annotations derived over miRTarBase (Gene Ontology)","protein serinethreonine kinase activator activity GO0043539","enriched","0.0303783","0.0303783","0.502418","19","hsa-miR-1290; hsa-miR-495-5p; hsa-miR-7110-5p; hsa-miR-6780a-5p; hsa-miR-31-3p; hsa-miR-4472; hsa-miR-4440; hsa-miR-6741-5p; hsa-miR-646; hsa-miR-6730-5p; hsa-miR-5698; hsa-miR-320d; hsa-miR-1224-5p; hsa-miR-6805-3p; hsa-miR-4483; hsa-miR-940; hsa-miR-320b; hsa-miR-1227-3p; hsa-miR-4769-5p"
"Annotations derived over miRTarBase (Gene Ontology)","spermatogenesis GO0007283","enriched","0.0303783","0.0303783","0.502418","19","hsa-miR-1185-2-3p; hsa-miR-1290; hsa-miR-4685-3p; hsa-miR-6076; hsa-miR-7110-5p; hsa-miR-6780a-5p; hsa-miR-6877-5p; hsa-miR-4472; hsa-miR-3652; hsa-miR-504-3p; hsa-miR-646; hsa-miR-5698; hsa-miR-4443; hsa-miR-6805-3p; hsa-miR-4483; hsa-miR-940; hsa-miR-6819-5p; hsa-miR-342-5p; hsa-miR-1227-3p"
"Annotations derived over miRTarBase (Gene Ontology)","telomere organization GO0032200","enriched","0.0304494","0.0304494","0.502418","8","hsa-miR-1290; hsa-miR-495-5p; hsa-miR-7110-5p; hsa-miR-4472; hsa-miR-6793-5p; hsa-miR-4443; hsa-miR-1224-5p; hsa-miR-4483"
"Annotations derived over miRTarBase (Gene Ontology)","autophagosome maturation GO0097352","enriched","0.0309653","0.0309653","0.502418","12","hsa-miR-1290; hsa-miR-6076; hsa-miR-6780a-5p; hsa-miR-31-3p; hsa-miR-3652; hsa-miR-504-3p; hsa-miR-646; hsa-miR-6730-5p; hsa-miR-5698; hsa-miR-6805-3p; hsa-miR-940; hsa-miR-4313"
"Annotations derived over miRTarBase (Gene Ontology)","protein-macromolecule adaptor activity GO0030674","enriched","0.0312823","0.0312823","0.502418","18","hsa-miR-4685-3p; hsa-miR-17-3p; hsa-miR-7110-5p; hsa-miR-31-3p; hsa-miR-4472; hsa-miR-3652; hsa-miR-6741-5p; hsa-miR-504-3p; hsa-miR-646; hsa-miR-6730-5p; hsa-miR-5698; hsa-miR-4443; hsa-miR-1224-5p; hsa-miR-6805-3p; hsa-miR-4483; hsa-miR-941; hsa-miR-516a-5p; hsa-miR-4769-5p"
"Annotations derived over miRTarBase (Gene Ontology)","protein tyrosine kinase activity GO0004713","enriched","0.0312823","0.0312823","0.502418","18","hsa-miR-5100; hsa-miR-17-3p; hsa-miR-495-5p; hsa-miR-7110-5p; hsa-miR-6780a-5p; hsa-miR-6877-5p; hsa-miR-4472; hsa-miR-3652; hsa-miR-4456; hsa-miR-504-3p; hsa-miR-646; hsa-miR-6730-5p; hsa-miR-5698; hsa-miR-940; hsa-miR-5572; hsa-miR-6776-5p; hsa-miR-185-3p; hsa-miR-4769-5p"
"Annotations derived over miRTarBase (Gene Ontology)","recycling endosome GO0055037","enriched","0.0312823","0.0312823","0.502418","27","hsa-miR-5100; hsa-miR-1185-2-3p; hsa-miR-4685-3p; hsa-miR-17-3p; hsa-miR-495-5p; hsa-miR-7110-5p; hsa-miR-6780a-5p; hsa-miR-6877-5p; hsa-miR-31-3p; hsa-miR-4472; hsa-miR-3652; hsa-miR-4456; hsa-miR-6741-5p; hsa-miR-504-3p; hsa-miR-646; hsa-miR-5698; hsa-miR-4443; hsa-miR-320d; hsa-miR-6805-3p; hsa-miR-4483; hsa-miR-940; hsa-miR-944; hsa-miR-6776-5p; hsa-miR-1470; hsa-miR-320b; hsa-miR-1227-3p; hsa-miR-4769-5p"
"Diseases (MNDR)","Colorectal cancer","depleted","0.0312823","0.0312823","0.305936","18","hsa-miR-1290; hsa-miR-17-3p; hsa-miR-31-3p; hsa-miR-3652; hsa-miR-646; hsa-miR-320d; hsa-miR-1224-5p; hsa-miR-940; hsa-miR-944; hsa-miR-185-3p; hsa-miR-1470; hsa-miR-3181; hsa-miR-941; hsa-miR-516a-5p; hsa-miR-320b; hsa-miR-1202; hsa-miR-342-5p; hsa-miR-1227-3p"
"Diseases (MNDR)","Stomach cancer","depleted","0.0316101","0.0316101","0.305936","31","hsa-miR-17-3p; hsa-miR-7110-5p; hsa-miR-6780a-5p; hsa-miR-6877-5p; hsa-miR-31-3p; hsa-miR-4472; hsa-miR-3652; hsa-miR-4440; hsa-miR-6793-5p; hsa-miR-6741-5p; hsa-miR-646; hsa-miR-6730-5p; hsa-miR-5698; hsa-miR-4443; hsa-miR-320d; hsa-miR-1224-5p; hsa-miR-6805-3p; hsa-miR-944; hsa-miR-4313; hsa-miR-5572; hsa-miR-6776-5p; hsa-miR-185-3p; hsa-miR-1470; hsa-miR-3181; hsa-miR-941; hsa-miR-516a-5p; hsa-miR-320b; hsa-miR-4489; hsa-miR-1202; hsa-miR-342-5p; hsa-miR-1227-3p"
"Annotations derived over miRTarBase (Gene Ontology)","establishment of planar polarity GO0001736","depleted","0.0320648","0.0320648","0.502418","3","hsa-miR-4313; hsa-miR-1470; hsa-miR-342-5p"
"Annotations derived over miRTarBase (Gene Ontology)","membrane depolarization during cardiac muscle cell action potential GO0086012","depleted","0.0320648","0.0320648","0.502418","3","hsa-miR-4313; hsa-miR-185-3p; hsa-miR-4489"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of SMAD protein signal transduction GO0060391","depleted","0.0320648","0.0320648","0.502418","3","hsa-miR-4313; hsa-miR-6819-5p; hsa-miR-342-5p"
"Interactions (NPInter)","APOL1","depleted","0.0320648","0.0320648","0.387834","3","hsa-miR-4313; hsa-miR-185-3p; hsa-miR-1227-3p"
"Interactions (NPInter)","PPAP2B","depleted","0.0320648","0.0320648","0.387834","3","hsa-miR-4313; hsa-miR-185-3p; hsa-miR-3181"
"Interactions (NPInter)","RPL18","depleted","0.0320648","0.0320648","0.387834","3","hsa-miR-4313; hsa-miR-185-3p; hsa-miR-1227-3p"
"Annotations derived over miRTarBase (Gene Ontology)","MHC class I protein complex GO0042612","enriched","0.0321219","0.0321219","0.502418","4","hsa-miR-495-5p; hsa-miR-4472; hsa-miR-3652; hsa-miR-504-3p"
"Annotations derived over miRTarBase (Gene Ontology)","aortic valve formation GO0003189","enriched","0.0321219","0.0321219","0.502418","4","hsa-miR-6877-5p; hsa-miR-31-3p; hsa-miR-4456; hsa-miR-504-3p"
"Annotations derived over miRTarBase (Gene Ontology)","brain morphogenesis GO0048854","enriched","0.0321219","0.0321219","0.502418","4","hsa-miR-4685-3p; hsa-miR-17-3p; hsa-miR-3652; hsa-miR-504-3p"
"Annotations derived over miRTarBase (Gene Ontology)","chromosome condensation GO0030261","depleted","0.0321219","0.0321219","0.502418","4","hsa-miR-4483; hsa-miR-5572; hsa-miR-185-3p; hsa-miR-4489"
"Annotations derived over miRTarBase (Gene Ontology)","elastic fiber assembly GO0048251","enriched","0.0321219","0.0321219","0.502418","4","hsa-miR-6780a-5p; hsa-miR-4472; hsa-miR-3652; hsa-miR-504-3p"
"Annotations derived over miRTarBase (Gene Ontology)","endothelial tube lumen extension GO0097498","enriched","0.0321219","0.0321219","0.502418","4","hsa-miR-6877-5p; hsa-miR-31-3p; hsa-miR-4456; hsa-miR-504-3p"
"Annotations derived over miRTarBase (Gene Ontology)","mitotic cleavage furrow formation GO1903673","enriched","0.0321219","0.0321219","0.502418","4","hsa-miR-6877-5p; hsa-miR-31-3p; hsa-miR-4456; hsa-miR-504-3p"
"Annotations derived over miRTarBase (Gene Ontology)","muscle myosin complex GO0005859","enriched","0.0321219","0.0321219","0.502418","4","hsa-miR-6780a-5p; hsa-miR-4472; hsa-miR-3652; hsa-miR-504-3p"
"Annotations derived over miRTarBase (Gene Ontology)","negative regulation of G protein-coupled receptor signaling pathway GO0045744","enriched","0.0321219","0.0321219","0.502418","4","hsa-miR-17-3p; hsa-miR-6780a-5p; hsa-miR-3652; hsa-miR-504-3p"
"Annotations derived over miRTarBase (Gene Ontology)","negative regulation of PERK-mediated unfolded protein response GO1903898","depleted","0.0321219","0.0321219","0.502418","4","hsa-miR-4483; hsa-miR-940; hsa-miR-944; hsa-miR-4769-5p"
"Annotations derived over miRTarBase (Gene Ontology)","ossification involved in bone maturation GO0043931","enriched","0.0321219","0.0321219","0.502418","4","hsa-miR-6877-5p; hsa-miR-31-3p; hsa-miR-4456; hsa-miR-504-3p"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of cytosolic calcium ion concentration involved in phospholipase C-activating G protein-coupled signaling pathway GO0051482","enriched","0.0321219","0.0321219","0.502418","4","hsa-miR-6780a-5p; hsa-miR-4754; hsa-miR-3652; hsa-miR-504-3p"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of superoxide anion generation GO0032930","enriched","0.0321219","0.0321219","0.502418","4","hsa-miR-6780a-5p; hsa-miR-3652; hsa-miR-6741-5p; hsa-miR-504-3p"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of modification of postsynaptic actin cytoskeleton GO1905274","enriched","0.0321219","0.0321219","0.502418","4","hsa-miR-6877-5p; hsa-miR-31-3p; hsa-miR-4456; hsa-miR-504-3p"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of modification of postsynaptic structure GO0099159","enriched","0.0321219","0.0321219","0.502418","4","hsa-miR-6877-5p; hsa-miR-31-3p; hsa-miR-4456; hsa-miR-504-3p"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of osteoblast proliferation GO0033688","enriched","0.0321219","0.0321219","0.502418","4","hsa-miR-6877-5p; hsa-miR-31-3p; hsa-miR-4456; hsa-miR-504-3p"
"Annotations derived over miRTarBase (Gene Ontology)","skeletal muscle myosin thick filament assembly GO0030241","enriched","0.0321219","0.0321219","0.502418","4","hsa-miR-6780a-5p; hsa-miR-4472; hsa-miR-3652; hsa-miR-504-3p"
"Annotations derived over miRTarBase (Gene Ontology)","synaptic vesicle maturation GO0016188","enriched","0.0321219","0.0321219","0.502418","4","hsa-miR-17-3p; hsa-miR-7110-5p; hsa-miR-3652; hsa-miR-504-3p"
"Annotations derived over miRTarBase (Gene Ontology)","trabecula morphogenesis GO0061383","enriched","0.0321219","0.0321219","0.502418","4","hsa-miR-6877-5p; hsa-miR-31-3p; hsa-miR-4456; hsa-miR-504-3p"
"Target genes (miRTarBase)","HIST3H3","depleted","0.0321219","0.0321219","0.461812","4","hsa-miR-4483; hsa-miR-5572; hsa-miR-6819-5p; hsa-miR-342-5p"
"Target genes (miRTarBase)","MYH11","enriched","0.0321219","0.0321219","0.461812","4","hsa-miR-6780a-5p; hsa-miR-4472; hsa-miR-3652; hsa-miR-504-3p"
"Target genes (miRTarBase)","RHOA","enriched","0.0321219","0.0321219","0.461812","4","hsa-miR-6877-5p; hsa-miR-31-3p; hsa-miR-4456; hsa-miR-504-3p"
"Reactome (miRPathDB)","Cellular Senescence","depleted","0.0321219","0.0321219","0.474854","4","hsa-miR-4483; hsa-miR-5572; hsa-miR-320b; hsa-miR-6819-5p"
"Annotations derived over miRTarBase (Gene Ontology)","DNA replication origin binding GO0003688","enriched","0.032157","0.032157","0.502418","9","hsa-miR-6780a-5p; hsa-miR-3652; hsa-miR-504-3p; hsa-miR-646; hsa-miR-6730-5p; hsa-miR-5698; hsa-miR-4443; hsa-miR-6805-3p; hsa-miR-940"
"Annotations derived over miRTarBase (Gene Ontology)","mRNA cap binding complex GO0005845","enriched","0.032157","0.032157","0.502418","9","hsa-miR-6877-5p; hsa-miR-31-3p; hsa-miR-3652; hsa-miR-6793-5p; hsa-miR-504-3p; hsa-miR-646; hsa-miR-5698; hsa-miR-4443; hsa-miR-944"
"Annotations derived over miRTarBase (Gene Ontology)","membrane organization GO0061024","enriched","0.032157","0.032157","0.502418","9","hsa-miR-5100; hsa-miR-7110-5p; hsa-miR-6780a-5p; hsa-miR-3652; hsa-miR-504-3p; hsa-miR-646; hsa-miR-5698; hsa-miR-4483; hsa-miR-940"
"Annotations derived over miRTarBase (Gene Ontology)","negative regulation of TORC1 signaling GO1904262","enriched","0.032157","0.032157","0.502418","9","hsa-miR-5100; hsa-miR-1185-2-3p; hsa-miR-17-3p; hsa-miR-4472; hsa-miR-646; hsa-miR-6730-5p; hsa-miR-5698; hsa-miR-4443; hsa-miR-940"
"Annotations derived over miRTarBase (Gene Ontology)","negative regulation of nitric oxide biosynthetic process GO0045019","enriched","0.032157","0.032157","0.502418","9","hsa-miR-4685-3p; hsa-miR-7110-5p; hsa-miR-6780a-5p; hsa-miR-6877-5p; hsa-miR-3652; hsa-miR-6741-5p; hsa-miR-5698; hsa-miR-4483; hsa-miR-940"
"Annotations derived over miRTarBase (Gene Ontology)","phosphatidic acid binding GO0070300","enriched","0.032157","0.032157","0.502418","9","hsa-miR-17-3p; hsa-miR-7110-5p; hsa-miR-3652; hsa-miR-504-3p; hsa-miR-646; hsa-miR-5698; hsa-miR-6805-3p; hsa-miR-4483; hsa-miR-940"
"Annotations derived over miRTarBase (Gene Ontology)","protein stabilization GO0050821","depleted","0.032157","0.032157","0.502418","36","hsa-miR-5100; hsa-miR-1185-2-3p; hsa-miR-4685-3p; hsa-miR-17-3p; hsa-miR-6076; hsa-miR-7110-5p; hsa-miR-6780a-5p; hsa-miR-6877-5p; hsa-miR-4472; hsa-miR-3652; hsa-miR-4456; hsa-miR-504-3p; hsa-miR-646; hsa-miR-6730-5p; hsa-miR-5698; hsa-miR-4443; hsa-miR-320d; hsa-miR-1224-5p; hsa-miR-6805-3p; hsa-miR-4483; hsa-miR-940; hsa-miR-944; hsa-miR-4313; hsa-miR-5572; hsa-miR-6776-5p; hsa-miR-185-3p; hsa-miR-1470; hsa-miR-941; hsa-miR-516a-5p; hsa-miR-320b; hsa-miR-4489; hsa-miR-6819-5p; hsa-miR-1202; hsa-miR-342-5p; hsa-miR-1227-3p; hsa-miR-4769-5p"
"Annotations derived over miRTarBase (Gene Ontology)","HULC complex GO0033503","enriched","0.0328101","0.0328101","0.502418","7","hsa-miR-4685-3p; hsa-miR-6076; hsa-miR-7110-5p; hsa-miR-6780a-5p; hsa-miR-4472; hsa-miR-940; hsa-miR-185-3p"
"Annotations derived over miRTarBase (Gene Ontology)","extracellular matrix disassembly GO0022617","enriched","0.0328101","0.0328101","0.502418","7","hsa-miR-6076; hsa-miR-495-5p; hsa-miR-7110-5p; hsa-miR-6780a-5p; hsa-miR-4472; hsa-miR-6805-3p; hsa-miR-1227-3p"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of neuronal synaptic plasticity GO0048168","enriched","0.0328101","0.0328101","0.502418","7","hsa-miR-4685-3p; hsa-miR-495-5p; hsa-miR-7110-5p; hsa-miR-6780a-5p; hsa-miR-4472; hsa-miR-5698; hsa-miR-1470"
"GO Biological process (miRPathDB)","heterocycle metabolic process","enriched","0.0328101","0.0328101","0.258479","7","hsa-miR-1185-2-3p; hsa-miR-17-3p; hsa-miR-6076; hsa-miR-31-3p; hsa-miR-4472; hsa-miR-320b; hsa-miR-342-5p"
"GO Biological process (miRPathDB)","macromolecule metabolic process","enriched","0.0328101","0.0328101","0.258479","7","hsa-miR-1185-2-3p; hsa-miR-17-3p; hsa-miR-6076; hsa-miR-31-3p; hsa-miR-4472; hsa-miR-646; hsa-miR-320b"
"GO Biological process (miRPathDB)","nitrogen compound metabolic process","enriched","0.0328101","0.0328101","0.258479","7","hsa-miR-1185-2-3p; hsa-miR-17-3p; hsa-miR-6076; hsa-miR-31-3p; hsa-miR-4472; hsa-miR-646; hsa-miR-320b"
"GO Biological process (miRPathDB)","regulation of metabolic process","enriched","0.0328101","0.0328101","0.258479","7","hsa-miR-1185-2-3p; hsa-miR-17-3p; hsa-miR-6076; hsa-miR-31-3p; hsa-miR-4472; hsa-miR-646; hsa-miR-320b"
"Annotations derived over miRTarBase (Gene Ontology)","cytoplasmic side of plasma membrane GO0009898","enriched","0.0334951","0.0334951","0.502418","16","hsa-miR-4685-3p; hsa-miR-17-3p; hsa-miR-7110-5p; hsa-miR-6780a-5p; hsa-miR-31-3p; hsa-miR-4472; hsa-miR-3652; hsa-miR-6741-5p; hsa-miR-504-3p; hsa-miR-646; hsa-miR-5698; hsa-miR-4483; hsa-miR-940; hsa-miR-944; hsa-miR-4313; hsa-miR-4769-5p"
"Pathways (KEGG)","Hippo signaling pathway","depleted","0.0334951","0.0334951","0.580015","29","hsa-miR-5100; hsa-miR-1185-2-3p; hsa-miR-4685-3p; hsa-miR-17-3p; hsa-miR-495-5p; hsa-miR-6780a-5p; hsa-miR-4472; hsa-miR-3652; hsa-miR-504-3p; hsa-miR-646; hsa-miR-6730-5p; hsa-miR-5698; hsa-miR-320d; hsa-miR-4483; hsa-miR-940; hsa-miR-944; hsa-miR-5572; hsa-miR-6776-5p; hsa-miR-185-3p; hsa-miR-1470; hsa-miR-941; hsa-miR-516a-5p; hsa-miR-320b; hsa-miR-4489; hsa-miR-6819-5p; hsa-miR-1202; hsa-miR-342-5p; hsa-miR-1227-3p; hsa-miR-4769-5p"
"Annotations derived over miRTarBase (Gene Ontology)","RNA polymerase I core promoter sequence-specific DNA binding GO0001164","depleted","0.0336341","0.0336341","0.502418","6","hsa-miR-5698; hsa-miR-4483; hsa-miR-940; hsa-miR-6819-5p; hsa-miR-1202; hsa-miR-342-5p"
"Annotations derived over miRTarBase (Gene Ontology)","SMAD protein complex GO0071141","enriched","0.0336341","0.0336341","0.502418","6","hsa-miR-1185-2-3p; hsa-miR-17-3p; hsa-miR-495-5p; hsa-miR-6780a-5p; hsa-miR-940; hsa-miR-944"
"Annotations derived over miRTarBase (Gene Ontology)","T-helper 2 cell differentiation GO0045064","depleted","0.0336341","0.0336341","0.502418","6","hsa-miR-5698; hsa-miR-4483; hsa-miR-6743-3p; hsa-miR-185-3p; hsa-miR-320b; hsa-miR-1227-3p"
"Annotations derived over miRTarBase (Gene Ontology)","dynein intermediate chain binding GO0045505","enriched","0.0336341","0.0336341","0.502418","6","hsa-miR-5100; hsa-miR-4685-3p; hsa-miR-17-3p; hsa-miR-6780a-5p; hsa-miR-646; hsa-miR-940"
"Annotations derived over miRTarBase (Gene Ontology)","ferrous iron binding GO0008198","depleted","0.0336341","0.0336341","0.502418","6","hsa-miR-6780a-5p; hsa-miR-940; hsa-miR-941; hsa-miR-6819-5p; hsa-miR-342-5p; hsa-miR-4769-5p"
"Annotations derived over miRTarBase (Gene Ontology)","monoatomic cation transmembrane transport GO0098655","enriched","0.0336341","0.0336341","0.502418","6","hsa-miR-1290; hsa-miR-495-5p; hsa-miR-7110-5p; hsa-miR-6780a-5p; hsa-miR-940; hsa-miR-1470"
"Annotations derived over miRTarBase (Gene Ontology)","protein kinase A catalytic subunit binding GO0034236","enriched","0.0336341","0.0336341","0.502418","6","hsa-miR-1185-2-3p; hsa-miR-4685-3p; hsa-miR-17-3p; hsa-miR-6780a-5p; hsa-miR-646; hsa-miR-6805-3p"
"Gene Ontology (miRWalk)","GO0000184 nuclear transcribed mrna catabolic process nonsense mediated decay","depleted","0.0336341","0.0336341","0.286231","6","hsa-miR-17-3p; hsa-miR-940; hsa-miR-941; hsa-miR-320b; hsa-miR-342-5p; hsa-miR-1227-3p"
"Gene Ontology (miRWalk)","GO0003700 sequence specific dna binding transcription factor activity","depleted","0.0336341","0.0336341","0.286231","6","hsa-miR-17-3p; hsa-miR-940; hsa-miR-941; hsa-miR-320b; hsa-miR-342-5p; hsa-miR-1227-3p"
"Gene Ontology (miRWalk)","GO0005794 golgi apparatus","depleted","0.0336341","0.0336341","0.286231","6","hsa-miR-17-3p; hsa-miR-940; hsa-miR-941; hsa-miR-516a-5p; hsa-miR-320b; hsa-miR-1227-3p"
"Gene Ontology (miRWalk)","GO0006412 translation","depleted","0.0336341","0.0336341","0.286231","6","hsa-miR-17-3p; hsa-miR-940; hsa-miR-941; hsa-miR-320b; hsa-miR-342-5p; hsa-miR-1227-3p"
"Gene Ontology (miRWalk)","GO0006413 translational initiation","depleted","0.0336341","0.0336341","0.286231","6","hsa-miR-17-3p; hsa-miR-940; hsa-miR-941; hsa-miR-320b; hsa-miR-342-5p; hsa-miR-1227-3p"
"Gene Ontology (miRWalk)","GO0007275 multicellular organismal development","depleted","0.0336341","0.0336341","0.286231","6","hsa-miR-17-3p; hsa-miR-940; hsa-miR-941; hsa-miR-320b; hsa-miR-342-5p; hsa-miR-1227-3p"
"Gene Ontology (miRWalk)","GO0007596 blood coagulation","depleted","0.0336341","0.0336341","0.286231","6","hsa-miR-17-3p; hsa-miR-31-3p; hsa-miR-941; hsa-miR-320b; hsa-miR-342-5p; hsa-miR-1227-3p"
"Gene Ontology (miRWalk)","GO0042803 protein homodimerization activity","depleted","0.0336341","0.0336341","0.286231","6","hsa-miR-17-3p; hsa-miR-940; hsa-miR-941; hsa-miR-320b; hsa-miR-342-5p; hsa-miR-1227-3p"
"Gene Ontology (miRWalk)","GO0044267 cellular protein metabolic process","depleted","0.0336341","0.0336341","0.286231","6","hsa-miR-17-3p; hsa-miR-940; hsa-miR-941; hsa-miR-320b; hsa-miR-342-5p; hsa-miR-1227-3p"
"Gene Ontology (miRWalk)","GO0045944 positive regulation of transcription from rna polymerase ii promoter","depleted","0.0336341","0.0336341","0.286231","6","hsa-miR-31-3p; hsa-miR-940; hsa-miR-941; hsa-miR-320b; hsa-miR-342-5p; hsa-miR-1227-3p"
"Pathways (miRWalk)","hsa04114 Oocyte meiosis","depleted","0.0336341","0.0336341","0.276782","6","hsa-miR-31-3p; hsa-miR-940; hsa-miR-941; hsa-miR-320b; hsa-miR-342-5p; hsa-miR-1227-3p"
"Annotations derived over miRTarBase (Gene Ontology)","negative regulation of extrinsic apoptotic signaling pathway via death domain receptors GO1902042","enriched","0.0338119","0.0338119","0.502418","13","hsa-miR-1185-2-3p; hsa-miR-4685-3p; hsa-miR-17-3p; hsa-miR-7110-5p; hsa-miR-6780a-5p; hsa-miR-3652; hsa-miR-4440; hsa-miR-6793-5p; hsa-miR-646; hsa-miR-4443; hsa-miR-1224-5p; hsa-miR-4313; hsa-miR-1227-3p"
"Annotations derived over miRTarBase (Gene Ontology)","actin binding GO0003779","depleted","0.0341362","0.0341362","0.502418","33","hsa-miR-5100; hsa-miR-1185-2-3p; hsa-miR-1290; hsa-miR-4685-3p; hsa-miR-17-3p; hsa-miR-7110-5p; hsa-miR-6780a-5p; hsa-miR-4472; hsa-miR-3652; hsa-miR-6741-5p; hsa-miR-504-3p; hsa-miR-6730-5p; hsa-miR-5698; hsa-miR-4443; hsa-miR-320d; hsa-miR-6805-3p; hsa-miR-4483; hsa-miR-940; hsa-miR-6743-3p; hsa-miR-944; hsa-miR-4313; hsa-miR-5572; hsa-miR-6776-5p; hsa-miR-185-3p; hsa-miR-1470; hsa-miR-3181; hsa-miR-941; hsa-miR-320b; hsa-miR-4489; hsa-miR-6819-5p; hsa-miR-342-5p; hsa-miR-1227-3p; hsa-miR-4769-5p"
"Annotations derived over miRTarBase (Gene Ontology)","late endosome membrane GO0031902","enriched","0.0341362","0.0341362","0.502418","12","hsa-miR-4685-3p; hsa-miR-6076; hsa-miR-7110-5p; hsa-miR-6780a-5p; hsa-miR-4472; hsa-miR-3652; hsa-miR-6793-5p; hsa-miR-504-3p; hsa-miR-646; hsa-miR-1224-5p; hsa-miR-940; hsa-miR-1227-3p"
"Annotations derived over miRTarBase (Gene Ontology)","endopeptidase activity GO0004175","enriched","0.0343239","0.0343239","0.502418","14","hsa-miR-1185-2-3p; hsa-miR-4685-3p; hsa-miR-6076; hsa-miR-7110-5p; hsa-miR-6780a-5p; hsa-miR-4472; hsa-miR-3652; hsa-miR-4456; hsa-miR-504-3p; hsa-miR-5698; hsa-miR-4443; hsa-miR-4313; hsa-miR-185-3p; hsa-miR-1470"
"Annotations derived over miRTarBase (Gene Ontology)","phosphatidylinositol-4,5-bisphosphate binding GO0005546","depleted","0.0345422","0.0345422","0.502418","23","hsa-miR-17-3p; hsa-miR-7110-5p; hsa-miR-6780a-5p; hsa-miR-4472; hsa-miR-3652; hsa-miR-504-3p; hsa-miR-646; hsa-miR-6730-5p; hsa-miR-5698; hsa-miR-320d; hsa-miR-6805-3p; hsa-miR-4483; hsa-miR-940; hsa-miR-6743-3p; hsa-miR-944; hsa-miR-5572; hsa-miR-6776-5p; hsa-miR-941; hsa-miR-320b; hsa-miR-4489; hsa-miR-342-5p; hsa-miR-1227-3p; hsa-miR-4769-5p"
"Annotations derived over miRTarBase (Gene Ontology)","synapse assembly GO0007416","enriched","0.0347583","0.0347583","0.502418","11","hsa-miR-1290; hsa-miR-17-3p; hsa-miR-6780a-5p; hsa-miR-6877-5p; hsa-miR-31-3p; hsa-miR-4472; hsa-miR-3652; hsa-miR-5698; hsa-miR-940; hsa-miR-1470; hsa-miR-1227-3p"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of endothelial cell migration GO0010595","depleted","0.0348146","0.0348146","0.502418","21","hsa-miR-17-3p; hsa-miR-7110-5p; hsa-miR-6780a-5p; hsa-miR-4472; hsa-miR-3652; hsa-miR-6793-5p; hsa-miR-646; hsa-miR-5698; hsa-miR-4483; hsa-miR-940; hsa-miR-4313; hsa-miR-5572; hsa-miR-6776-5p; hsa-miR-185-3p; hsa-miR-1470; hsa-miR-516a-5p; hsa-miR-6819-5p; hsa-miR-1202; hsa-miR-342-5p; hsa-miR-1227-3p; hsa-miR-4769-5p"
"Annotations derived over miRTarBase (Gene Ontology)","negative regulation of cell migration involved in sprouting angiogenesis GO0090051","enriched","0.0355776","0.0355776","0.502418","10","hsa-miR-17-3p; hsa-miR-6780a-5p; hsa-miR-6877-5p; hsa-miR-31-3p; hsa-miR-4456; hsa-miR-504-3p; hsa-miR-6730-5p; hsa-miR-5698; hsa-miR-1224-5p; hsa-miR-4313"
"Annotations derived over miRTarBase (Gene Ontology)","excitatory chemical synaptic transmission GO0098976","enriched","0.0357864","0.0357864","0.502418","4","hsa-miR-4685-3p; hsa-miR-495-5p; hsa-miR-7110-5p; hsa-miR-1470"
"Annotations derived over miRTarBase (Gene Ontology)","glutamate receptor signaling pathway GO0007215","enriched","0.0357864","0.0357864","0.502418","4","hsa-miR-1185-2-3p; hsa-miR-495-5p; hsa-miR-7110-5p; hsa-miR-1470"
"Gene Ontology (miRWalk)","GO0005615 extracellular space","depleted","0.0357864","0.0357864","0.286231","4","hsa-miR-17-3p; hsa-miR-516a-5p; hsa-miR-320b; hsa-miR-342-5p"
"Published Diseases","ovarian cancer deregulated","depleted","0.0357864","0.0357864","0.315152","4","hsa-miR-1290; hsa-miR-516a-5p; hsa-miR-1202; hsa-miR-342-5p"
